"pdb","vorvol","variable","value"
"1BS9_A","mvAA","rsa",0.934233642058318
"1BS9_A","mvAA","seqent",0.411794789239361
"1BS9_A","mvCA","asa",0.836993052063661
"1BS9_A","mvCA","ddgent",0.70188248855408
"1BS9_A","mvCA","hbe_mean",0.43941107030909
"1BS9_A","mvCA","hpshh",0.27729295983472
"1BS9_A","mvCA","resvol",-0.19709040831071
"1BS9_A","mvCA","rsa",0.881403344071232
"1BS9_A","mvCA","seqent",0.405858023639995
"1BS9_A","mvSC","asa",0.915351276500388
"1BS9_A","mvSC","ddgent",0.775998203288199
"1BS9_A","mvSC","hbe_mean",0.397632809654654
"1BS9_A","mvSC","hpshh",0.355603883062883
"1BS9_A","mvSC","resvol",-0.164263198638375
"1BS9_A","mvSC","rsa",0.933850656629353
"1BS9_A","mvSC","seqent",0.426149639514948
"1BS9_A","vAA","asa",0.916961465232032
"1BS9_A","vAA","ddgent",0.752172830686972
"1BS9_A","vAA","hbe_mean",0.439562659041359
"1BS9_A","vAA","hpshh",0.33345965067525
"1BS9_A","vAA","resvol",-0.111233373879057
"1BS9_A","vAA","rsa",0.935425980765487
"1BS9_A","vAA","seqent",0.414106988968011
"1BS9_A","vCA","asa",0.839703592926445
"1BS9_A","vCA","ddgent",0.704654674156574
"1BS9_A","vCA","hbe_mean",0.441423004688707
"1BS9_A","vCA","hpshh",0.281812204805419
"1BS9_A","vCA","resvol",-0.194209468618884
"1BS9_A","vCA","rsa",0.882856655150351
"1BS9_A","vCA","seqent",0.403629707108054
"1BS9_A","vSC","asa",0.9168082430622
"1BS9_A","vSC","ddgent",0.777206383738676
"1BS9_A","vSC","hbe_mean",0.400389152987375
"1BS9_A","vSC","hpshh",0.359058057065153
"1BS9_A","vSC","resvol",-0.160868218255725
"1BS9_A","vSC","rsa",0.933746267680573
"1BS9_A","vSC","seqent",0.430246386605851
"1BT1_A","fvAA","asa",0.877873679770785
"1BT1_A","fvAA","ddgent",0.767259083978159
"1BT1_A","fvAA","hbe_mean",0.392543514564619
"1BT1_A","fvAA","hpshh",0.298451191164358
"1BT1_A","fvAA","resvol",-0.329901981995938
"1BT1_A","fvAA","rsa",0.906696802308186
"1BT1_A","fvAA","seqent",0.477428195288798
"1BT1_A","fvCA","asa",0.769473159473402
"1BT1_A","fvCA","ddgent",0.698478358525305
"1BT1_A","fvCA","hbe_mean",0.440009332808843
"1BT1_A","fvCA","hpshh",0.229231975031233
"1BT1_A","fvCA","resvol",-0.40241199861356
"1BT1_A","fvCA","rsa",0.820490615230417
"1BT1_A","fvCA","seqent",0.415060439445105
"1BT1_A","fvSC","asa",0.868064290115283
"1BT1_A","fvSC","ddgent",0.772029319278976
"1BT1_A","fvSC","hbe_mean",0.294613235858161
"1BT1_A","fvSC","hpshh",0.326508370926181
"1BT1_A","fvSC","resvol",-0.370936652242903
"1BT1_A","fvSC","rsa",0.893697707099081
"1BT1_A","fvSC","seqent",0.507320100099756
"1BT1_A","mvAA","asa",0.879452140259597
"1BT1_A","mvAA","ddgent",0.767591567385624
"1BT1_A","mvAA","hbe_mean",0.346189154220543
"1BT1_A","mvAA","hpshh",0.246485033518812
"1BT1_A","mvAA","resvol",-0.044312479220939
"1BT1_A","mvAA","rsa",0.892221135481514
"1BT1_A","mvAA","seqent",0.440649194343997
"1BT1_A","mvCA","asa",0.787013372215336
"1BT1_A","mvCA","ddgent",0.709991799427394
"1BT1_A","mvCA","hbe_mean",0.392235976310397
"1BT1_A","mvCA","hpshh",0.190255628502387
"1BT1_A","mvCA","resvol",-0.125339698418908
"1BT1_A","mvCA","rsa",0.817541501241756
"1BT1_A","mvCA","seqent",0.39363551344607
"1BT1_A","mvSC","asa",0.886441015157006
"1BT1_A","mvSC","ddgent",0.78066661183274
"1BT1_A","mvSC","hbe_mean",0.251954136825952
"1BT1_A","mvSC","hpshh",0.277096684048239
"1BT1_A","mvSC","resvol",-0.115005829098482
"1BT1_A","mvSC","rsa",0.89351264007323
"1BT1_A","mvSC","seqent",0.491032349469537
"1BT1_A","vAA","asa",0.882754821404948
"1BT1_A","vAA","ddgent",0.772652527949485
"1BT1_A","vAA","hbe_mean",0.351128615521986
"1BT1_A","vAA","hpshh",0.245649972935954
"1BT1_A","vAA","resvol",-0.0452130354924057
"1BT1_A","vAA","rsa",0.896231079625194
"1BT1_A","vAA","seqent",0.444210345497102
"1BT1_A","vCA","asa",0.790184250891789
"1BT1_A","vCA","ddgent",0.717212795487338
"1BT1_A","vCA","hbe_mean",0.398879093463747
"1BT1_A","vCA","hpshh",0.191498472611075
"1BT1_A","vCA","resvol",-0.128087395176864
"1BT1_A","vCA","rsa",0.821744600505754
"1BT1_A","vCA","seqent",0.39542890133659
"1BT1_A","vSC","asa",0.889735765934145
"1BT1_A","vSC","ddgent",0.785527955812291
"1BT1_A","vSC","hbe_mean",0.256562613084391
"1BT1_A","vSC","hpshh",0.277667707635264
"1BT1_A","vSC","resvol",-0.118044452612269
"1BT1_A","vSC","rsa",0.89783959277276
"1BT1_A","vSC","seqent",0.497803187004397
"1BU7_A","fvAA","asa",0.889938876481688
"1BU7_A","fvAA","ddgent",0.778761015724281
"1BU7_A","fvAA","hbe_mean",0.44483385879742
"1BU7_A","fvAA","hpshh",0.507672175859114
"1BU7_A","fvAA","resvol",-0.207843311907429
"1BU7_A","fvAA","rsa",0.91390971371495
"1BU7_A","fvAA","seqent",0.361874889784334
"1BU7_A","fvCA","asa",0.807977734795232
"1BU7_A","fvCA","ddgent",0.736930667599956
"1BU7_A","fvCA","hbe_mean",0.450468263921557
"1BU7_A","fvCA","hpshh",0.434776764941081
"1BU7_A","fvCA","resvol",-0.271212691674809
"1BU7_A","fvCA","rsa",0.847744454328205
"1BU7_A","fvCA","seqent",0.329063111502331
"1BU7_A","fvSC","asa",0.868200393806088
"1BU7_A","fvSC","ddgent",0.790325313453067
"1BU7_A","fvSC","hbe_mean",0.387399368979357
"1BU7_A","fvSC","hpshh",0.541610995390756
"1BU7_A","fvSC","resvol",-0.267497191576763
"1BU7_A","fvSC","rsa",0.896885161444317
"1BU7_A","fvSC","seqent",0.383516222568618
"1BU7_A","mvAA","asa",0.914367656930944
"1BU7_A","mvAA","ddgent",0.75341110315606
"1BU7_A","mvAA","hbe_mean",0.436546306044353
"1BU7_A","mvAA","hpshh",0.450757361062156
"1BU7_A","mvAA","resvol",0.0411049044814744
"1BU7_A","mvAA","rsa",0.918368705404845
"1BU7_A","mvAA","seqent",0.34121669867893
"1BU7_A","mvCA","asa",0.840586729807179
"1BU7_A","mvCA","ddgent",0.72560085404973
"1BU7_A","mvCA","hbe_mean",0.448145706426086
"1BU7_A","mvCA","hpshh",0.39855226267461
"1BU7_A","mvCA","resvol",-0.061973053540517
"1BU7_A","mvCA","rsa",0.862753983482166
"1BU7_A","mvCA","seqent",0.317987895258227
"1BU7_A","mvSC","asa",0.913005707235541
"1BU7_A","mvSC","ddgent",0.783315583095319
"1BU7_A","mvSC","hbe_mean",0.388876991891122
"1BU7_A","mvSC","hpshh",0.486518054538634
"1BU7_A","mvSC","resvol",-0.028035133077859
"1BU7_A","mvSC","rsa",0.922247958485326
"1BU7_A","mvSC","seqent",0.367833423422506
"1BU7_A","vAA","asa",0.917860156140487
"1BU7_A","vAA","ddgent",0.759975718693549
"1BU7_A","vAA","hbe_mean",0.44490873557708
"1BU7_A","vAA","hpshh",0.453766937331191
"1BU7_A","vAA","resvol",0.039128788459911
"1BU7_A","vAA","rsa",0.921697140894972
"1BU7_A","vAA","seqent",0.343408898051872
"1BU7_A","vCA","asa",0.84304647881222
"1BU7_A","vCA","ddgent",0.729627780056716
"1BU7_A","vCA","hbe_mean",0.456780113374857
"1BU7_A","vCA","hpshh",0.401407357660586
"1BU7_A","vCA","resvol",-0.0676553400225955
"1BU7_A","vCA","rsa",0.866192863064269
"1BU7_A","vCA","seqent",0.317621063662784
"1BU7_A","vSC","asa",0.916430861489178
"1BU7_A","vSC","ddgent",0.788623074120408
"1BU7_A","vSC","hbe_mean",0.397599828133281
"1BU7_A","vSC","hpshh",0.489049313347357
"1BU7_A","vSC","resvol",-0.0298885065864611
"1BU7_A","vSC","rsa",0.925532012284912
"1BU7_A","vSC","seqent",0.369288392566995
"1BVV_A","fvAA","asa",0.87417910100707
"1BVV_A","fvAA","ddgent",0.717914408096736
"1BVV_A","fvAA","hbe_mean",0.5103153274472
"1BVV_A","fvAA","hpshh",0.371066829390336
"1BVV_A","fvAA","resvol",-0.307135397132612
"1BVV_A","fvAA","rsa",0.923348007916528
"1BVV_A","fvAA","seqent",0.452052003485404
"1BVV_A","fvCA","asa",0.781808495545516
"1BVV_A","fvCA","ddgent",0.66803949812365
"1BVV_A","fvCA","hbe_mean",0.466335553938224
"1BVV_A","fvCA","hpshh",0.322647527925908
"1BVV_A","fvCA","resvol",-0.411461460350188
"1BVV_A","fvCA","rsa",0.857403878674538
"1BVV_A","fvCA","seqent",0.385999543232133
"1BVV_A","fvSC","asa",0.850474859101353
"1BVV_A","fvSC","ddgent",0.745875819718737
"1BVV_A","fvSC","hbe_mean",0.450257599753577
"1BVV_A","fvSC","hpshh",0.338247103589333
"1BVV_A","fvSC","resvol",-0.342368225981323
"1BVV_A","fvSC","rsa",0.900560414335925
"1BVV_A","fvSC","seqent",0.486548519434094
"1BVV_A","mvAA","asa",0.892136197617736
"1BVV_A","mvAA","ddgent",0.72860391948751
"1BVV_A","mvAA","hbe_mean",0.473969785927562
"1BVV_A","mvAA","hpshh",0.311113186645095
"1BVV_A","mvAA","resvol",-0.0924282379538542
"1BVV_A","mvAA","rsa",0.925512914838565
"1BVV_A","mvAA","seqent",0.446910978293886
"1BVV_A","mvCA","asa",0.808513190187544
"1BVV_A","mvCA","ddgent",0.676892460482923
"1BVV_A","mvCA","hbe_mean",0.440318121650746
"1BVV_A","mvCA","hpshh",0.292453265997008
"1BVV_A","mvCA","resvol",-0.2560692572618
"1BVV_A","mvCA","rsa",0.869354583040043
"1BVV_A","mvCA","seqent",0.389644222105235
"1BVV_A","mvSC","asa",0.883286905432814
"1BVV_A","mvSC","ddgent",0.769908267313597
"1BVV_A","mvSC","hbe_mean",0.420039159746116
"1BVV_A","mvSC","hpshh",0.278181172066669
"1BVV_A","mvSC","resvol",-0.099957531263294
"1BVV_A","mvSC","rsa",0.911784097720149
"1BVV_A","mvSC","seqent",0.488428665789849
"1BVV_A","vAA","asa",0.900119663878432
"1BVV_A","vAA","ddgent",0.734196959933285
"1BVV_A","vAA","hbe_mean",0.487650549560801
"1BVV_A","vAA","hpshh",0.311549970957272
"1BVV_A","vAA","resvol",-0.0818809457714231
"1BVV_A","vAA","rsa",0.931342387647949
"1BVV_A","vAA","seqent",0.441306550094322
"1BVV_A","vCA","asa",0.814264137133196
"1BVV_A","vCA","ddgent",0.686901557939426
"1BVV_A","vCA","hbe_mean",0.460657747926784
"1BVV_A","vCA","hpshh",0.294891264706805
"1BVV_A","vCA","resvol",-0.25925857111339
"1BVV_A","vCA","rsa",0.876798707675828
"1BVV_A","vCA","seqent",0.378387982985447
"1BVV_A","vSC","asa",0.887904010086917
"1BVV_A","vSC","ddgent",0.776869716841667
"1BVV_A","vSC","hbe_mean",0.436629917445319
"1BVV_A","vSC","hpshh",0.275999153705403
"1BVV_A","vSC","resvol",-0.0978988962704589
"1BVV_A","vSC","rsa",0.916988237450209
"1BVV_A","vSC","seqent",0.481963767383114
"1BVZ_A","fvAA","asa",0.858675661505025
"1BVZ_A","fvAA","ddgent",0.715315145216029
"1BVZ_A","fvAA","hbe_mean",0.404733868436094
"1BVZ_A","fvAA","hpshh",0.468074898761655
"1BVZ_A","fvAA","resvol",-0.186129651404666
"1BVZ_A","fvAA","rsa",0.889750919352987
"1BVZ_A","fvAA","seqent",0.462885914203996
"1BVZ_A","fvCA","asa",0.747604668921658
"1BVZ_A","fvCA","ddgent",0.662225490936511
"1BVZ_A","fvCA","hbe_mean",0.418974535855274
"1BVZ_A","fvCA","hpshh",0.363116133566926
"1BVZ_A","fvCA","resvol",-0.286373395244982
"1BVZ_A","fvCA","rsa",0.797986948742688
"1BVZ_A","fvCA","seqent",0.439510168134071
"1BVZ_A","fvSC","asa",0.846261387213333
"1BVZ_A","fvSC","ddgent",0.726312950222437
"1BVZ_A","fvSC","hbe_mean",0.362814694745296
"1BVZ_A","fvSC","hpshh",0.501384574626428
"1BVZ_A","fvSC","resvol",-0.240066182327234
"1BVZ_A","fvSC","rsa",0.880536429312237
"1BVZ_A","fvSC","seqent",0.485776204031049
"1BVZ_A","mvAA","asa",0.881334202845386
"1BVZ_A","mvAA","ddgent",0.726325417690138
"1BVZ_A","mvAA","hbe_mean",0.354574573604582
"1BVZ_A","mvAA","hpshh",0.421397847864459
"1BVZ_A","mvAA","resvol",0.0961045472547797
"1BVZ_A","mvAA","rsa",0.889999298310445
"1BVZ_A","mvAA","seqent",0.42027785313524
"1BVZ_A","mvCA","asa",0.78263769848523
"1BVZ_A","mvCA","ddgent",0.689063213657631
"1BVZ_A","mvCA","hbe_mean",0.364933079453515
"1BVZ_A","mvCA","hpshh",0.329311376411818
"1BVZ_A","mvCA","resvol",-0.0458979800048454
"1BVZ_A","mvCA","rsa",0.811820752985597
"1BVZ_A","mvCA","seqent",0.410774862864686
"1BVZ_A","mvSC","asa",0.885632689684104
"1BVZ_A","mvSC","ddgent",0.749720680771688
"1BVZ_A","mvSC","hbe_mean",0.318055780655779
"1BVZ_A","mvSC","hpshh",0.448850067873261
"1BVZ_A","mvSC","resvol",0.0263489261620112
"1BVZ_A","mvSC","rsa",0.89867532871116
"1BVZ_A","mvSC","seqent",0.461391423463962
"1BVZ_A","vAA","asa",0.885677700489126
"1BVZ_A","vAA","ddgent",0.729955368863219
"1BVZ_A","vAA","hbe_mean",0.360617325111065
"1BVZ_A","vAA","hpshh",0.420914749433381
"1BVZ_A","vAA","resvol",0.0975371031044026
"1BVZ_A","vAA","rsa",0.894466486781014
"1BVZ_A","vAA","seqent",0.422747152478538
"1BVZ_A","vCA","asa",0.787321915011277
"1BVZ_A","vCA","ddgent",0.693158776797563
"1BVZ_A","vCA","hbe_mean",0.368380329338183
"1BVZ_A","vCA","hpshh",0.328799206783345
"1BVZ_A","vCA","resvol",-0.0459329350654741
"1BVZ_A","vCA","rsa",0.817241346771412
"1BVZ_A","vCA","seqent",0.412328874292357
"1BVZ_A","vSC","asa",0.888431827271897
"1BVZ_A","vSC","ddgent",0.751298055194918
"1BVZ_A","vSC","hbe_mean",0.320365078075106
"1BVZ_A","vSC","hpshh",0.449450562286379
"1BVZ_A","vSC","resvol",0.0289217930987713
"1BVZ_A","vSC","rsa",0.90103731562281
"1BVZ_A","vSC","seqent",0.460044865309113
"1BWL_A","fvAA","asa",0.86488902213364
"1BWL_A","fvAA","ddgent",0.741172781199229
"1BWL_A","fvAA","hbe_mean",0.307287281030907
"1BWL_A","fvAA","hpshh",0.465167020337182
"1BWL_A","fvAA","resvol",-0.162549420823476
"1BWL_A","fvAA","rsa",0.897413718943229
"1BWL_A","fvAA","seqent",0.498941792247089
"1BWL_A","fvCA","asa",0.774802832279147
"1BWL_A","fvCA","ddgent",0.676368874447425
"1BWL_A","fvCA","hbe_mean",0.332259017384273
"1BWL_A","fvCA","hpshh",0.423018802640283
"1BWL_A","fvCA","resvol",-0.250756863312824
"1BWL_A","fvCA","rsa",0.819016125846912
"1BWL_A","fvCA","seqent",0.452745257100363
"1BWL_A","fvSC","asa",0.850424490705422
"1BWL_A","fvSC","ddgent",0.741699474817698
"1BWL_A","fvSC","hbe_mean",0.249555617374229
"1BWL_A","fvSC","hpshh",0.477584489074188
"1BWL_A","fvSC","resvol",-0.21769918267773
"1BWL_A","fvSC","rsa",0.888289372041511
"1BWL_A","fvSC","seqent",0.467443038330736
"1BWL_A","mvAA","asa",0.889971805761732
"1BWL_A","mvAA","ddgent",0.77529999622171
"1BWL_A","mvAA","hbe_mean",0.247985205772584
"1BWL_A","mvAA","hpshh",0.407632858946162
"1BWL_A","mvAA","resvol",0.129903473958577
"1BWL_A","mvAA","rsa",0.899795686785872
"1BWL_A","mvAA","seqent",0.484395331986441
"1BWL_A","mvCA","asa",0.805127065817388
"1BWL_A","mvCA","ddgent",0.708185854082442
"1BWL_A","mvCA","hbe_mean",0.299289065716235
"1BWL_A","mvCA","hpshh",0.375724426989958
"1BWL_A","mvCA","resvol",-0.00643444225579506
"1BWL_A","mvCA","rsa",0.83075723050854
"1BWL_A","mvCA","seqent",0.447869170271953
"1BWL_A","mvSC","asa",0.897103267081261
"1BWL_A","mvSC","ddgent",0.792170060830468
"1BWL_A","mvSC","hbe_mean",0.205595429875787
"1BWL_A","mvSC","hpshh",0.427266174183201
"1BWL_A","mvSC","resvol",0.0808520741815904
"1BWL_A","mvSC","rsa",0.908934323601941
"1BWL_A","mvSC","seqent",0.467987869387771
"1BWL_A","vAA","asa",0.892965459650749
"1BWL_A","vAA","ddgent",0.77891260815355
"1BWL_A","vAA","hbe_mean",0.252814821382288
"1BWL_A","vAA","hpshh",0.411063031471776
"1BWL_A","vAA","resvol",0.134201128867738
"1BWL_A","vAA","rsa",0.90145483101381
"1BWL_A","vAA","seqent",0.487627574347864
"1BWL_A","vCA","asa",0.811588485531998
"1BWL_A","vCA","ddgent",0.717663127668417
"1BWL_A","vCA","hbe_mean",0.307943052113028
"1BWL_A","vCA","hpshh",0.382102251704119
"1BWL_A","vCA","resvol",-0.000388127574298669
"1BWL_A","vCA","rsa",0.835116884643417
"1BWL_A","vCA","seqent",0.457227833841463
"1BWL_A","vSC","asa",0.900279410052673
"1BWL_A","vSC","ddgent",0.795462462689387
"1BWL_A","vSC","hbe_mean",0.209475826055715
"1BWL_A","vSC","hpshh",0.430581916130644
"1BWL_A","vSC","resvol",0.0835949434975673
"1BWL_A","vSC","rsa",0.911180300670255
"1BWL_A","vSC","seqent",0.470354219533549
"1BWZ_A","fvAA","asa",0.888165684116865
"1BWZ_A","fvAA","ddgent",0.753204861300002
"1BWZ_A","fvAA","hbe_mean",0.57269753947363
"1BWZ_A","fvAA","hpshh",0.485099303491892
"1BWZ_A","fvAA","resvol",-0.0942819783986383
"1BWZ_A","fvAA","rsa",0.916702390337221
"1BWZ_A","fvAA","seqent",0.508084815198091
"1BWZ_A","fvCA","asa",0.785969123108269
"1BWZ_A","fvCA","ddgent",0.692093599830826
"1BWZ_A","fvCA","hbe_mean",0.549294934597905
"1BWZ_A","fvCA","hpshh",0.402261929376004
"1BWZ_A","fvCA","resvol",-0.199891889474416
"1BWZ_A","fvCA","rsa",0.836128628750032
"1BWZ_A","fvCA","seqent",0.483443851952347
"1BWZ_A","fvSC","asa",0.8716165132057
"1BWZ_A","fvSC","ddgent",0.737533707168744
"1BWZ_A","fvSC","hbe_mean",0.511490704545092
"1BWZ_A","fvSC","hpshh",0.498404208122655
"1BWZ_A","fvSC","resvol",-0.110233474394496
"1BWZ_A","fvSC","rsa",0.901009461372857
"1BWZ_A","fvSC","seqent",0.507663122825697
"1BWZ_A","mvAA","asa",0.908643272175443
"1BWZ_A","mvAA","ddgent",0.773437478351945
"1BWZ_A","mvAA","hbe_mean",0.553546412105083
"1BWZ_A","mvAA","hpshh",0.413555860007883
"1BWZ_A","mvAA","resvol",0.137434723282655
"1BWZ_A","mvAA","rsa",0.917260449871827
"1BWZ_A","mvAA","seqent",0.532457564513061
"1BWZ_A","mvCA","asa",0.822613345621103
"1BWZ_A","mvCA","ddgent",0.721742199406433
"1BWZ_A","mvCA","hbe_mean",0.538011169720476
"1BWZ_A","mvCA","hpshh",0.367971725936367
"1BWZ_A","mvCA","resvol",-0.0106402005855364
"1BWZ_A","mvCA","rsa",0.853622274873516
"1BWZ_A","mvCA","seqent",0.50356044148037
"1BWZ_A","mvSC","asa",0.895741823196744
"1BWZ_A","mvSC","ddgent",0.753320548065074
"1BWZ_A","mvSC","hbe_mean",0.500533117378207
"1BWZ_A","mvSC","hpshh",0.428870418784378
"1BWZ_A","mvSC","resvol",0.0916372989839167
"1BWZ_A","mvSC","rsa",0.90826627736939
"1BWZ_A","mvSC","seqent",0.53416730214192
"1BWZ_A","vAA","asa",0.914580751022364
"1BWZ_A","vAA","ddgent",0.77394791689303
"1BWZ_A","vAA","hbe_mean",0.56494133580688
"1BWZ_A","vAA","hpshh",0.422751238088712
"1BWZ_A","vAA","resvol",0.136698319317603
"1BWZ_A","vAA","rsa",0.923376630597591
"1BWZ_A","vAA","seqent",0.529215917660486
"1BWZ_A","vCA","asa",0.831966187042503
"1BWZ_A","vCA","ddgent",0.725751620642132
"1BWZ_A","vCA","hbe_mean",0.550451144138945
"1BWZ_A","vCA","hpshh",0.379983994196647
"1BWZ_A","vCA","resvol",-0.0129991544471053
"1BWZ_A","vCA","rsa",0.864170532530062
"1BWZ_A","vCA","seqent",0.50124110330997
"1BWZ_A","vSC","asa",0.901064827669878
"1BWZ_A","vSC","ddgent",0.755971911300379
"1BWZ_A","vSC","hbe_mean",0.512005936957274
"1BWZ_A","vSC","hpshh",0.442958968157092
"1BWZ_A","vSC","resvol",0.0891804705149237
"1BWZ_A","vSC","rsa",0.913680212933067
"1BWZ_A","vSC","seqent",0.534647275885826
"1BYA_A","fvAA","asa",0.85191652581961
"1BYA_A","fvAA","ddgent",0.715445971742231
"1BYA_A","fvAA","hbe_mean",0.3907330308831
"1BYA_A","fvAA","hpshh",0.498572076442412
"1BYA_A","fvAA","resvol",-0.280015773135999
"1BYA_A","fvAA","rsa",0.881601129387056
"1BYA_A","fvAA","seqent",0.500051284150138
"1BYA_A","fvCA","asa",0.735296430264921
"1BYA_A","fvCA","ddgent",0.62826635101986
"1BYA_A","fvCA","hbe_mean",0.407906969585171
"1BYA_A","fvCA","hpshh",0.385237585259847
"1BYA_A","fvCA","resvol",-0.380636407742639
"1BYA_A","fvCA","rsa",0.784986442577283
"1BYA_A","fvCA","seqent",0.45170267430009
"1BYA_A","fvSC","asa",0.833135808101265
"1BYA_A","fvSC","ddgent",0.718986049538786
"1BYA_A","fvSC","hbe_mean",0.348825571297204
"1BYA_A","fvSC","hpshh",0.51916774492106
"1BYA_A","fvSC","resvol",-0.337401286521743
"1BYA_A","fvSC","rsa",0.866560678383343
"1BYA_A","fvSC","seqent",0.524861862912965
"1BYA_A","mvAA","asa",0.883909927337416
"1BYA_A","mvAA","ddgent",0.73599653737399
"1BYA_A","mvAA","hbe_mean",0.353867301208917
"1BYA_A","mvAA","hpshh",0.420964694150307
"1BYA_A","mvAA","resvol",0.0446607599037941
"1BYA_A","mvAA","rsa",0.889528369209652
"1BYA_A","mvAA","seqent",0.483671593292728
"1BYA_A","mvCA","asa",0.78528787491819
"1BYA_A","mvCA","ddgent",0.663345495169902
"1BYA_A","mvCA","hbe_mean",0.375913708814741
"1BYA_A","mvCA","hpshh",0.332905939171727
"1BYA_A","mvCA","resvol",-0.118124086260387
"1BYA_A","mvCA","rsa",0.813321363210716
"1BYA_A","mvCA","seqent",0.461355538235264
"1BYA_A","mvSC","asa",0.884479614439558
"1BYA_A","mvSC","ddgent",0.747436130082652
"1BYA_A","mvSC","hbe_mean",0.326625004895324
"1BYA_A","mvSC","hpshh",0.453504826048217
"1BYA_A","mvSC","resvol",-0.033651148839917
"1BYA_A","mvSC","rsa",0.894753010657803
"1BYA_A","mvSC","seqent",0.52439000313434
"1BYA_A","vAA","asa",0.885953734219415
"1BYA_A","vAA","ddgent",0.73805337128678
"1BYA_A","vAA","hbe_mean",0.363183517763116
"1BYA_A","vAA","hpshh",0.422518096389818
"1BYA_A","vAA","resvol",0.0446195231205494
"1BYA_A","vAA","rsa",0.891399785399374
"1BYA_A","vAA","seqent",0.482820380330727
"1BYA_A","vCA","asa",0.787609505869937
"1BYA_A","vCA","ddgent",0.663840619452788
"1BYA_A","vCA","hbe_mean",0.384532309073833
"1BYA_A","vCA","hpshh",0.335810119269855
"1BYA_A","vCA","resvol",-0.118868588362715
"1BYA_A","vCA","rsa",0.815707894575903
"1BYA_A","vCA","seqent",0.459952428284453
"1BYA_A","vSC","asa",0.886432759131793
"1BYA_A","vSC","ddgent",0.750531366488277
"1BYA_A","vSC","hbe_mean",0.335313316061474
"1BYA_A","vSC","hpshh",0.455506337732618
"1BYA_A","vSC","resvol",-0.0349987261545119
"1BYA_A","vSC","rsa",0.896814537305017
"1BYA_A","vSC","seqent",0.524171484764413
"1BZC_A","fvAA","asa",0.89731662476921
"1BZC_A","fvAA","ddgent",0.832602278911004
"1BZC_A","fvAA","hbe_mean",0.383769857204011
"1BZC_A","fvAA","hpshh",0.53302691111632
"1BZC_A","fvAA","resvol",-0.160387889397729
"1BZC_A","fvAA","rsa",0.918095371462238
"1BZC_A","fvAA","seqent",0.582839934213464
"1BZC_A","fvCA","asa",0.82132629426165
"1BZC_A","fvCA","ddgent",0.779335161885497
"1BZC_A","fvCA","hbe_mean",0.398967427328285
"1BZC_A","fvCA","hpshh",0.477192836968589
"1BZC_A","fvCA","resvol",-0.252207972643157
"1BZC_A","fvCA","rsa",0.857352616939141
"1BZC_A","fvCA","seqent",0.542833287733554
"1BZC_A","fvSC","asa",0.890943599807982
"1BZC_A","fvSC","ddgent",0.833612288310275
"1BZC_A","fvSC","hbe_mean",0.352264386967486
"1BZC_A","fvSC","hpshh",0.521269627644387
"1BZC_A","fvSC","resvol",-0.187756412207594
"1BZC_A","fvSC","rsa",0.914976649288692
"1BZC_A","fvSC","seqent",0.616674428985734
"1BZC_A","mvAA","asa",0.904622489472147
"1BZC_A","mvAA","ddgent",0.823716028414015
"1BZC_A","mvAA","hbe_mean",0.317739927890122
"1BZC_A","mvAA","hpshh",0.487025337690506
"1BZC_A","mvAA","resvol",0.0971727677896274
"1BZC_A","mvAA","rsa",0.911908982075881
"1BZC_A","mvAA","seqent",0.557682730314597
"1BZC_A","mvCA","asa",0.851673024596696
"1BZC_A","mvCA","ddgent",0.78356116946721
"1BZC_A","mvCA","hbe_mean",0.341527608230849
"1BZC_A","mvCA","hpshh",0.444313426341972
"1BZC_A","mvCA","resvol",-0.0160371087455361
"1BZC_A","mvCA","rsa",0.873254857344284
"1BZC_A","mvCA","seqent",0.534382508346248
"1BZC_A","mvSC","asa",0.907652378712104
"1BZC_A","mvSC","ddgent",0.836332671903142
"1BZC_A","mvSC","hbe_mean",0.291904997889286
"1BZC_A","mvSC","hpshh",0.47929339267837
"1BZC_A","mvSC","resvol",0.0456865527728508
"1BZC_A","mvSC","rsa",0.919185003912518
"1BZC_A","mvSC","seqent",0.595342268898114
"1BZC_A","vAA","asa",0.907460796980141
"1BZC_A","vAA","ddgent",0.823516774859057
"1BZC_A","vAA","hbe_mean",0.320863833408183
"1BZC_A","vAA","hpshh",0.489773912771537
"1BZC_A","vAA","resvol",0.0976690004984894
"1BZC_A","vAA","rsa",0.915151202059853
"1BZC_A","vAA","seqent",0.555641607600638
"1BZC_A","vCA","asa",0.853011796819695
"1BZC_A","vCA","ddgent",0.78319884863509
"1BZC_A","vCA","hbe_mean",0.345534600628145
"1BZC_A","vCA","hpshh",0.450290854317076
"1BZC_A","vCA","resvol",-0.0192534148093752
"1BZC_A","vCA","rsa",0.87559832603748
"1BZC_A","vCA","seqent",0.530667628361911
"1BZC_A","vSC","asa",0.911115109272056
"1BZC_A","vSC","ddgent",0.836835157304956
"1BZC_A","vSC","hbe_mean",0.298979772254601
"1BZC_A","vSC","hpshh",0.484096170808775
"1BZC_A","vSC","resvol",0.0480758810431181
"1BZC_A","vSC","rsa",0.922598786962744
"1BZC_A","vSC","seqent",0.594117412045078
"1C82_A","fvAA","asa",0.866266325108705
"1C82_A","fvAA","ddgent",0.776757892886765
"1C82_A","fvAA","hbe_mean",0.499878148283488
"1C82_A","fvAA","hpshh",0.530582567298741
"1C82_A","fvAA","resvol",-0.242869403733798
