"pdb","bf","variable","value"
"1E0C_A","bfAA","VSCfree_volume",0.622666157997321
"1E0C_A","bfAA","VSCmodified_volume",0.632044431648122
"1E0C_A","bfAA","VSCnfaces",-0.124770008752664
"1E0C_A","bfAA","VSCvolume",0.633434482935223
"1E0C_A","bfAA","wcnAA",-0.74451085969948
"1E0C_A","bfAA","wcnC",-0.693483784030544
"1E0C_A","bfAA","wcnCA",-0.719947495080339
"1E0C_A","bfAA","wcnCB",-0.718538239137299
"1E0C_A","bfAA","wcnN",-0.712223870198482
"1E0C_A","bfAA","wcnO",-0.645760214019132
"1E0C_A","bfAA","wcnSC",-0.730008905778156
"1E0C_A","bfC","asa",0.460816380953118
"1E0C_A","bfC","ddgent",0.421824542377439
"1E0C_A","bfC","hbe_mean",0.438214802662213
"1E0C_A","bfC","hpshh",0.0701474382610034
"1E0C_A","bfC","resvol",-0.143827446473145
"1E0C_A","bfC","rsa",0.500687089150219
"1E0C_A","bfC","seqent",0.267373188712319
"1E0C_A","bfC","sizeAA",-0.113587852562501
"1E0C_A","bfC","sizeSC",-0.113587852562501
"1E0C_A","bfC","VAAarea",0.506266147776165
"1E0C_A","bfC","VAAeccentricity",0.479005207985701
"1E0C_A","bfC","VAAedge_length_total",0.487708601687422
"1E0C_A","bfC","VAAfree_volume",0.496098013549181
"1E0C_A","bfC","VAAmodified_volume",0.496156542202844
"1E0C_A","bfC","VAAnfaces",0.0407139628748367
"1E0C_A","bfC","VAAvolume",0.493292296214214
"1E0C_A","bfC","VCAarea",0.503888421221108
"1E0C_A","bfC","VCAeccentricity",0.460515335652756
"1E0C_A","bfC","VCAedge_length_total",0.485909150424025
"1E0C_A","bfC","VCAfree_volume",0.478101592347648
"1E0C_A","bfC","VCAmodified_volume",0.490092729813974
"1E0C_A","bfC","VCAnfaces",-0.114532270777672
"1E0C_A","bfC","VCAvolume",0.490827691188876
"1E0C_A","bfC","VSCarea",0.461800902562897
"1E0C_A","bfC","VSCeccentricity",0.465892046034563
"1E0C_A","bfC","VSCedge_length_total",0.417856177724397
"1E0C_A","bfC","VSCfree_volume",0.455386152702066
"1E0C_A","bfC","VSCmodified_volume",0.456165925077429
"1E0C_A","bfC","VSCnfaces",-0.102127895277122
"1E0C_A","bfC","VSCvolume",0.456324745017838
"1E0C_A","bfC","wcnAA",-0.58523471438393
"1E0C_A","bfC","wcnC",-0.612799576402008
"1E0C_A","bfC","wcnCA",-0.580053099514333
"1E0C_A","bfC","wcnCB",-0.571465238936249
"1E0C_A","bfC","wcnN",-0.589776172104089
"1E0C_A","bfC","wcnO",-0.587826436328942
"1E0C_A","bfC","wcnSC",-0.550176050839831
"1E0C_A","bfCA","asa",0.531136251164386
"1E0C_A","bfCA","ddgent",0.46506329411563
"1E0C_A","bfCA","hbe_mean",0.406415398245663
"1E0C_A","bfCA","hpshh",0.204524989244038
"1E0C_A","bfCA","resvol",-0.19772782490874
"1E0C_A","bfCA","rsa",0.563020486170709
"1E0C_A","bfCA","seqent",0.318736519490979
"1E0C_A","bfCA","sizeAA",-0.129480565178597
"1E0C_A","bfCA","sizeSC",-0.129480565178597
"1E0C_A","bfCA","VAAarea",0.561268391025213
"1E0C_A","bfCA","VAAeccentricity",0.570724441045445
"1E0C_A","bfCA","VAAedge_length_total",0.509575012744073
"1E0C_A","bfCA","VAAfree_volume",0.559370474602712
"1E0C_A","bfCA","VAAmodified_volume",0.532017737263401
"1E0C_A","bfCA","VAAnfaces",-0.0684939851006906
"1E0C_A","bfCA","VAAvolume",0.530662431061275
"1E0C_A","bfCA","VCAarea",0.563411396558489
"1E0C_A","bfCA","VCAeccentricity",0.524886680586312
"1E0C_A","bfCA","VCAedge_length_total",0.525806069588924
"1E0C_A","bfCA","VCAfree_volume",0.542212185630824
"1E0C_A","bfCA","VCAmodified_volume",0.545390945335212
"1E0C_A","bfCA","VCAnfaces",-0.170801294269283
"1E0C_A","bfCA","VCAvolume",0.544967221623796
"1E0C_A","bfCA","VSCarea",0.543939088645957
"1E0C_A","bfCA","VSCeccentricity",0.524525753338602
"1E0C_A","bfCA","VSCedge_length_total",0.476798002224232
"1E0C_A","bfCA","VSCfree_volume",0.533759881875446
"1E0C_A","bfCA","VSCmodified_volume",0.522269653203214
"1E0C_A","bfCA","VSCnfaces",-0.139930905062564
"1E0C_A","bfCA","VSCvolume",0.522443105571412
"1E0C_A","bfCA","wcnAA",-0.662752658606955
"1E0C_A","bfCA","wcnC",-0.631717487861956
"1E0C_A","bfCA","wcnCA",-0.661710420211752
"1E0C_A","bfCA","wcnCB",-0.653326482632563
"1E0C_A","bfCA","wcnN",-0.648058895774097
"1E0C_A","bfCA","wcnO",-0.586461356785112
"1E0C_A","bfCA","wcnSC",-0.645610443363958
"1E0C_A","bfCB","asa",0.57885000717487
"1E0C_A","bfCB","ddgent",0.534277148809534
"1E0C_A","bfCB","hbe_mean",0.457043251538881
"1E0C_A","bfCB","hpshh",0.196847484413615
"1E0C_A","bfCB","resvol",-0.215567284150457
"1E0C_A","bfCB","rsa",0.615933148758823
"1E0C_A","bfCB","seqent",0.384212213351727
"1E0C_A","bfCB","sizeAA",-0.16763391357435
"1E0C_A","bfCB","sizeSC",-0.16763391357435
"1E0C_A","bfCB","VAAarea",0.604498751468265
"1E0C_A","bfCB","VAAeccentricity",0.614697372477956
"1E0C_A","bfCB","VAAedge_length_total",0.541338084320279
"1E0C_A","bfCB","VAAfree_volume",0.613899614491874
"1E0C_A","bfCB","VAAmodified_volume",0.576379382852233
"1E0C_A","bfCB","VAAnfaces",-0.0656538701008283
"1E0C_A","bfCB","VAAvolume",0.576923516595128
"1E0C_A","bfCB","VCAarea",0.624745708930086
"1E0C_A","bfCB","VCAeccentricity",0.586375287369473
"1E0C_A","bfCB","VCAedge_length_total",0.599599718761224
"1E0C_A","bfCB","VCAfree_volume",0.615630571850007
"1E0C_A","bfCB","VCAmodified_volume",0.607034689063304
"1E0C_A","bfCB","VCAnfaces",-0.12583077952174
"1E0C_A","bfCB","VCAvolume",0.606499395588501
"1E0C_A","bfCB","VSCarea",0.58419213502895
"1E0C_A","bfCB","VSCeccentricity",0.575633142290548
"1E0C_A","bfCB","VSCedge_length_total",0.515814096481283
"1E0C_A","bfCB","VSCfree_volume",0.588916712027466
"1E0C_A","bfCB","VSCmodified_volume",0.56899989285335
"1E0C_A","bfCB","VSCnfaces",-0.110646775927126
"1E0C_A","bfCB","VSCvolume",0.570833791227164
"1E0C_A","bfCB","wcnAA",-0.66247322961464
"1E0C_A","bfCB","wcnC",-0.648900369725337
"1E0C_A","bfCB","wcnCA",-0.665693830731552
"1E0C_A","bfCB","wcnCB",-0.665698708120844
"1E0C_A","bfCB","wcnN",-0.650575143273498
"1E0C_A","bfCB","wcnO",-0.608925287087637
"1E0C_A","bfCB","wcnSC",-0.652641632149176
"1E0C_A","bfN","asa",0.448009922995009
"1E0C_A","bfN","ddgent",0.369923106321106
"1E0C_A","bfN","hbe_mean",0.453721926982484
"1E0C_A","bfN","hpshh",0.111141674226534
"1E0C_A","bfN","resvol",-0.200815659959294
"1E0C_A","bfN","rsa",0.488411873649087
"1E0C_A","bfN","seqent",0.271984506907505
"1E0C_A","bfN","sizeAA",-0.180967648877758
"1E0C_A","bfN","sizeSC",-0.180967648877758
"1E0C_A","bfN","VAAarea",0.502003619339558
"1E0C_A","bfN","VAAeccentricity",0.497157011180252
"1E0C_A","bfN","VAAedge_length_total",0.440661515226786
"1E0C_A","bfN","VAAfree_volume",0.503541218657474
"1E0C_A","bfN","VAAmodified_volume",0.473933896343329
"1E0C_A","bfN","VAAnfaces",-0.151422314727589
"1E0C_A","bfN","VAAvolume",0.471621095783253
"1E0C_A","bfN","VCAarea",0.556096692568105
"1E0C_A","bfN","VCAeccentricity",0.498260827026837
"1E0C_A","bfN","VCAedge_length_total",0.523228525705241
"1E0C_A","bfN","VCAfree_volume",0.544901321110553
"1E0C_A","bfN","VCAmodified_volume",0.538578302876993
"1E0C_A","bfN","VCAnfaces",-0.170190017789212
"1E0C_A","bfN","VCAvolume",0.535885065372278
"1E0C_A","bfN","VSCarea",0.457445621596216
"1E0C_A","bfN","VSCeccentricity",0.43694676794524
"1E0C_A","bfN","VSCedge_length_total",0.368405626264686
"1E0C_A","bfN","VSCfree_volume",0.461333751575938
"1E0C_A","bfN","VSCmodified_volume",0.438913883012351
"1E0C_A","bfN","VSCnfaces",-0.246868008025627
"1E0C_A","bfN","VSCvolume",0.437884142628545
"1E0C_A","bfN","wcnAA",-0.615916439227731
"1E0C_A","bfN","wcnC",-0.633406479050372
"1E0C_A","bfN","wcnCA",-0.651947902704792
"1E0C_A","bfN","wcnCB",-0.611398750510144
"1E0C_A","bfN","wcnN",-0.658067816246915
"1E0C_A","bfN","wcnO",-0.583231479579392
"1E0C_A","bfN","wcnSC",-0.584368217853878
"1E0C_A","bfO","asa",0.482469459995575
"1E0C_A","bfO","ddgent",0.471715074811969
"1E0C_A","bfO","hbe_mean",0.412991075260798
"1E0C_A","bfO","hpshh",0.0868288867037782
"1E0C_A","bfO","resvol",-0.111403572354455
"1E0C_A","bfO","rsa",0.518108018099882
"1E0C_A","bfO","seqent",0.352082394051858
"1E0C_A","bfO","sizeAA",-0.0889926175217221
"1E0C_A","bfO","sizeSC",-0.0889926175217221
"1E0C_A","bfO","VAAarea",0.52756764337043
"1E0C_A","bfO","VAAeccentricity",0.513706393050206
"1E0C_A","bfO","VAAedge_length_total",0.489043238107318
"1E0C_A","bfO","VAAfree_volume",0.504711563088277
"1E0C_A","bfO","VAAmodified_volume",0.508014473673477
"1E0C_A","bfO","VAAnfaces",-0.0551014901702313
"1E0C_A","bfO","VAAvolume",0.505689175847552
"1E0C_A","bfO","VCAarea",0.548705356604241
"1E0C_A","bfO","VCAeccentricity",0.508242796703317
"1E0C_A","bfO","VCAedge_length_total",0.531576861646069
"1E0C_A","bfO","VCAfree_volume",0.527035020769897
"1E0C_A","bfO","VCAmodified_volume",0.540343978252469
"1E0C_A","bfO","VCAnfaces",-0.116257851878852
"1E0C_A","bfO","VCAvolume",0.538122934733894
"1E0C_A","bfO","VSCarea",0.502812961499858
"1E0C_A","bfO","VSCeccentricity",0.477249698216205
"1E0C_A","bfO","VSCedge_length_total",0.417255612056404
"1E0C_A","bfO","VSCfree_volume",0.474699430569155
"1E0C_A","bfO","VSCmodified_volume",0.485251978398215
"1E0C_A","bfO","VSCnfaces",-0.154683064769052
"1E0C_A","bfO","VSCvolume",0.485229725285828
"1E0C_A","bfO","wcnAA",-0.661035714728107
"1E0C_A","bfO","wcnC",-0.697064418195091
"1E0C_A","bfO","wcnCA",-0.670503042281826
"1E0C_A","bfO","wcnCB",-0.637856202223444
"1E0C_A","bfO","wcnN",-0.647488751515713
"1E0C_A","bfO","wcnO",-0.686841704168817
"1E0C_A","bfO","wcnSC",-0.615265635104163
"1E0C_A","bfSC","asa",0.664118693503134
"1E0C_A","bfSC","ddgent",0.607065363513737
"1E0C_A","bfSC","hbe_mean",0.409151092907307
"1E0C_A","bfSC","hpshh",0.280323301340237
"1E0C_A","bfSC","resvol",-0.0267070728196464
"1E0C_A","bfSC","rsa",0.65930958595199
"1E0C_A","bfSC","seqent",0.425236820005868
"1E0C_A","bfSC","sizeAA",0.0418588525623828
"1E0C_A","bfSC","sizeSC",0.0418588525623828
"1E0C_A","bfSC","VAAarea",0.653921073119788
"1E0C_A","bfSC","VAAeccentricity",0.636336311986114
"1E0C_A","bfSC","VAAedge_length_total",0.611153822001495
"1E0C_A","bfSC","VAAfree_volume",0.629145843837498
"1E0C_A","bfSC","VAAmodified_volume",0.637177963781872
"1E0C_A","bfSC","VAAnfaces",0.0452326416105104
"1E0C_A","bfSC","VAAvolume",0.636722234178591
"1E0C_A","bfSC","VCAarea",0.651366853490431
"1E0C_A","bfSC","VCAeccentricity",0.611260209714903
"1E0C_A","bfSC","VCAedge_length_total",0.624202320776361
"1E0C_A","bfSC","VCAfree_volume",0.605230648750248
"1E0C_A","bfSC","VCAmodified_volume",0.635259326910268
"1E0C_A","bfSC","VCAnfaces",-0.0805962816856888
"1E0C_A","bfSC","VCAvolume",0.635715361349404
"1E0C_A","bfSC","VSCarea",0.643315017268199
"1E0C_A","bfSC","VSCeccentricity",0.600198935879025
"1E0C_A","bfSC","VSCedge_length_total",0.587788153712897
"1E0C_A","bfSC","VSCfree_volume",0.6092629251927
"1E0C_A","bfSC","VSCmodified_volume",0.633288867943308
"1E0C_A","bfSC","VSCnfaces",-0.0445040990198363
"1E0C_A","bfSC","VSCvolume",0.634468582702302
"1E0C_A","bfSC","wcnAA",-0.67859479206235
"1E0C_A","bfSC","wcnC",-0.607080300470634
"1E0C_A","bfSC","wcnCA",-0.645809695853104
"1E0C_A","bfSC","wcnCB",-0.658892945915443
"1E0C_A","bfSC","wcnN",-0.633543101046409
"1E0C_A","bfSC","wcnO",-0.559970052925627
"1E0C_A","bfSC","wcnSC",-0.682654900815589
"1E1A_A","bfAA","asa",0.779407896093374
"1E1A_A","bfAA","ddgent",0.673829418958709
"1E1A_A","bfAA","hbe_mean",0.456852209993477
"1E1A_A","bfAA","hpshh",0.368138181071626
"1E1A_A","bfAA","resvol",0.124372734464868
"1E1A_A","bfAA","rsa",0.784997085664694
"1E1A_A","bfAA","seqent",0.333402217180586
"1E1A_A","bfAA","sizeAA",0.201403550237399
"1E1A_A","bfAA","sizeSC",0.201403550237399
"1E1A_A","bfAA","VAAarea",0.796968964512802
"1E1A_A","bfAA","VAAeccentricity",0.718114549181756
"1E1A_A","bfAA","VAAedge_length_total",0.731302258104283
"1E1A_A","bfAA","VAAfree_volume",0.776559049546089
"1E1A_A","bfAA","VAAmodified_volume",0.782546920489039
"1E1A_A","bfAA","VAAnfaces",-0.113136929189323
"1E1A_A","bfAA","VAAvolume",0.783371522715761
"1E1A_A","bfAA","VCAarea",0.746288005493675
"1E1A_A","bfAA","VCAeccentricity",0.685935504212979
"1E1A_A","bfAA","VCAedge_length_total",0.688285047644318
"1E1A_A","bfAA","VCAfree_volume",0.687482571783047
"1E1A_A","bfAA","VCAmodified_volume",0.732490760019942
"1E1A_A","bfAA","VCAnfaces",-0.184896724344022
"1E1A_A","bfAA","VCAvolume",0.735650879142762
"1E1A_A","bfAA","VSCarea",0.802203509637036
"1E1A_A","bfAA","VSCeccentricity",0.739709091634696
"1E1A_A","bfAA","VSCedge_length_total",0.727150403672851
"1E1A_A","bfAA","VSCfree_volume",0.764118226307116
"1E1A_A","bfAA","VSCmodified_volume",0.788592752291719
"1E1A_A","bfAA","VSCnfaces",-0.0923480094168809
"1E1A_A","bfAA","VSCvolume",0.788289700107772
"1E1A_A","bfAA","wcnAA",-0.866984884630304
"1E1A_A","bfAA","wcnC",-0.815790006567813
"1E1A_A","bfAA","wcnCA",-0.82896151582992
"1E1A_A","bfAA","wcnCB",-0.829255875513153
"1E1A_A","bfAA","wcnN",-0.803877922124909
"1E1A_A","bfAA","wcnO",-0.784303990974058
"1E1A_A","bfAA","wcnSC",-0.848555795334713
"1E1A_A","bfC","asa",0.70740306917506
"1E1A_A","bfC","ddgent",0.608215123013789
"1E1A_A","bfC","hbe_mean",0.492776860061596
"1E1A_A","bfC","hpshh",0.249299560810091
"1E1A_A","bfC","resvol",0.0498004973901795
"1E1A_A","bfC","rsa",0.728664707496693
"1E1A_A","bfC","seqent",0.274532146191728
"1E1A_A","bfC","sizeAA",0.104072001949383
"1E1A_A","bfC","sizeSC",0.104072001949383
"1E1A_A","bfC","VAAarea",0.744746297332314
"1E1A_A","bfC","VAAeccentricity",0.642289093772891
"1E1A_A","bfC","VAAedge_length_total",0.667954018836586
"1E1A_A","bfC","VAAfree_volume",0.726988001633626
"1E1A_A","bfC","VAAmodified_volume",0.728512779328382
"1E1A_A","bfC","VAAnfaces",-0.134646063110664
"1E1A_A","bfC","VAAvolume",0.729404950134454
"1E1A_A","bfC","VCAarea",0.733597790759551
"1E1A_A","bfC","VCAeccentricity",0.650077215455127
"1E1A_A","bfC","VCAedge_length_total",0.669266790095742
"1E1A_A","bfC","VCAfree_volume",0.684830982437369
"1E1A_A","bfC","VCAmodified_volume",0.718027599221766
"1E1A_A","bfC","VCAnfaces",-0.16153629890929
"1E1A_A","bfC","VCAvolume",0.720446891447444
"1E1A_A","bfC","VSCarea",0.744674163531834
"1E1A_A","bfC","VSCeccentricity",0.674408625695751
"1E1A_A","bfC","VSCedge_length_total",0.657315138799252
"1E1A_A","bfC","VSCfree_volume",0.707900393760989
"1E1A_A","bfC","VSCmodified_volume",0.730110033749793
"1E1A_A","bfC","VSCnfaces",-0.09587687357177
"1E1A_A","bfC","VSCvolume",0.729374328682961
"1E1A_A","bfC","wcnAA",-0.851052518565498
"1E1A_A","bfC","wcnC",-0.872360307418404
"1E1A_A","bfC","wcnCA",-0.853859023984245
"1E1A_A","bfC","wcnCB",-0.822586817257852
"1E1A_A","bfC","wcnN",-0.820065585232366
"1E1A_A","bfC","wcnO",-0.846782900438653
"1E1A_A","bfC","wcnSC",-0.80528490693345
"1E1A_A","bfCA","asa",0.731805693812979
"1E1A_A","bfCA","ddgent",0.635089038783379
"1E1A_A","bfCA","hbe_mean",0.497729393790735
"1E1A_A","bfCA","hpshh",0.286028863000324
"1E1A_A","bfCA","resvol",0.0587215881701605
"1E1A_A","bfCA","rsa",0.75066870188867
"1E1A_A","bfCA","seqent",0.295556883733165
"1E1A_A","bfCA","sizeAA",0.118727858050848
"1E1A_A","bfCA","sizeSC",0.118727858050848
"1E1A_A","bfCA","VAAarea",0.76867481138829
"1E1A_A","bfCA","VAAeccentricity",0.677784030487936
"1E1A_A","bfCA","VAAedge_length_total",0.692779650139298
"1E1A_A","bfCA","VAAfree_volume",0.75130867194424
"1E1A_A","bfCA","VAAmodified_volume",0.751718826361782
"1E1A_A","bfCA","VAAnfaces",-0.142546881472919
"1E1A_A","bfCA","VAAvolume",0.752707010137503
"1E1A_A","bfCA","VCAarea",0.750022373423795
"1E1A_A","bfCA","VCAeccentricity",0.676069031815998
"1E1A_A","bfCA","VCAedge_length_total",0.685428526929665
"1E1A_A","bfCA","VCAfree_volume",0.702191300494227
"1E1A_A","bfCA","VCAmodified_volume",0.735352946280912
"1E1A_A","bfCA","VCAnfaces",-0.177432634954034
"1E1A_A","bfCA","VCAvolume",0.738031631569797
"1E1A_A","bfCA","VSCarea",0.769473119411961
"1E1A_A","bfCA","VSCeccentricity",0.701129625242183
"1E1A_A","bfCA","VSCedge_length_total",0.681357454745282
"1E1A_A","bfCA","VSCfree_volume",0.733307235965519
"1E1A_A","bfCA","VSCmodified_volume",0.753940165500968
"1E1A_A","bfCA","VSCnfaces",-0.10701288622012
"1E1A_A","bfCA","VSCvolume",0.753358950653273
"1E1A_A","bfCA","wcnAA",-0.867091949206605
"1E1A_A","bfCA","wcnC",-0.863344674145054
"1E1A_A","bfCA","wcnCA",-0.863405126811062
"1E1A_A","bfCA","wcnCB",-0.838831908309848
"1E1A_A","bfCA","wcnN",-0.838777777491266
"1E1A_A","bfCA","wcnO",-0.834362164622185
"1E1A_A","bfCA","wcnSC",-0.830157543410935
"1E1A_A","bfCB","asa",0.763137179140455
"1E1A_A","bfCB","ddgent",0.667832522552422
"1E1A_A","bfCB","hbe_mean",0.485102379594523
"1E1A_A","bfCB","hpshh",0.337796136145951
"1E1A_A","bfCB","resvol",0.0725159008895006
"1E1A_A","bfCB","rsa",0.778023369063511
"1E1A_A","bfCB","seqent",0.318400432216146
"1E1A_A","bfCB","sizeAA",0.140480067537702
"1E1A_A","bfCB","sizeSC",0.140480067537702
"1E1A_A","bfCB","VAAarea",0.794118736549701
"1E1A_A","bfCB","VAAeccentricity",0.712140445608823
"1E1A_A","bfCB","VAAedge_length_total",0.724646067370179
"1E1A_A","bfCB","VAAfree_volume",0.777150948007777
"1E1A_A","bfCB","VAAmodified_volume",0.77797291026433
"1E1A_A","bfCB","VAAnfaces",-0.132089731575743
"1E1A_A","bfCB","VAAvolume",0.778660017142357
"1E1A_A","bfCB","VCAarea",0.760498680030994
"1E1A_A","bfCB","VCAeccentricity",0.697875174347012
"1E1A_A","bfCB","VCAedge_length_total",0.704125515752136
"1E1A_A","bfCB","VCAfree_volume",0.710904324925725
"1E1A_A","bfCB","VCAmodified_volume",0.747011218447721
"1E1A_A","bfCB","VCAnfaces",-0.178230270824819
"1E1A_A","bfCB","VCAvolume",0.749901295077583
"1E1A_A","bfCB","VSCarea",0.794259278774843
"1E1A_A","bfCB","VSCeccentricity",0.732097561684562
"1E1A_A","bfCB","VSCedge_length_total",0.713696215207576
"1E1A_A","bfCB","VSCfree_volume",0.76057713423276
"1E1A_A","bfCB","VSCmodified_volume",0.778846907052251
"1E1A_A","bfCB","VSCnfaces",-0.101710378613144
"1E1A_A","bfCB","VSCvolume",0.778322983118805
"1E1A_A","bfCB","wcnAA",-0.868364408079176
"1E1A_A","bfCB","wcnC",-0.831805699309897
"1E1A_A","bfCB","wcnCA",-0.846147820650937
"1E1A_A","bfCB","wcnCB",-0.841300734034377
"1E1A_A","bfCB","wcnN",-0.820639916204891
"1E1A_A","bfCB","wcnO",-0.802422101151046
"1E1A_A","bfCB","wcnSC",-0.846412153314191
"1E1A_A","bfN","asa",0.70393838477589
"1E1A_A","bfN","ddgent",0.600586035321563
"1E1A_A","bfN","hbe_mean",0.482114045129706
"1E1A_A","bfN","hpshh",0.266014111316872
"1E1A_A","bfN","resvol",0.036123023101777
"1E1A_A","bfN","rsa",0.726299206973725
"1E1A_A","bfN","seqent",0.27462984161694
"1E1A_A","bfN","sizeAA",0.0873520122244065
"1E1A_A","bfN","sizeSC",0.0873520122244065
"1E1A_A","bfN","VAAarea",0.745547789130418
"1E1A_A","bfN","VAAeccentricity",0.658733405897745
"1E1A_A","bfN","VAAedge_length_total",0.664980774675517
"1E1A_A","bfN","VAAfree_volume",0.731445102506972
"1E1A_A","bfN","VAAmodified_volume",0.725053740656212
"1E1A_A","bfN","VAAnfaces",-0.187346578841416
"1E1A_A","bfN","VAAvolume",0.725923982551861
"1E1A_A","bfN","VCAarea",0.734349498078512
"1E1A_A","bfN","VCAeccentricity",0.658090157858645
"1E1A_A","bfN","VCAedge_length_total",0.665880057560646
"1E1A_A","bfN","VCAfree_volume",0.695240695482886
"1E1A_A","bfN","VCAmodified_volume",0.718428443899694
"1E1A_A","bfN","VCAnfaces",-0.195665951724243
"1E1A_A","bfN","VCAvolume",0.720501417386876
"1E1A_A","bfN","VSCarea",0.743322967156529
"1E1A_A","bfN","VSCeccentricity",0.679530705520604
"1E1A_A","bfN","VSCedge_length_total",0.652450674282442
"1E1A_A","bfN","VSCfree_volume",0.712451136568312
"1E1A_A","bfN","VSCmodified_volume",0.723908893485887
"1E1A_A","bfN","VSCnfaces",-0.131427716563865
"1E1A_A","bfN","VSCvolume",0.723607025241494
"1E1A_A","bfN","wcnAA",-0.855348806988804
"1E1A_A","bfN","wcnC",-0.848638955514616
"1E1A_A","bfN","wcnCA",-0.864189713929136
"1E1A_A","bfN","wcnCB",-0.831033596483809
"1E1A_A","bfN","wcnN",-0.859274872185676
"1E1A_A","bfN","wcnO",-0.809961098913018
"1E1A_A","bfN","wcnSC",-0.8188776704722
"1E1A_A","bfO","asa",0.684028994071903
"1E1A_A","bfO","ddgent",0.582214227291407
"1E1A_A","bfO","hbe_mean",0.501307278939008
"1E1A_A","bfO","hpshh",0.220984916188872
"1E1A_A","bfO","resvol",0.039142273125134
"1E1A_A","bfO","rsa",0.706769577741448
"1E1A_A","bfO","seqent",0.273042863170067
"1E1A_A","bfO","sizeAA",0.0901530539161255
"1E1A_A","bfO","sizeSC",0.0901530539161255
"1E1A_A","bfO","VAAarea",0.717295997854876
"1E1A_A","bfO","VAAeccentricity",0.618319454754064
"1E1A_A","bfO","VAAedge_length_total",0.638811706990608
"1E1A_A","bfO","VAAfree_volume",0.699270913699459
"1E1A_A","bfO","VAAmodified_volume",0.702635842817497
"1E1A_A","bfO","VAAnfaces",-0.11788128095671
"1E1A_A","bfO","VAAvolume",0.703383795799985
"1E1A_A","bfO","VCAarea",0.707280787628142
"1E1A_A","bfO","VCAeccentricity",0.623575276504228
"1E1A_A","bfO","VCAedge_length_total",0.639212551312179
"1E1A_A","bfO","VCAfree_volume",0.66256820305432
"1E1A_A","bfO","VCAmodified_volume",0.69151473419541
"1E1A_A","bfO","VCAnfaces",-0.156517811377475
"1E1A_A","bfO","VCAvolume",0.69413158184624
"1E1A_A","bfO","VSCarea",0.719271447105123
"1E1A_A","bfO","VSCeccentricity",0.645472953335971
"1E1A_A","bfO","VSCedge_length_total",0.63058402662566
"1E1A_A","bfO","VSCfree_volume",0.683430085515438
"1E1A_A","bfO","VSCmodified_volume",0.704540692964658
"1E1A_A","bfO","VSCnfaces",-0.0911767630620401
"1E1A_A","bfO","VSCvolume",0.7037251752912
"1E1A_A","bfO","wcnAA",-0.826207118776711
"1E1A_A","bfO","wcnC",-0.853473817849629
"1E1A_A","bfO","wcnCA",-0.829661412991928
"1E1A_A","bfO","wcnCB",-0.797803080739138
"1E1A_A","bfO","wcnN",-0.796003923895101
"1E1A_A","bfO","wcnO",-0.834172245123243
"1E1A_A","bfO","wcnSC",-0.778226112751898
"1E1A_A","bfSC","asa",0.784627154420136
"1E1A_A","bfSC","ddgent",0.685393283954147
"1E1A_A","bfSC","hbe_mean",0.426437076245947
"1E1A_A","bfSC","hpshh",0.4123501470136
"1E1A_A","bfSC","resvol",0.148198702387104
"1E1A_A","bfSC","rsa",0.78404686056074
"1E1A_A","bfSC","seqent",0.346167303416924
"1E1A_A","bfSC","sizeAA",0.236664525012676
"1E1A_A","bfSC","sizeSC",0.236664525012676
"1E1A_A","bfSC","VAAarea",0.794071119500885
"1E1A_A","bfSC","VAAeccentricity",0.7248615990357
"1E1A_A","bfSC","VAAedge_length_total",0.738417756810581
"1E1A_A","bfSC","VAAfree_volume",0.769751149386365
"1E1A_A","bfSC","VAAmodified_volume",0.781509660780151
"1E1A_A","bfSC","VAAnfaces",-0.0815970278427359
"1E1A_A","bfSC","VAAvolume",0.78226017949052
"1E1A_A","bfSC","VCAarea",0.728932726333203
"1E1A_A","bfSC","VCAeccentricity",0.679827908173734
"1E1A_A","bfSC","VCAedge_length_total",0.678196483190785
"1E1A_A","bfSC","VCAfree_volume",0.6645703902689
"1E1A_A","bfSC","VCAmodified_volume",0.717262177284781
"1E1A_A","bfSC","VCAnfaces",-0.173493683197274
"1E1A_A","bfSC","VCAvolume",0.72052838571819
"1E1A_A","bfSC","VSCarea",0.797965045066828
"1E1A_A","bfSC","VSCeccentricity",0.740490326379013
"1E1A_A","bfSC","VSCedge_length_total",0.731922678200214
"1E1A_A","bfSC","VSCfree_volume",0.756215263938685
"1E1A_A","bfSC","VSCmodified_volume",0.785703991588215
"1E1A_A","bfSC","VSCnfaces",-0.0777799199723409
"1E1A_A","bfSC","VSCvolume",0.785500705525311
"1E1A_A","bfSC","wcnAA",-0.837196805702483
"1E1A_A","bfSC","wcnC",-0.756865621294445
"1E1A_A","bfSC","wcnCA",-0.781355566388446
"1E1A_A","bfSC","wcnCB",-0.798419939814478
"1E1A_A","bfSC","wcnN",-0.755096104029699
"1E1A_A","bfSC","wcnO",-0.725306892316345
"1E1A_A","bfSC","wcnSC",-0.832867543523222
"1E6E_A","bfAA","asa",0.579716864869342
"1E6E_A","bfAA","ddgent",0.493345803115991
"1E6E_A","bfAA","hbe_mean",0.372929943798873
"1E6E_A","bfAA","hpshh",0.334070066963993
"1E6E_A","bfAA","resvol",0.0216516828450384
"1E6E_A","bfAA","rsa",0.585208692357245
"1E6E_A","bfAA","seqent",0.381130014465786
"1E6E_A","bfAA","sizeAA",0.104487702488354
"1E6E_A","bfAA","sizeSC",0.104487702488354
