"pdb","wcn","variable","value"
"1CVR_A","wcnCA","r4s_JC",-0.453219412426625
"1CVR_A","wcnCA","resvol",0.0890746970063832
"1CVR_A","wcnCA","rsa",-0.799072023928847
"1CVR_A","wcnCA","seqent",-0.363934106458167
"1CVR_A","wcnCB","ddgent",-0.728826148021531
"1CVR_A","wcnCB","hbe",-0.35471307328256
"1CVR_A","wcnCB","hpshh",-0.321801787408323
"1CVR_A","wcnCB","r4s_JC",-0.486843321975299
"1CVR_A","wcnCB","resvol",0.081664671514162
"1CVR_A","wcnCB","rsa",-0.858015520824927
"1CVR_A","wcnCB","seqent",-0.392485057236792
"1CVR_A","wcnN","ddgent",-0.57191846068753
"1CVR_A","wcnN","hbe",-0.400704852059731
"1CVR_A","wcnN","hpshh",-0.221858576699875
"1CVR_A","wcnN","r4s_JC",-0.423546069260654
"1CVR_A","wcnN","resvol",0.109005870578418
"1CVR_A","wcnN","rsa",-0.72664891955805
"1CVR_A","wcnN","seqent",-0.322529553138381
"1CVR_A","wcnO","ddgent",-0.572751393629581
"1CVR_A","wcnO","hbe",-0.417661180112902
"1CVR_A","wcnO","hpshh",-0.223352666255402
"1CVR_A","wcnO","r4s_JC",-0.401056947495534
"1CVR_A","wcnO","resvol",0.113217997556262
"1CVR_A","wcnO","rsa",-0.732891098780398
"1CVR_A","wcnO","seqent",-0.331489387528206
"1CVR_A","wcnSC","ddgent",-0.750977758487551
"1CVR_A","wcnSC","hbe",-0.302208751439215
"1CVR_A","wcnSC","hpshh",-0.384554592828232
"1CVR_A","wcnSC","r4s_JC",-0.500306787906561
"1CVR_A","wcnSC","resvol",0.0808929402039483
"1CVR_A","wcnSC","rsa",-0.882279829534952
"1CVR_A","wcnSC","seqent",-0.389297555518105
"1CWY_A","wcnAA","ddgent",-0.63625598502394
"1CWY_A","wcnAA","hbe",-0.161406858041688
"1CWY_A","wcnAA","hpshh",-0.348162809463964
"1CWY_A","wcnAA","r4s_JC",-0.662369480337772
"1CWY_A","wcnAA","resvol",-0.0198899386778188
"1CWY_A","wcnAA","rsa",-0.782134556430867
"1CWY_A","wcnAA","seqent",-0.621418829722618
"1CWY_A","wcnC","ddgent",-0.537152004608018
"1CWY_A","wcnC","hbe",-0.279491254868999
"1CWY_A","wcnC","hpshh",-0.247631414963455
"1CWY_A","wcnC","r4s_JC",-0.543245131727629
"1CWY_A","wcnC","resvol",0.0579742632061609
"1CWY_A","wcnC","rsa",-0.694760610499755
"1CWY_A","wcnC","seqent",-0.510377290187542
"1CWY_A","wcnCA","ddgent",-0.592072288289153
"1CWY_A","wcnCA","hbe",-0.231591253041212
"1CWY_A","wcnCA","hpshh",-0.27851944392495
"1CWY_A","wcnCA","r4s_JC",-0.61307325318549
"1CWY_A","wcnCA","resvol",0.059971949373481
"1CWY_A","wcnCA","rsa",-0.731379370544857
"1CWY_A","wcnCA","seqent",-0.574147588027949
"1CWY_A","wcnCB","ddgent",-0.651166860667443
"1CWY_A","wcnCB","hbe",-0.19737062853082
"1CWY_A","wcnCB","hpshh",-0.327292803287842
"1CWY_A","wcnCB","r4s_JC",-0.660444888257984
"1CWY_A","wcnCB","resvol",0.0505625230707392
"1CWY_A","wcnCB","rsa",-0.782928182361945
"1CWY_A","wcnCB","seqent",-0.620758698507775
"1CWY_A","wcnN","ddgent",-0.517451957807831
"1CWY_A","wcnN","hbe",-0.299878913938879
"1CWY_A","wcnN","hpshh",-0.234617595002836
"1CWY_A","wcnN","r4s_JC",-0.525077671803109
"1CWY_A","wcnN","resvol",0.0770069280604093
"1CWY_A","wcnN","rsa",-0.654829466964751
"1CWY_A","wcnN","seqent",-0.490901019221632
"1CWY_A","wcnO","ddgent",-0.534288601154405
"1CWY_A","wcnO","hbe",-0.279942657036407
"1CWY_A","wcnO","hpshh",-0.251468153709776
"1CWY_A","wcnO","r4s_JC",-0.532323957311681
"1CWY_A","wcnO","resvol",0.0463085029988671
"1CWY_A","wcnO","rsa",-0.695273573225985
"1CWY_A","wcnO","seqent",-0.499861129200647
"1CWY_A","wcnSC","ddgent",-0.682066024264097
"1CWY_A","wcnSC","hbe",-0.137173206414643
"1CWY_A","wcnSC","hpshh",-0.37894448702393
"1CWY_A","wcnSC","r4s_JC",-0.691257850345502
"1CWY_A","wcnSC","resvol",0.029267256985594
"1CWY_A","wcnSC","rsa",-0.811424103120585
"1CWY_A","wcnSC","seqent",-0.649052799862765
"1CZ1_A","wcnAA","ddgent",-0.729049276690212
"1CZ1_A","wcnAA","hbe",-0.280172637487736
"1CZ1_A","wcnAA","hpshh",-0.338068742284978
"1CZ1_A","wcnAA","r4s_JC",-0.730939370795468
"1CZ1_A","wcnAA","resvol",0.0621298239077773
"1CZ1_A","wcnAA","rsa",-0.871885086200387
"1CZ1_A","wcnAA","seqent",-0.595131926231378
"1CZ1_A","wcnC","ddgent",-0.611343600720637
"1CZ1_A","wcnC","hbe",-0.436913609267452
"1CZ1_A","wcnC","hpshh",-0.232247128010943
"1CZ1_A","wcnC","r4s_JC",-0.62696427572142
"1CZ1_A","wcnC","resvol",0.0946731880438354
"1CZ1_A","wcnC","rsa",-0.782489372562921
"1CZ1_A","wcnC","seqent",-0.512490429198633
"1CZ1_A","wcnCA","ddgent",-0.668342364180457
"1CZ1_A","wcnCA","hbe",-0.36126400055042
"1CZ1_A","wcnCA","hpshh",-0.272243320224361
"1CZ1_A","wcnCA","r4s_JC",-0.685024578602577
"1CZ1_A","wcnCA","resvol",0.117673793004935
"1CZ1_A","wcnCA","rsa",-0.826922500537944
"1CZ1_A","wcnCA","seqent",-0.562062692243739
"1CZ1_A","wcnCB","ddgent",-0.731695011607586
"1CZ1_A","wcnCB","hbe",-0.296736627324605
"1CZ1_A","wcnCB","hpshh",-0.321658631675977
"1CZ1_A","wcnCB","r4s_JC",-0.721175932934526
"1CZ1_A","wcnCB","resvol",0.109161242099074
"1CZ1_A","wcnCB","rsa",-0.869273803247048
"1CZ1_A","wcnCB","seqent",-0.586538241758565
"1CZ1_A","wcnN","ddgent",-0.597128048370744
"1CZ1_A","wcnN","hbe",-0.4118968460513
"1CZ1_A","wcnN","hpshh",-0.224356498752743
"1CZ1_A","wcnN","r4s_JC",-0.633310878207365
"1CZ1_A","wcnN","resvol",0.116267612835531
"1CZ1_A","wcnN","rsa",-0.747444723666106
"1CZ1_A","wcnN","seqent",-0.539014289617232
"1CZ1_A","wcnO","ddgent",-0.605167472469691
"1CZ1_A","wcnO","hbe",-0.447143145857897
"1CZ1_A","wcnO","hpshh",-0.241643837390262
"1CZ1_A","wcnO","r4s_JC",-0.595731378903001
"1CZ1_A","wcnO","resvol",0.0942761593556018
"1CZ1_A","wcnO","rsa",-0.782578894394127
"1CZ1_A","wcnO","seqent",-0.476758194837727
"1CZ1_A","wcnSC","ddgent",-0.751198306023339
"1CZ1_A","wcnSC","hbe",-0.228880815748388
"1CZ1_A","wcnSC","hpshh",-0.368167639981907
"1CZ1_A","wcnSC","r4s_JC",-0.747847261331986
"1CZ1_A","wcnSC","resvol",0.105944670149048
"1CZ1_A","wcnSC","rsa",-0.883730103352279
"1CZ1_A","wcnSC","seqent",-0.614342688888747
"1CZF_A","wcnAA","ddgent",-0.588284411986262
"1CZF_A","wcnAA","hbe",-0.46220690541263
"1CZF_A","wcnAA","hpshh",-0.362186756505377
"1CZF_A","wcnAA","r4s_JC",-0.47312144574979
"1CZF_A","wcnAA","resvol",0.110311277265067
"1CZF_A","wcnAA","rsa",-0.80829885184932
"1CZF_A","wcnAA","seqent",-0.409376966773021
"1CZF_A","wcnC","ddgent",-0.40170894884006
"1CZF_A","wcnC","hbe",-0.524432895140205
"1CZF_A","wcnC","hpshh",-0.194589582817271
"1CZF_A","wcnC","r4s_JC",-0.31225621217448
"1CZF_A","wcnC","resvol",0.197583904170176
"1CZF_A","wcnC","rsa",-0.629843813807086
"1CZF_A","wcnC","seqent",-0.27135579907717
"1CZF_A","wcnCA","ddgent",-0.499011465342237
"1CZF_A","wcnCA","hbe",-0.505191214288412
"1CZF_A","wcnCA","hpshh",-0.269567038253334
"1CZF_A","wcnCA","r4s_JC",-0.396302480641557
"1CZF_A","wcnCA","resvol",0.205362978490348
"1CZF_A","wcnCA","rsa",-0.726476617563425
"1CZF_A","wcnCA","seqent",-0.341165799250636
"1CZF_A","wcnCB","ddgent",-0.650874264264648
"1CZF_A","wcnCB","hbe",-0.438895424613952
"1CZF_A","wcnCB","hpshh",-0.361356087822519
"1CZF_A","wcnCB","r4s_JC",-0.504662875466442
"1CZF_A","wcnCB","resvol",0.190918507252729
"1CZF_A","wcnCB","rsa",-0.836976616847141
"1CZF_A","wcnCB","seqent",-0.438831205135988
"1CZF_A","wcnN","ddgent",-0.394852406062076
"1CZF_A","wcnN","hbe",-0.525802477958854
"1CZF_A","wcnN","hpshh",-0.204527185452238
"1CZF_A","wcnN","r4s_JC",-0.314050390033818
"1CZF_A","wcnN","resvol",0.178409549325329
"1CZF_A","wcnN","rsa",-0.643994583527391
"1CZF_A","wcnN","seqent",-0.251246065660642
"1CZF_A","wcnO","ddgent",-0.367438045018705
"1CZF_A","wcnO","hbe",-0.579388762551305
"1CZF_A","wcnO","hpshh",-0.202304170033428
"1CZF_A","wcnO","r4s_JC",-0.259884795652343
"1CZF_A","wcnO","resvol",0.19978625772727
"1CZF_A","wcnO","rsa",-0.610358284510518
"1CZF_A","wcnO","seqent",-0.226942468757879
"1CZF_A","wcnSC","ddgent",-0.689135375304827
"1CZF_A","wcnSC","hbe",-0.40203624766325
"1CZF_A","wcnSC","hpshh",-0.431019537299572
"1CZF_A","wcnSC","r4s_JC",-0.546930430923213
"1CZF_A","wcnSC","resvol",0.154739296915558
"1CZF_A","wcnSC","rsa",-0.877563855650826
"1CZF_A","wcnSC","seqent",-0.474406428592477
"1D1Q_A","wcnAA","ddgent",-0.728827322665393
"1D1Q_A","wcnAA","hbe",-0.534982670854034
"1D1Q_A","wcnAA","hpshh",-0.427552190246673
"1D1Q_A","wcnAA","r4s_JC",-0.654204756578981
"1D1Q_A","wcnAA","resvol",-0.106567845290054
"1D1Q_A","wcnAA","rsa",-0.899228850776941
"1D1Q_A","wcnAA","seqent",-0.555957185329881
"1D1Q_A","wcnC","ddgent",-0.594139598758061
"1D1Q_A","wcnC","hbe",-0.662475464037144
"1D1Q_A","wcnC","hpshh",-0.288392480977277
"1D1Q_A","wcnC","r4s_JC",-0.562423497048024
"1D1Q_A","wcnC","resvol",0.0331667225032492
"1D1Q_A","wcnC","rsa",-0.773704966764242
"1D1Q_A","wcnC","seqent",-0.464807559884205
"1D1Q_A","wcnCA","ddgent",-0.681173871507046
"1D1Q_A","wcnCA","hbe",-0.58687507164908
"1D1Q_A","wcnCA","hpshh",-0.356864164057124
"1D1Q_A","wcnCA","r4s_JC",-0.622509359594013
"1D1Q_A","wcnCA","resvol",-0.0103116607818923
"1D1Q_A","wcnCA","rsa",-0.832754074505635
"1D1Q_A","wcnCA","seqent",-0.529614821171487
"1D1Q_A","wcnCB","ddgent",-0.759260807260568
"1D1Q_A","wcnCB","hbe",-0.53893798447854
"1D1Q_A","wcnCB","hpshh",-0.410963288578182
"1D1Q_A","wcnCB","r4s_JC",-0.684111848303837
"1D1Q_A","wcnCB","resvol",-0.028887968997917
"1D1Q_A","wcnCB","rsa",-0.901397726749495
"1D1Q_A","wcnCB","seqent",-0.584499846692869
"1D1Q_A","wcnN","ddgent",-0.582472534033915
"1D1Q_A","wcnN","hbe",-0.654890340136619
"1D1Q_A","wcnN","hpshh",-0.262168996634746
"1D1Q_A","wcnN","r4s_JC",-0.567177881232884
"1D1Q_A","wcnN","resvol",0.0192491343200573
"1D1Q_A","wcnN","rsa",-0.71054262839995
"1D1Q_A","wcnN","seqent",-0.497304486711894
"1D1Q_A","wcnO","ddgent",-0.543103654167662
"1D1Q_A","wcnO","hbe",-0.674572840777705
"1D1Q_A","wcnO","hpshh",-0.258944000415026
"1D1Q_A","wcnO","r4s_JC",-0.522855377240151
"1D1Q_A","wcnO","resvol",0.0520644253314681
"1D1Q_A","wcnO","rsa",-0.754909538477583
"1D1Q_A","wcnO","seqent",-0.418125134864346
"1D1Q_A","wcnSC","ddgent",-0.779531884404108
"1D1Q_A","wcnSC","hbe",-0.485235904516675
"1D1Q_A","wcnSC","hpshh",-0.479653463281268
"1D1Q_A","wcnSC","r4s_JC",-0.679317160077222
"1D1Q_A","wcnSC","resvol",-0.0883144335302059
"1D1Q_A","wcnSC","rsa",-0.932389153258635
"1D1Q_A","wcnSC","seqent",-0.589321393484484
"1D4C_A","wcnAA","ddgent",-0.642628697080113
"1D4C_A","wcnAA","hbe",-0.245868965205852
"1D4C_A","wcnAA","hpshh",-0.306556279298703
"1D4C_A","wcnAA","r4s_JC",-0.677823125827821
"1D4C_A","wcnAA","resvol",-0.131341793301693
"1D4C_A","wcnAA","rsa",-0.767983021262049
"1D4C_A","wcnAA","seqent",-0.431507061351961
"1D4C_A","wcnC","ddgent",-0.559245828784686
"1D4C_A","wcnC","hbe",-0.319863988820138
"1D4C_A","wcnC","hpshh",-0.219580474098734
"1D4C_A","wcnC","r4s_JC",-0.637622737356521
"1D4C_A","wcnC","resvol",-0.068159633048081
"1D4C_A","wcnC","rsa",-0.705724314719144
"1D4C_A","wcnC","seqent",-0.392791719780358
"1D4C_A","wcnCA","ddgent",-0.602894956343518
"1D4C_A","wcnCA","hbe",-0.279904321548302
"1D4C_A","wcnCA","hpshh",-0.253544593862719
"1D4C_A","wcnCA","r4s_JC",-0.658512182359906
"1D4C_A","wcnCA","resvol",-0.0694711575223542
"1D4C_A","wcnCA","rsa",-0.737766811083476
"1D4C_A","wcnCA","seqent",-0.415629073800845
"1D4C_A","wcnCB","ddgent",-0.649295513860907
"1D4C_A","wcnCB","hbe",-0.251517998837823
"1D4C_A","wcnCB","hpshh",-0.296951921958924
"1D4C_A","wcnCB","r4s_JC",-0.681013305261569
"1D4C_A","wcnCB","resvol",-0.081125692247994
"1D4C_A","wcnCB","rsa",-0.773978703694099
"1D4C_A","wcnCB","seqent",-0.446926411026788
"1D4C_A","wcnN","ddgent",-0.52587597668004
"1D4C_A","wcnN","hbe",-0.34695328397249
"1D4C_A","wcnN","hpshh",-0.212152018394904
"1D4C_A","wcnN","r4s_JC",-0.616545638551008
"1D4C_A","wcnN","resvol",-0.0794757665358863
"1D4C_A","wcnN","rsa",-0.671531548182282
"1D4C_A","wcnN","seqent",-0.370426611145912
"1D4C_A","wcnO","ddgent",-0.55810137595797
"1D4C_A","wcnO","hbe",-0.347719070092853
"1D4C_A","wcnO","hpshh",-0.217931313248687
"1D4C_A","wcnO","r4s_JC",-0.618939002099134
"1D4C_A","wcnO","resvol",-0.064607363851155
"1D4C_A","wcnO","rsa",-0.706541216273301
"1D4C_A","wcnO","seqent",-0.37913713452496
"1D4C_A","wcnSC","ddgent",-0.669759460470387
"1D4C_A","wcnSC","hbe",-0.206836264663837
"1D4C_A","wcnSC","hpshh",-0.338694032809411
"1D4C_A","wcnSC","r4s_JC",-0.681468540685204
"1D4C_A","wcnSC","resvol",-0.0937216189918681
"1D4C_A","wcnSC","rsa",-0.788366051455981
"1D4C_A","wcnSC","seqent",-0.446648558637197
"1D6O_A","wcnAA","ddgent",-0.710838770352084
"1D6O_A","wcnAA","hbe",-0.60505895046165
"1D6O_A","wcnAA","hpshh",-0.517232868795742
"1D6O_A","wcnAA","r4s_JC",-0.47151948096904
"1D6O_A","wcnAA","resvol",-0.0616093108528045
"1D6O_A","wcnAA","rsa",-0.921980619401138
"1D6O_A","wcnAA","seqent",-0.40780026117322
"1D6O_A","wcnC","ddgent",-0.516203295519113
"1D6O_A","wcnC","hbe",-0.657852978446644
"1D6O_A","wcnC","hpshh",-0.302771537574892
"1D6O_A","wcnC","r4s_JC",-0.30157942092924
"1D6O_A","wcnC","resvol",0.0624209305167336
"1D6O_A","wcnC","rsa",-0.746968048139935
"1D6O_A","wcnC","seqent",-0.223145793675508
"1D6O_A","wcnCA","ddgent",-0.631232978702561
"1D6O_A","wcnCA","hbe",-0.606185771771648
"1D6O_A","wcnCA","hpshh",-0.391558008246533
"1D6O_A","wcnCA","r4s_JC",-0.368744060043113
"1D6O_A","wcnCA","resvol",0.0512402547827277
"1D6O_A","wcnCA","rsa",-0.816908362488423
"1D6O_A","wcnCA","seqent",-0.295521641013642
"1D6O_A","wcnCB","ddgent",-0.746086326142754
"1D6O_A","wcnCB","hbe",-0.581121346458803
"1D6O_A","wcnCB","hpshh",-0.481729082398206
"1D6O_A","wcnCB","r4s_JC",-0.526415353206554
"1D6O_A","wcnCB","resvol",0.0396709853914465
"1D6O_A","wcnCB","rsa",-0.880789078593905
"1D6O_A","wcnCB","seqent",-0.446281785638213
"1D6O_A","wcnN","ddgent",-0.533680126961735
"1D6O_A","wcnN","hbe",-0.601129773545914
"1D6O_A","wcnN","hpshh",-0.239644420756593
"1D6O_A","wcnN","r4s_JC",-0.319149627805688
"1D6O_A","wcnN","resvol",0.0531487907197247
"1D6O_A","wcnN","rsa",-0.68201856794305
"1D6O_A","wcnN","seqent",-0.254383852379007
"1D6O_A","wcnO","ddgent",-0.441436940378926
"1D6O_A","wcnO","hbe",-0.730630937403314
"1D6O_A","wcnO","hpshh",-0.265794768751791
"1D6O_A","wcnO","r4s_JC",-0.251294135604927
"1D6O_A","wcnO","resvol",0.0751904132292191
"1D6O_A","wcnO","rsa",-0.68182246444004
"1D6O_A","wcnO","seqent",-0.179606585404112
"1D6O_A","wcnSC","ddgent",-0.772135033993613
"1D6O_A","wcnSC","hbe",-0.485454217239892
"1D6O_A","wcnSC","hpshh",-0.555633520630222
"1D6O_A","wcnSC","r4s_JC",-0.550992084297537
"1D6O_A","wcnSC","resvol",0.00555344606409711
"1D6O_A","wcnSC","rsa",-0.92834417807381
"1D6O_A","wcnSC","seqent",-0.485880705362761
"1DDJ_A","wcnAA","ddgent",-0.768366742371877
"1DDJ_A","wcnAA","hbe",-0.505208899230788
"1DDJ_A","wcnAA","hpshh",-0.386047391783091
"1DDJ_A","wcnAA","r4s_JC",-0.690054026178093
"1DDJ_A","wcnAA","resvol",-0.17573517490029
"1DDJ_A","wcnAA","rsa",-0.880797013136474
"1DDJ_A","wcnAA","seqent",-0.653420466223625
"1DDJ_A","wcnC","ddgent",-0.678118539707011
"1DDJ_A","wcnC","hbe",-0.549112645010079
"1DDJ_A","wcnC","hpshh",-0.273254898429643
"1DDJ_A","wcnC","r4s_JC",-0.620140424059714
"1DDJ_A","wcnC","resvol",-0.0537622881893382
"1DDJ_A","wcnC","rsa",-0.806006932079056
"1DDJ_A","wcnC","seqent",-0.586597997618447
"1DDJ_A","wcnCA","ddgent",-0.735904815297337
"1DDJ_A","wcnCA","hbe",-0.530741955397048
"1DDJ_A","wcnCA","hpshh",-0.306313411760263
"1DDJ_A","wcnCA","r4s_JC",-0.654518451015923
"1DDJ_A","wcnCA","resvol",-0.0627166770569934
"1DDJ_A","wcnCA","rsa",-0.843643081807299
"1DDJ_A","wcnCA","seqent",-0.618614741151274
"1DDJ_A","wcnCB","ddgent",-0.786448395697226
"1DDJ_A","wcnCB","hbe",-0.516146005007298
"1DDJ_A","wcnCB","hpshh",-0.365205946915533
"1DDJ_A","wcnCB","r4s_JC",-0.686225396663019
"1DDJ_A","wcnCB","resvol",-0.101407035701849
"1DDJ_A","wcnCB","rsa",-0.888035868508928
"1DDJ_A","wcnCB","seqent",-0.643937371511493
"1DDJ_A","wcnN","ddgent",-0.658793802578224
"1DDJ_A","wcnN","hbe",-0.575283718926465
"1DDJ_A","wcnN","hpshh",-0.281897232308609
"1DDJ_A","wcnN","r4s_JC",-0.608097462951663
"1DDJ_A","wcnN","resvol",-0.0362861687543612
"1DDJ_A","wcnN","rsa",-0.794865694422575
"1DDJ_A","wcnN","seqent",-0.580687140683452
"1DDJ_A","wcnO","ddgent",-0.62872566788878
"1DDJ_A","wcnO","hbe",-0.572698193811721
"1DDJ_A","wcnO","hpshh",-0.248114035119458
"1DDJ_A","wcnO","r4s_JC",-0.553217254355085
"1DDJ_A","wcnO","resvol",-0.054899264664637
"1DDJ_A","wcnO","rsa",-0.772291895432159
"1DDJ_A","wcnO","seqent",-0.520463217636734
"1DDJ_A","wcnSC","ddgent",-0.80397818670625
"1DDJ_A","wcnSC","hbe",-0.465330002005041
"1DDJ_A","wcnSC","hpshh",-0.427378714073624
"1DDJ_A","wcnSC","r4s_JC",-0.706826728459317
"1DDJ_A","wcnSC","resvol",-0.161075129665728
"1DDJ_A","wcnSC","rsa",-0.895542932957889
"1DDJ_A","wcnSC","seqent",-0.666027029124796
"1DGK_N","wcnAA","ddgent",-0.625020584481367
"1DGK_N","wcnAA","hbe",-0.296411222569937
"1DGK_N","wcnAA","hpshh",-0.379684160890261
"1DGK_N","wcnAA","r4s_JC",-0.526336050957864
"1DGK_N","wcnAA","resvol",-0.155931118140967
"1DGK_N","wcnAA","rsa",-0.764817416494024
"1DGK_N","wcnAA","seqent",-0.508001277367015
"1DGK_N","wcnC","ddgent",-0.517278614695206
"1DGK_N","wcnC","hbe",-0.380165991413586
"1DGK_N","wcnC","hpshh",-0.298195410354576
"1DGK_N","wcnC","r4s_JC",-0.425343988618995
"1DGK_N","wcnC","resvol",-0.0717068946796688
"1DGK_N","wcnC","rsa",-0.683806754246414
"1DGK_N","wcnC","seqent",-0.40783641031634
"1DGK_N","wcnCA","ddgent",-0.562043286027188
"1DGK_N","wcnCA","hbe",-0.329993761068719
"1DGK_N","wcnCA","hpshh",-0.314533741996866
"1DGK_N","wcnCA","r4s_JC",-0.480604935177146
"1DGK_N","wcnCA","resvol",-0.0797142440447982
"1DGK_N","wcnCA","rsa",-0.709070915182286
"1DGK_N","wcnCA","seqent",-0.456678260633009
"1DGK_N","wcnCB","ddgent",-0.633164047663314
"1DGK_N","wcnCB","hbe",-0.303859957183224
"1DGK_N","wcnCB","hpshh",-0.372062913050391
"1DGK_N","wcnCB","r4s_JC",-0.529694204532266
"1DGK_N","wcnCB","resvol",-0.099269005744622
"1DGK_N","wcnCB","rsa",-0.771344867910234
"1DGK_N","wcnCB","seqent",-0.509595868688735
"1DGK_N","wcnN","ddgent",-0.482892921613823
"1DGK_N","wcnN","hbe",-0.385575657684222
"1DGK_N","wcnN","hpshh",-0.256039237904226
"1DGK_N","wcnN","r4s_JC",-0.408594148373153
"1DGK_N","wcnN","resvol",-0.0616446062371765
"1DGK_N","wcnN","rsa",-0.642436504226591
"1DGK_N","wcnN","seqent",-0.389860782034323
"1DGK_N","wcnO","ddgent",-0.514369067904607
"1DGK_N","wcnO","hbe",-0.409983867842165
"1DGK_N","wcnO","hpshh",-0.297552535865544
"1DGK_N","wcnO","r4s_JC",-0.422823985429005
"1DGK_N","wcnO","resvol",-0.0713196246536957
"1DGK_N","wcnO","rsa",-0.687043043979775
"1DGK_N","wcnO","seqent",-0.40189651887626
"1DGK_N","wcnSC","ddgent",-0.671472530796228
"1DGK_N","wcnSC","hbe",-0.268881980982589
"1DGK_N","wcnSC","hpshh",-0.418596210181275
"1DGK_N","wcnSC","r4s_JC",-0.552729605027587
"1DGK_N","wcnSC","resvol",-0.122396325102077
"1DGK_N","wcnSC","rsa",-0.803415037273386
"1DGK_N","wcnSC","seqent",-0.540067914535104
"1DGS_A","wcnAA","ddgent",-0.559408340792962
"1DGS_A","wcnAA","hbe",-0.231565309136571
"1DGS_A","wcnAA","hpshh",-0.329135672014125
"1DGS_A","wcnAA","r4s_JC",-0.500432438806998
"1DGS_A","wcnAA","resvol",-0.1611739925712
"1DGS_A","wcnAA","rsa",-0.708254721462621
"1DGS_A","wcnAA","seqent",-0.460639011085903
"1DGS_A","wcnC","ddgent",-0.423041044376582
"1DGS_A","wcnC","hbe",-0.344278790443648
"1DGS_A","wcnC","hpshh",-0.201893594679366
"1DGS_A","wcnC","r4s_JC",-0.371940227521897
"1DGS_A","wcnC","resvol",-0.0171285751524599
"1DGS_A","wcnC","rsa",-0.59742473356807
"1DGS_A","wcnC","seqent",-0.336310802203178
"1DGS_A","wcnCA","ddgent",-0.494057954432121
"1DGS_A","wcnCA","hbe",-0.293047915671929
"1DGS_A","wcnCA","hpshh",-0.240757288973404
"1DGS_A","wcnCA","r4s_JC",-0.427316604926266
"1DGS_A","wcnCA","resvol",-0.0243764826263285
"1DGS_A","wcnCA","rsa",-0.644911285713024
"1DGS_A","wcnCA","seqent",-0.383138948618915
"1DGS_A","wcnCB","ddgent",-0.57911546648735
"1DGS_A","wcnCB","hbe",-0.246163530619424
"1DGS_A","wcnCB","hpshh",-0.308658300209173
"1DGS_A","wcnCB","r4s_JC",-0.483928782981625
"1DGS_A","wcnCB","resvol",-0.0755265928486665
"1DGS_A","wcnCB","rsa",-0.720372244053401
"1DGS_A","wcnCB","seqent",-0.440055081685228
"1DGS_A","wcnN","ddgent",-0.409500946246007
"1DGS_A","wcnN","hbe",-0.372825766023505
"1DGS_A","wcnN","hpshh",-0.192131913658069
"1DGS_A","wcnN","r4s_JC",-0.334741615151305
"1DGS_A","wcnN","resvol",0.0153987604801465
"1DGS_A","wcnN","rsa",-0.554430972251937
"1DGS_A","wcnN","seqent",-0.304815691754453
"1DGS_A","wcnO","ddgent",-0.419742674930079
"1DGS_A","wcnO","hbe",-0.362047759132931
"1DGS_A","wcnO","hpshh",-0.200552850771191
"1DGS_A","wcnO","r4s_JC",-0.379355000830381
"1DGS_A","wcnO","resvol",-0.0260177877093027
"1DGS_A","wcnO","rsa",-0.597514585712216
"1DGS_A","wcnO","seqent",-0.349682693176654
"1DGS_A","wcnSC","ddgent",-0.618550521215429
"1DGS_A","wcnSC","hbe",-0.196142853026048
"1DGS_A","wcnSC","hpshh",-0.368350833887978
"1DGS_A","wcnSC","r4s_JC",-0.519114878280286
"1DGS_A","wcnSC","resvol",-0.126576468115345
"1DGS_A","wcnSC","rsa",-0.753588831218548
"1DGS_A","wcnSC","seqent",-0.476637633870051
"1DNP_A","wcnAA","ddgent",-0.631917918008741
"1DNP_A","wcnAA","hbe",-0.20161595327274
"1DNP_A","wcnAA","hpshh",-0.273564743159909
"1DNP_A","wcnAA","r4s_JC",-0.649414728221977
"1DNP_A","wcnAA","resvol",-0.000973654236960016
"1DNP_A","wcnAA","rsa",-0.751717969563996
"1DNP_A","wcnAA","seqent",-0.5578471452976
"1DNP_A","wcnC","ddgent",-0.492673062091925
"1DNP_A","wcnC","hbe",-0.301978025439282
"1DNP_A","wcnC","hpshh",-0.165165151466046
"1DNP_A","wcnC","r4s_JC",-0.579795056837824
"1DNP_A","wcnC","resvol",0.0739900177553179
"1DNP_A","wcnC","rsa",-0.631388736313542
"1DNP_A","wcnC","seqent",-0.496743929636103
"1DNP_A","wcnCA","ddgent",-0.566435765991181
"1DNP_A","wcnCA","hbe",-0.242698153033451
"1DNP_A","wcnCA","hpshh",-0.197925006176191
"1DNP_A","wcnCA","r4s_JC",-0.61939370597029
"1DNP_A","wcnCA","resvol",0.082610143733324
"1DNP_A","wcnCA","rsa",-0.68865419305731
"1DNP_A","wcnCA","seqent",-0.533326989906889
"1DNP_A","wcnCB","ddgent",-0.640341197915031
"1DNP_A","wcnCB","hbe",-0.217324879782997
"1DNP_A","wcnCB","hpshh",-0.2431224222047
"1DNP_A","wcnCB","r4s_JC",-0.65934790708081
"1DNP_A","wcnCB","resvol",0.0811032033937922
"1DNP_A","wcnCB","rsa",-0.751946450121534
"1DNP_A","wcnCB","seqent",-0.567395544233667
"1DNP_A","wcnN","ddgent",-0.472235037112776
"1DNP_A","wcnN","hbe",-0.313584049086128
"1DNP_A","wcnN","hpshh",-0.15119572032697
"1DNP_A","wcnN","r4s_JC",-0.554619731689954
"1DNP_A","wcnN","resvol",0.0901504485245422
"1DNP_A","wcnN","rsa",-0.611193464373839
