"pdb","hps","variable","value"
"1E6E_A","hpsww","wcnSC",0.41495649524354
"1EB6_A","hpshh","asa",0.572674077535924
"1EB6_A","hpshh","bfAA",0.440468617465288
"1EB6_A","hpshh","bfC",0.261616080949152
"1EB6_A","hpshh","bfCA",0.314404530639956
"1EB6_A","hpshh","bfCB",0.377578980971388
"1EB6_A","hpshh","bfN",0.309937578817476
"1EB6_A","hpshh","bfO",0.252232810462234
"1EB6_A","hpshh","bfSC",0.445129929021722
"1EB6_A","hpshh","ddgent",0.409320848226839
"1EB6_A","hpshh","hbe_mean",0.251094679405678
"1EB6_A","hpshh","resvol",0.118795777575888
"1EB6_A","hpshh","rsa",0.541711596507831
"1EB6_A","hpshh","seqent",0.328495183030022
"1EB6_A","hpshh","sizeAA",0.399271931745312
"1EB6_A","hpshh","sizeSC",0.399271931745312
"1EB6_A","hpshh","VAAarea",0.504853048393154
"1EB6_A","hpshh","VAAeccentricity",0.482232288453362
"1EB6_A","hpshh","VAAedge_length_total",0.497449278443588
"1EB6_A","hpshh","VAAfree_volume",0.480747624595205
"1EB6_A","hpshh","VAAmodified_volume",0.50088018782758
"1EB6_A","hpshh","VAAnfaces",-0.0116175967729761
"1EB6_A","hpshh","VAAvolume",0.501248367087211
"1EB6_A","hpshh","VCAarea",0.432185974931872
"1EB6_A","hpshh","VCAeccentricity",0.421728163454041
"1EB6_A","hpshh","VCAedge_length_total",0.427882947714594
"1EB6_A","hpshh","VCAfree_volume",0.405552169669556
"1EB6_A","hpshh","VCAmodified_volume",0.426108301961684
"1EB6_A","hpshh","VCAnfaces",-0.0246117329609705
"1EB6_A","hpshh","VCAvolume",0.425142781720351
"1EB6_A","hpshh","VSCarea",0.508218793306415
"1EB6_A","hpshh","VSCeccentricity",0.492377310471683
"1EB6_A","hpshh","VSCedge_length_total",0.503302133989753
"1EB6_A","hpshh","VSCfree_volume",0.488598857243791
"1EB6_A","hpshh","VSCmodified_volume",0.50261464882354
"1EB6_A","hpshh","VSCnfaces",-0.0260548622934397
"1EB6_A","hpshh","VSCvolume",0.503103382354023
"1EB6_A","hpshh","wcnAA",-0.447866718738801
"1EB6_A","hpshh","wcnC",-0.281143420373263
"1EB6_A","hpshh","wcnCA",-0.344117278813293
"1EB6_A","hpshh","wcnCB",-0.44766253673051
"1EB6_A","hpshh","wcnN",-0.292840442869497
"1EB6_A","hpshh","wcnO",-0.272748064394073
"1EB6_A","hpshh","wcnSC",-0.499179395141499
"1EB6_A","hpskd","asa",-0.540960868378384
"1EB6_A","hpskd","bfAA",-0.3931143203054
"1EB6_A","hpskd","bfC",-0.205001883438109
"1EB6_A","hpskd","bfCA",-0.233887756374657
"1EB6_A","hpskd","bfCB",-0.303403389343352
"1EB6_A","hpskd","bfN",-0.228621293957957
"1EB6_A","hpskd","bfO",-0.201581695127331
"1EB6_A","hpskd","bfSC",-0.40513558979717
"1EB6_A","hpskd","ddgent",-0.408444804083359
"1EB6_A","hpskd","hbe_mean",-0.173257880582192
"1EB6_A","hpskd","resvol",-0.295862809437115
"1EB6_A","hpskd","rsa",-0.476630717127501
"1EB6_A","hpskd","seqent",-0.340983832290586
"1EB6_A","hpskd","sizeAA",-0.544499432045674
"1EB6_A","hpskd","sizeSC",-0.544499432045674
"1EB6_A","hpskd","VAAarea",-0.447702501616163
"1EB6_A","hpskd","VAAeccentricity",-0.410841661222476
"1EB6_A","hpskd","VAAedge_length_total",-0.447496837927366
"1EB6_A","hpskd","VAAfree_volume",-0.402646838388551
"1EB6_A","hpskd","VAAmodified_volume",-0.446314271716784
"1EB6_A","hpskd","VAAnfaces",-0.0567748493513219
"1EB6_A","hpskd","VAAvolume",-0.447457455518873
"1EB6_A","hpskd","VCAarea",-0.35939620221687
"1EB6_A","hpskd","VCAeccentricity",-0.351934329763232
"1EB6_A","hpskd","VCAedge_length_total",-0.358542916699521
"1EB6_A","hpskd","VCAfree_volume",-0.313678695735417
"1EB6_A","hpskd","VCAmodified_volume",-0.356199663394186
"1EB6_A","hpskd","VCAnfaces",-0.0227330408082535
"1EB6_A","hpskd","VCAvolume",-0.355829906336668
"1EB6_A","hpskd","VSCarea",-0.456182846911663
"1EB6_A","hpskd","VSCeccentricity",-0.436173301529828
"1EB6_A","hpskd","VSCedge_length_total",-0.462569360822283
"1EB6_A","hpskd","VSCfree_volume",-0.419057269216439
"1EB6_A","hpskd","VSCmodified_volume",-0.456454147947948
"1EB6_A","hpskd","VSCnfaces",-0.0276598041932197
"1EB6_A","hpskd","VSCvolume",-0.456132524945255
"1EB6_A","hpskd","wcnAA",0.394330586461773
"1EB6_A","hpskd","wcnC",0.206401015000398
"1EB6_A","hpskd","wcnCA",0.268322194665151
"1EB6_A","hpskd","wcnCB",0.38647926574637
"1EB6_A","hpskd","wcnN",0.213201044200195
"1EB6_A","hpskd","wcnO",0.200435674069495
"1EB6_A","hpskd","wcnSC",0.445896380604441
"1EB6_A","hpsww","asa",-0.362064557160858
"1EB6_A","hpsww","bfAA",-0.305430383859498
"1EB6_A","hpsww","bfC",-0.134498028539226
"1EB6_A","hpsww","bfCA",-0.181966741663622
"1EB6_A","hpsww","bfCB",-0.277496784628427
"1EB6_A","hpsww","bfN",-0.180394113721151
"1EB6_A","hpsww","bfO",-0.118032660793163
"1EB6_A","hpsww","bfSC",-0.338435852473816
"1EB6_A","hpsww","ddgent",-0.332040130237795
"1EB6_A","hpsww","hbe_mean",-0.0195243406667734
"1EB6_A","hpsww","resvol",0.0592441410171381
"1EB6_A","hpsww","rsa",-0.320263176121607
"1EB6_A","hpsww","seqent",-0.30211660527807
"1EB6_A","hpsww","sizeAA",-0.184490083221491
"1EB6_A","hpsww","sizeSC",-0.184490083221491
"1EB6_A","hpsww","VAAarea",-0.209349550819779
"1EB6_A","hpsww","VAAeccentricity",-0.255144968700576
"1EB6_A","hpsww","VAAedge_length_total",-0.198096732799029
"1EB6_A","hpsww","VAAfree_volume",-0.276068194177822
"1EB6_A","hpsww","VAAmodified_volume",-0.200422018329617
"1EB6_A","hpsww","VAAnfaces",0.0760199931736644
"1EB6_A","hpsww","VAAvolume",-0.201407087912169
"1EB6_A","hpsww","VCAarea",-0.130215989712947
"1EB6_A","hpsww","VCAeccentricity",-0.135249945076925
"1EB6_A","hpsww","VCAedge_length_total",-0.132036250595369
"1EB6_A","hpsww","VCAfree_volume",-0.186495284859867
"1EB6_A","hpsww","VCAmodified_volume",-0.116618336820389
"1EB6_A","hpsww","VCAnfaces",0.0787369067053271
"1EB6_A","hpsww","VCAvolume",-0.117060369146848
"1EB6_A","hpsww","VSCarea",-0.251370859770733
"1EB6_A","hpsww","VSCeccentricity",-0.245718928009322
"1EB6_A","hpsww","VSCedge_length_total",-0.247629333076255
"1EB6_A","hpsww","VSCfree_volume",-0.324536441433108
"1EB6_A","hpsww","VSCmodified_volume",-0.23929153904621
"1EB6_A","hpsww","VSCnfaces",0.0295108337856086
"1EB6_A","hpsww","VSCvolume",-0.242226112378134
"1EB6_A","hpsww","wcnAA",0.227235025886443
"1EB6_A","hpsww","wcnC",0.05096078826075
"1EB6_A","hpsww","wcnCA",0.113908580912487
"1EB6_A","hpsww","wcnCB",0.228388437018384
"1EB6_A","hpsww","wcnN",0.0710879211205646
"1EB6_A","hpsww","wcnO",0.0585980642304357
"1EB6_A","hpsww","wcnSC",0.30264335141648
"1EH5_A","hpshh","asa",0.393412154980026
"1EH5_A","hpshh","bfAA",0.244210652552883
"1EH5_A","hpshh","bfC",0.169009905004832
"1EH5_A","hpshh","bfCA",0.1809048427132
"1EH5_A","hpshh","bfCB",0.213768906465463
"1EH5_A","hpshh","bfN",0.137780743546419
"1EH5_A","hpshh","bfO",0.175934987336578
"1EH5_A","hpshh","bfSC",0.284226883723283
"1EH5_A","hpshh","ddgent",0.310179143328175
"1EH5_A","hpshh","hbe_mean",0.240897335880398
"1EH5_A","hpshh","resvol",-0.120967410478563
"1EH5_A","hpshh","rsa",0.367986967183112
"1EH5_A","hpshh","seqent",0.108948391010013
"1EH5_A","hpshh","sizeAA",0.232503899151821
"1EH5_A","hpshh","sizeSC",0.232503899151821
"1EH5_A","hpshh","VAAarea",0.300374668356082
"1EH5_A","hpshh","VAAeccentricity",0.313235274102769
"1EH5_A","hpshh","VAAedge_length_total",0.289944352275271
"1EH5_A","hpshh","VAAfree_volume",0.340529530718142
"1EH5_A","hpshh","VAAmodified_volume",0.281759701349272
"1EH5_A","hpshh","VAAnfaces",0.0149741603879717
"1EH5_A","hpshh","VAAvolume",0.282599230797632
"1EH5_A","hpshh","VCAarea",0.189984434650221
"1EH5_A","hpshh","VCAeccentricity",0.191822375809836
"1EH5_A","hpshh","VCAedge_length_total",0.151761348094328
"1EH5_A","hpshh","VCAfree_volume",0.216582266573187
"1EH5_A","hpshh","VCAmodified_volume",0.170990253880057
"1EH5_A","hpshh","VCAnfaces",-0.189760667614515
"1EH5_A","hpshh","VCAvolume",0.174384078662893
"1EH5_A","hpshh","VSCarea",0.345360215826213
"1EH5_A","hpshh","VSCeccentricity",0.37910608878922
"1EH5_A","hpshh","VSCedge_length_total",0.339071910515352
"1EH5_A","hpshh","VSCfree_volume",0.38869388433316
"1EH5_A","hpshh","VSCmodified_volume",0.331179835463707
"1EH5_A","hpshh","VSCnfaces",0.0575458375007994
"1EH5_A","hpshh","VSCvolume",0.331113957452263
"1EH5_A","hpshh","wcnAA",-0.307519387815715
"1EH5_A","hpshh","wcnC",-0.227049673635231
"1EH5_A","hpshh","wcnCA",-0.228996950149973
"1EH5_A","hpshh","wcnCB",-0.282299458165725
"1EH5_A","hpshh","wcnN",-0.176925641272468
"1EH5_A","hpshh","wcnO",-0.232260679700125
"1EH5_A","hpshh","wcnSC",-0.345615423920967
"1EH5_A","hpskd","asa",-0.427391961183957
"1EH5_A","hpskd","bfAA",-0.251237280866939
"1EH5_A","hpskd","bfC",-0.174624384354153
"1EH5_A","hpskd","bfCA",-0.184525356896018
"1EH5_A","hpskd","bfCB",-0.213992792215538
"1EH5_A","hpskd","bfN",-0.139223926003622
"1EH5_A","hpskd","bfO",-0.181234713783532
"1EH5_A","hpskd","bfSC",-0.293181411999948
"1EH5_A","hpskd","ddgent",-0.310595352960029
"1EH5_A","hpskd","hbe_mean",-0.218334020811839
"1EH5_A","hpskd","resvol",-0.0553840490326305
"1EH5_A","hpskd","rsa",-0.379279110343077
"1EH5_A","hpskd","seqent",-0.140382836353766
"1EH5_A","hpskd","sizeAA",-0.389844016718887
"1EH5_A","hpskd","sizeSC",-0.389844016718887
"1EH5_A","hpskd","VAAarea",-0.325145100298049
"1EH5_A","hpskd","VAAeccentricity",-0.30295357842422
"1EH5_A","hpskd","VAAedge_length_total",-0.310685200556676
"1EH5_A","hpskd","VAAfree_volume",-0.327990459635803
"1EH5_A","hpskd","VAAmodified_volume",-0.307407571357657
"1EH5_A","hpskd","VAAnfaces",-0.0426808640412837
"1EH5_A","hpskd","VAAvolume",-0.309145552112598
"1EH5_A","hpskd","VCAarea",-0.195713378595574
"1EH5_A","hpskd","VCAeccentricity",-0.192609603105237
"1EH5_A","hpskd","VCAedge_length_total",-0.152789037005233
"1EH5_A","hpskd","VCAfree_volume",-0.188762290073612
"1EH5_A","hpskd","VCAmodified_volume",-0.175795306899424
"1EH5_A","hpskd","VCAnfaces",0.186793827631978
"1EH5_A","hpskd","VCAvolume",-0.180019534771468
"1EH5_A","hpskd","VSCarea",-0.359557007979506
"1EH5_A","hpskd","VSCeccentricity",-0.379546568320667
"1EH5_A","hpskd","VSCedge_length_total",-0.356225136423379
"1EH5_A","hpskd","VSCfree_volume",-0.366795770745672
"1EH5_A","hpskd","VSCmodified_volume",-0.343829784243333
"1EH5_A","hpskd","VSCnfaces",-0.0725442061801752
"1EH5_A","hpskd","VSCvolume",-0.344632292962604
"1EH5_A","hpskd","wcnAA",0.320093885104551
"1EH5_A","hpskd","wcnC",0.227742238721402
"1EH5_A","hpskd","wcnCA",0.229218187166619
"1EH5_A","hpskd","wcnCB",0.279631868360999
"1EH5_A","hpskd","wcnN",0.162379085742004
"1EH5_A","hpskd","wcnO",0.236591531576225
"1EH5_A","hpskd","wcnSC",0.348574460577685
"1EH5_A","hpsww","asa",-0.411805494484714
"1EH5_A","hpsww","bfAA",-0.296902550648896
"1EH5_A","hpsww","bfC",-0.212089249235092
"1EH5_A","hpsww","bfCA",-0.226200183869707
"1EH5_A","hpsww","bfCB",-0.26244507380879
"1EH5_A","hpsww","bfN",-0.18076099371475
"1EH5_A","hpsww","bfO",-0.219629306637911
"1EH5_A","hpsww","bfSC",-0.329702100069108
"1EH5_A","hpsww","ddgent",-0.408457510871199
"1EH5_A","hpsww","hbe_mean",-0.210183228031537
"1EH5_A","hpsww","resvol",0.198521782700661
"1EH5_A","hpsww","rsa",-0.398743828526078
"1EH5_A","hpsww","seqent",-0.222925654759163
"1EH5_A","hpsww","sizeAA",-0.116002368466313
"1EH5_A","hpsww","sizeSC",-0.116002368466313
"1EH5_A","hpsww","VAAarea",-0.331720422675262
"1EH5_A","hpsww","VAAeccentricity",-0.37375889792756
"1EH5_A","hpsww","VAAedge_length_total",-0.32592315766819
"1EH5_A","hpsww","VAAfree_volume",-0.394779796343913
"1EH5_A","hpsww","VAAmodified_volume",-0.321516804457362
"1EH5_A","hpsww","VAAnfaces",-0.0281365419026633
"1EH5_A","hpsww","VAAvolume",-0.322136556001997
"1EH5_A","hpsww","VCAarea",-0.265738611843478
"1EH5_A","hpsww","VCAeccentricity",-0.265235392411524
"1EH5_A","hpsww","VCAedge_length_total",-0.231508618535868
"1EH5_A","hpsww","VCAfree_volume",-0.305676464285488
"1EH5_A","hpsww","VCAmodified_volume",-0.249104967550602
"1EH5_A","hpsww","VCAnfaces",0.125127140855979
"1EH5_A","hpsww","VCAvolume",-0.251258735647433
"1EH5_A","hpsww","VSCarea",-0.382400266159788
"1EH5_A","hpsww","VSCeccentricity",-0.417553382022717
"1EH5_A","hpsww","VSCedge_length_total",-0.374997570621727
"1EH5_A","hpsww","VSCfree_volume",-0.44248135051873
"1EH5_A","hpsww","VSCmodified_volume",-0.375576079209618
"1EH5_A","hpsww","VSCnfaces",-0.0757933505750559
"1EH5_A","hpsww","VSCvolume",-0.375733300682308
"1EH5_A","hpsww","wcnAA",0.343411832118001
"1EH5_A","hpsww","wcnC",0.261811119808273
"1EH5_A","hpsww","wcnCA",0.274412919081429
"1EH5_A","hpsww","wcnCB",0.326176428174372
"1EH5_A","hpsww","wcnN",0.217802670575106
"1EH5_A","hpsww","wcnO",0.263670651240545
"1EH5_A","hpsww","wcnSC",0.387282989360932
"1EUG_A","hpshh","asa",0.517459259084924
"1EUG_A","hpshh","bfAA",0.402792848504751
"1EUG_A","hpshh","bfC",0.116914298532297
"1EUG_A","hpshh","bfCA",0.131714495916347
"1EUG_A","hpshh","bfCB",0.231726026432372
"1EUG_A","hpshh","bfN",0.238100359127491
"1EUG_A","hpshh","bfO",0.15801477966821
"1EUG_A","hpshh","bfSC",0.444753644406946
"1EUG_A","hpshh","ddgent",0.443285338407501
"1EUG_A","hpshh","hbe_mean",0.167997496531015
"1EUG_A","hpshh","resvol",-0.123794025684017
"1EUG_A","hpshh","rsa",0.469944421145605
"1EUG_A","hpshh","seqent",0.19304742432677
"1EUG_A","hpshh","sizeAA",0.218813562818326
"1EUG_A","hpshh","sizeSC",0.218813562818326
"1EUG_A","hpshh","VAAarea",0.444875353518737
"1EUG_A","hpshh","VAAeccentricity",0.42863999005722
"1EUG_A","hpshh","VAAedge_length_total",0.411675077829524
"1EUG_A","hpshh","VAAfree_volume",0.480794280543565
"1EUG_A","hpshh","VAAmodified_volume",0.42273286220372
"1EUG_A","hpshh","VAAnfaces",0.0260259918184235
"1EUG_A","hpshh","VAAvolume",0.423536843948214
"1EUG_A","hpshh","VCAarea",0.381250830330423
"1EUG_A","hpshh","VCAeccentricity",0.368490225176853
"1EUG_A","hpshh","VCAedge_length_total",0.360743388604011
"1EUG_A","hpshh","VCAfree_volume",0.397087797760199
"1EUG_A","hpshh","VCAmodified_volume",0.367279765465676
"1EUG_A","hpshh","VCAnfaces",-0.121287420813228
"1EUG_A","hpshh","VCAvolume",0.36581750057254
"1EUG_A","hpshh","VSCarea",0.433140809724685
"1EUG_A","hpshh","VSCeccentricity",0.416288338804657
"1EUG_A","hpshh","VSCedge_length_total",0.379259251826665
"1EUG_A","hpshh","VSCfree_volume",0.461900445601241
"1EUG_A","hpshh","VSCmodified_volume",0.402843948083216
"1EUG_A","hpshh","VSCnfaces",-0.043570584150689
"1EUG_A","hpshh","VSCvolume",0.404503645131598
"1EUG_A","hpshh","wcnAA",-0.400016550694177
"1EUG_A","hpshh","wcnC",-0.276602977393873
"1EUG_A","hpshh","wcnCA",-0.310612513762212
"1EUG_A","hpshh","wcnCB",-0.362262665991176
"1EUG_A","hpshh","wcnN",-0.258331528844693
"1EUG_A","hpshh","wcnO",-0.264899051420688
"1EUG_A","hpshh","wcnSC",-0.424641724966746
"1EUG_A","hpskd","asa",-0.534942387707352
"1EUG_A","hpskd","bfAA",-0.389381068717306
"1EUG_A","hpskd","bfC",-0.102125451168109
"1EUG_A","hpskd","bfCA",-0.130664393308709
"1EUG_A","hpskd","bfCB",-0.217494748648745
"1EUG_A","hpskd","bfN",-0.171193961457795
"1EUG_A","hpskd","bfO",-0.150248454265419
"1EUG_A","hpskd","bfSC",-0.438662143837203
"1EUG_A","hpskd","ddgent",-0.44013688279812
"1EUG_A","hpskd","hbe_mean",-0.115925836569844
"1EUG_A","hpskd","resvol",-0.0724442229589784
"1EUG_A","hpskd","rsa",-0.458548133667853
"1EUG_A","hpskd","seqent",-0.199736612425136
"1EUG_A","hpskd","sizeAA",-0.40610921331475
"1EUG_A","hpskd","sizeSC",-0.40610921331475
"1EUG_A","hpskd","VAAarea",-0.446466808041579
"1EUG_A","hpskd","VAAeccentricity",-0.407972473503794
"1EUG_A","hpskd","VAAedge_length_total",-0.423790931265813
"1EUG_A","hpskd","VAAfree_volume",-0.446687656336971
"1EUG_A","hpskd","VAAmodified_volume",-0.431989858030705
"1EUG_A","hpskd","VAAnfaces",-0.0646370976709734
"1EUG_A","hpskd","VAAvolume",-0.431842096221558
"1EUG_A","hpskd","VCAarea",-0.357882638492533
"1EUG_A","hpskd","VCAeccentricity",-0.34858705536883
"1EUG_A","hpskd","VCAedge_length_total",-0.342302676776218
"1EUG_A","hpskd","VCAfree_volume",-0.344430658672823
"1EUG_A","hpskd","VCAmodified_volume",-0.346719113071835
"1EUG_A","hpskd","VCAnfaces",0.115756798770114
"1EUG_A","hpskd","VCAvolume",-0.343836963375139
"1EUG_A","hpskd","VSCarea",-0.428827013857852
"1EUG_A","hpskd","VSCeccentricity",-0.387587169575917
"1EUG_A","hpskd","VSCedge_length_total",-0.375597278546242
"1EUG_A","hpskd","VSCfree_volume",-0.41613114974003
"1EUG_A","hpskd","VSCmodified_volume",-0.401818379517098
"1EUG_A","hpskd","VSCnfaces",0.0103147425705936
"1EUG_A","hpskd","VSCvolume",-0.40085925178819
"1EUG_A","hpskd","wcnAA",0.394308478249339
"1EUG_A","hpskd","wcnC",0.254921427123976
"1EUG_A","hpskd","wcnCA",0.288653488587029
"1EUG_A","hpskd","wcnCB",0.340425201459279
"1EUG_A","hpskd","wcnN",0.214531080841581
"1EUG_A","hpskd","wcnO",0.253489885295573
"1EUG_A","hpskd","wcnSC",0.40629466199348
"1EUG_A","hpsww","asa",-0.464812117771998
"1EUG_A","hpsww","bfAA",-0.392256092203591
"1EUG_A","hpsww","bfC",-0.123320322827419
"1EUG_A","hpsww","bfCA",-0.104267080294537
"1EUG_A","hpsww","bfCB",-0.229300338719112
"1EUG_A","hpsww","bfN",-0.208340090798101
"1EUG_A","hpsww","bfO",-0.0819490939780438
"1EUG_A","hpsww","bfSC",-0.4463035404314
"1EUG_A","hpsww","ddgent",-0.508072647362308
"1EUG_A","hpsww","hbe_mean",-0.138347167178269
"1EUG_A","hpsww","resvol",0.176333305620379
"1EUG_A","hpsww","rsa",-0.41457923176747
"1EUG_A","hpsww","seqent",-0.272300649389137
"1EUG_A","hpsww","sizeAA",-0.128067460701882
"1EUG_A","hpsww","sizeSC",-0.128067460701882
"1EUG_A","hpsww","VAAarea",-0.372549725909062
"1EUG_A","hpsww","VAAeccentricity",-0.37670899850582
"1EUG_A","hpsww","VAAedge_length_total",-0.340748367897398
"1EUG_A","hpsww","VAAfree_volume",-0.437919829247271
"1EUG_A","hpsww","VAAmodified_volume",-0.351494695128291
"1EUG_A","hpsww","VAAnfaces",0.0419555147572904
"1EUG_A","hpsww","VAAvolume",-0.351079242972732
"1EUG_A","hpsww","VCAarea",-0.319107195472079
"1EUG_A","hpsww","VCAeccentricity",-0.30609427361046
"1EUG_A","hpsww","VCAedge_length_total",-0.294468475869832
"1EUG_A","hpsww","VCAfree_volume",-0.35615493862165
"1EUG_A","hpsww","VCAmodified_volume",-0.303782628134993
"1EUG_A","hpsww","VCAnfaces",0.176519432816582
"1EUG_A","hpsww","VCAvolume",-0.301479956848401
"1EUG_A","hpsww","VSCarea",-0.389813425836944
"1EUG_A","hpsww","VSCeccentricity",-0.391627267776588
"1EUG_A","hpsww","VSCedge_length_total",-0.344006526352429
"1EUG_A","hpsww","VSCfree_volume",-0.453416141860272
"1EUG_A","hpsww","VSCmodified_volume",-0.365469090886811
"1EUG_A","hpsww","VSCnfaces",0.0914546947386373
"1EUG_A","hpsww","VSCvolume",-0.366726533116215
"1EUG_A","hpsww","wcnAA",0.380145584951422
"1EUG_A","hpsww","wcnC",0.267439802659195
"1EUG_A","hpsww","wcnCA",0.282616211833481
"1EUG_A","hpsww","wcnCB",0.338641545085663
"1EUG_A","hpsww","wcnN",0.239362205137128
"1EUG_A","hpsww","wcnO",0.255934364628183
"1EUG_A","hpsww","wcnSC",0.40060779137299
"1EUU_A","hpshh","asa",0.435632406256685
"1EUU_A","hpshh","bfAA",0.302017502448453
"1EUU_A","hpshh","bfC",0.152896419586929
"1EUU_A","hpshh","bfCA",0.189767199287791
"1EUU_A","hpshh","bfCB",0.219659989365708
"1EUU_A","hpshh","bfN",0.164014919615288
"1EUU_A","hpshh","bfO",0.130922460738535
"1EUU_A","hpshh","bfSC",0.354046673461038
"1EUU_A","hpshh","ddgent",0.379045685691276
"1EUU_A","hpshh","hbe_mean",0.156532272353591
"1EUU_A","hpshh","resvol",-0.0364124036178954
"1EUU_A","hpshh","rsa",0.383885661908643
"1EUU_A","hpshh","seqent",0.0626630483511857
"1EUU_A","hpshh","sizeAA",0.247273202483907
"1EUU_A","hpshh","sizeSC",0.247273202483907
"1EUU_A","hpshh","VAAarea",0.328363246928943
"1EUU_A","hpshh","VAAeccentricity",0.314336948351884
"1EUU_A","hpshh","VAAedge_length_total",0.314864409652858
"1EUU_A","hpshh","VAAfree_volume",0.361009999556429
"1EUU_A","hpshh","VAAmodified_volume",0.317080484321162
"1EUU_A","hpshh","VAAnfaces",-0.00116090133361293
"1EUU_A","hpshh","VAAvolume",0.314181775179114
"1EUU_A","hpshh","VCAarea",0.239320599517072
"1EUU_A","hpshh","VCAeccentricity",0.239225954690316
"1EUU_A","hpshh","VCAedge_length_total",0.204699327888509
"1EUU_A","hpshh","VCAfree_volume",0.263174449307401
"1EUU_A","hpshh","VCAmodified_volume",0.225791187010128
"1EUU_A","hpshh","VCAnfaces",-0.0985050824242507
"1EUU_A","hpshh","VCAvolume",0.224751285622536
"1EUU_A","hpshh","VSCarea",0.371890398216279
"1EUU_A","hpshh","VSCeccentricity",0.37194469081236
"1EUU_A","hpshh","VSCedge_length_total",0.343385875442749
"1EUU_A","hpshh","VSCfree_volume",0.401673703453629
"1EUU_A","hpshh","VSCmodified_volume",0.356152002818362
"1EUU_A","hpshh","VSCnfaces",0.0455514820375523
"1EUU_A","hpshh","VSCvolume",0.35414386962448
"1EUU_A","hpshh","wcnAA",-0.251410693202142
"1EUU_A","hpshh","wcnC",-0.14820165977383
"1EUU_A","hpshh","wcnCA",-0.190142898104502
"1EUU_A","hpshh","wcnCB",-0.233612172313126
"1EUU_A","hpshh","wcnN",-0.145801949198618
"1EUU_A","hpshh","wcnO",-0.138967733559045
"1EUU_A","hpshh","wcnSC",-0.288037271151285
"1EUU_A","hpskd","asa",-0.445013442380813
"1EUU_A","hpskd","bfAA",-0.264787239057981
"1EUU_A","hpskd","bfC",-0.11918520814773
"1EUU_A","hpskd","bfCA",-0.158211608951119
"1EUU_A","hpskd","bfCB",-0.182772938816467
"1EUU_A","hpskd","bfN",-0.129552841671238
"1EUU_A","hpskd","bfO",-0.0925322300776774
"1EUU_A","hpskd","bfSC",-0.322743357097822
"1EUU_A","hpskd","ddgent",-0.387381457525074
"1EUU_A","hpskd","hbe_mean",-0.112446731916436
"1EUU_A","hpskd","resvol",-0.197344707945975
"1EUU_A","hpskd","rsa",-0.352576345106757
"1EUU_A","hpskd","seqent",-0.0498705948864771
"1EUU_A","hpskd","sizeAA",-0.458419145539649
"1EUU_A","hpskd","sizeSC",-0.458419145539649
"1EUU_A","hpskd","VAAarea",-0.304232716480406
"1EUU_A","hpskd","VAAeccentricity",-0.25732925590551
"1EUU_A","hpskd","VAAedge_length_total",-0.2993002181328
"1EUU_A","hpskd","VAAfree_volume",-0.277960266224871
"1EUU_A","hpskd","VAAmodified_volume",-0.301043052466767
"1EUU_A","hpskd","VAAnfaces",-0.0524681746674973
"1EUU_A","hpskd","VAAvolume",-0.299396316421248
"1EUU_A","hpskd","VCAarea",-0.183425057592231
"1EUU_A","hpskd","VCAeccentricity",-0.182017886212562
"1EUU_A","hpskd","VCAedge_length_total",-0.151468971406992
"1EUU_A","hpskd","VCAfree_volume",-0.159676715937994
"1EUU_A","hpskd","VCAmodified_volume",-0.170865400048038
"1EUU_A","hpskd","VCAnfaces",0.0964175385334933
"1EUU_A","hpskd","VCAvolume",-0.171163229691271
"1EUU_A","hpskd","VSCarea",-0.34409022101088
"1EUU_A","hpskd","VSCeccentricity",-0.319907227103774
"1EUU_A","hpskd","VSCedge_length_total",-0.331405056928475
"1EUU_A","hpskd","VSCfree_volume",-0.316809708721377
"1EUU_A","hpskd","VSCmodified_volume",-0.330956834586639
"1EUU_A","hpskd","VSCnfaces",-0.100317162808309
"1EUU_A","hpskd","VSCvolume",-0.329955043982334
"1EUU_A","hpskd","wcnAA",0.225692459549925
"1EUU_A","hpskd","wcnC",0.10544342307718
"1EUU_A","hpskd","wcnCA",0.141586247885415
"1EUU_A","hpskd","wcnCB",0.192788427823941
"1EUU_A","hpskd","wcnN",0.107956656012837
"1EUU_A","hpskd","wcnO",0.0948278840855246
"1EUU_A","hpskd","wcnSC",0.256580206301659
"1EUU_A","hpsww","asa",-0.422392227598733
"1EUU_A","hpsww","bfAA",-0.296273517374528
"1EUU_A","hpsww","bfC",-0.154801624126172
"1EUU_A","hpsww","bfCA",-0.186213317346419
"1EUU_A","hpsww","bfCB",-0.207071459110576
"1EUU_A","hpsww","bfN",-0.167256792992103
"1EUU_A","hpsww","bfO",-0.142740219116303
"1EUU_A","hpsww","bfSC",-0.326752542426448
"1EUU_A","hpsww","ddgent",-0.477180148967691
"1EUU_A","hpsww","hbe_mean",-0.150284067755534
"1EUU_A","hpsww","resvol",0.0372407109235912
"1EUU_A","hpsww","rsa",-0.367823912316276
"1EUU_A","hpsww","seqent",-0.12256555547651
"1EUU_A","hpsww","sizeAA",-0.186195435355659
"1EUU_A","hpsww","sizeSC",-0.186195435355659
"1EUU_A","hpsww","VAAarea",-0.310560734913944
"1EUU_A","hpsww","VAAeccentricity",-0.314724174565482
"1EUU_A","hpsww","VAAedge_length_total",-0.296565393617021
"1EUU_A","hpsww","VAAfree_volume",-0.370435654686591
"1EUU_A","hpsww","VAAmodified_volume",-0.301736493177877
