"pdb","r.seqent_ddgent","p.seqent_ddgent","r.seqent_asa","p.seqent_asa","r.seqent_rsa","p.seqent_rsa","r.seqent_wcnca","p.seqent_wcnca","r.seqent_hbe","p.seqent_hbe","r.ddgent_asa","p.ddgent_asa","r.ddgent_rsa","p.ddgent_rsa","r.ddgent_wcnca","p.ddgent_wcnca","r.ddgent_hbe","p.ddgent_hbe","r.asa_rsa","p.asa_rsa","r.asa_wcnca","p.asa_wcnca","r.asa_hbe","p.asa_hbe","r.rsa_wcnca","p.rsa_wcnca","r.rsa_hbe","p.rsa_hbe","r.wcnca_hbe","p.wcnca_hbe"
"1CZF",0.540613268703671,0,0.414257264133736,2.66453525910038e-15,0.379210143285996,6.72795152922845e-13,-0.35125198035554,3.66661915019876e-11,-0.0511617527151526,0.350548849394128,0.638450933049573,0,0.602673518291208,0,-0.392106470415649,9.30824550841305e-14,0.0737846065183392,0.177893506733508,0.945691684254163,0,-0.655747947046346,1.49429139318221e-42,0.327613183872723,8.03254351922078e-10,-0.734850478312961,4.18266451071181e-58,0.40794348647169,7.105427357601e-15,-0.501297661604562,1.02054706411569e-22
"1D1Q",0.485224984937446,9.04805119716912e-11,0.45930308771075,1.13192966111342e-09,0.465518234052995,6.29553964515139e-10,-0.537836329967796,2.66127897309419e-13,0.134404483642343,0.0912047481619824,0.69305325828419,0,0.683621619788163,0,-0.642244738513633,7.24714219794977e-20,0.346067529607486,7.88928569939173e-06,0.963314982841846,0,-0.743079728330451,3.48860411851423e-29,0.464160202264413,7.163767357099e-10,-0.80948958763749,3.84976511947725e-38,0.514827837877123,3.85202980623944e-12,-0.575554048069796,2.09138434795497e-15
"1D4C",0.49316377419873,0,0.378501438674784,0,0.374054942747809,0,-0.415830822916045,3.06398856000095e-25,0.0560410663194766,0.181524706829046,0.61367531527706,0,0.624478126550918,0,-0.521394457400206,4.73962615220136e-41,0.184012669923617,9.8059708442122e-06,0.948868323890185,0,-0.656411179588484,1.53192156014927e-71,0.319269318949874,5.77315972805081e-15,-0.724265702420881,9.09836022057681e-94,0.353414886794243,0,-0.272346367573638,3.75793104738118e-11
"1D6O",0.553420743107805,6.32190300109414e-10,0.505937632998372,2.71346707325648e-08,0.430250260039097,3.73931377151138e-06,-0.302908133011172,0.00151728491594254,0.15190915769028,0.118291805755509,0.65912805352814,1.17683640610267e-14,0.613533294637023,2.12674322597195e-12,-0.515399827488185,1.34244891167227e-08,0.292195151231,0.00225865751990262,0.925953318185231,0,-0.71450425328732,5.54310115139861e-18,0.435910329357566,2.69157533816511e-06,-0.820972322356203,2.6198465997985e-27,0.544098370883339,1.38557298967612e-09,-0.612290585858105,2.42205598419178e-12
"1DDJ",0.625937348502934,0,0.493952102150354,0,0.484231922546575,6.66133814775094e-16,-0.621194766215425,9.36911831389185e-28,0.241736177848838,0.000124561051741301,0.634561656601554,0,0.665814290054219,0,-0.644132036101236,2.40230294610508e-30,0.337553695243004,5.36924189553645e-08,0.949141073175238,0,-0.733027446185667,6.85676779020532e-43,0.434391428054763,8.64641691578072e-13,-0.801171247231774,1.48388986760709e-56,0.519691030657407,0,-0.527894732292739,3.99146309030608e-19
"1DGK",0.490662220500363,0,0.513480286594674,0,0.503250530727113,0,-0.451181303354337,3.0542054194119e-46,0.0878113816671539,0.00846755159419477,0.6778449744156,0,0.6780138756481,0,-0.507697800453119,5.28835478995964e-60,0.253591043300809,1.19904086659517e-14,0.959110409052156,0,-0.648163194187532,3.89312980702848e-108,0.36188671896177,0,-0.691225907082422,1.50989843056643e-128,0.409810082965396,0,-0.340480410455425,8.25392303895773e-26
"1DGS",0.3830341129414,0,0.40118394110648,0,0.381800708836347,0,-0.380099778933592,2.07702025149816e-21,0.00540011567431506,0.89665765017356,0.634641092159489,0,0.655841536811418,0,-0.426169468297026,4.87456842939711e-27,0.200622806358731,1.08788467434451e-06,0.943360122200698,0,-0.57769642517905,5.05111804735338e-53,0.277690421595978,9.52704581891339e-12,-0.646739297640584,3.93678737283874e-70,0.340889198084607,0,-0.311532926621846,1.52921816503388e-14
"1DIN",0.517584705783543,0,0.477371324240322,1.33226762955019e-14,0.488543078093196,2.66453525910038e-15,-0.538471376613036,7.64008801800377e-19,0.204794726444708,0.00171389093181329,0.655995759327486,0,0.677560283507429,0,-0.658024328545397,3.65045310527164e-30,0.307705031237944,1.77100871101565e-06,0.94644321333129,0,-0.724117445292958,5.59226669744854e-39,0.404756830314538,1.47339029865634e-10,-0.780381339902806,8.47353543496403e-49,0.476765527206959,1.4210854715202e-14,-0.446413851195877,9.1957821706671e-13
"1DNP",0.514598655180804,0,0.471263075110675,0,0.521410648694913,0,-0.516307991957258,2.58424153532566e-33,0.128630799301127,0.00527331536061149,0.619705371068339,0,0.647535597581438,0,-0.455610463701932,2.04629101001275e-25,0.162421061821034,0.000413135791812014,0.949173811163998,0,-0.647213879684583,5.12604443938557e-57,0.251543527163342,3.35109653359922e-08,-0.712510588466816,7.16035782396867e-74,0.314199742195605,3.32156524507354e-12,-0.241842008720208,1.14313062243916e-07
"1DVE",0.534358853207636,0,0.463892439772414,8.11795075605914e-13,0.484500241509412,5.37347943918576e-14,-0.48156604500235,7.99934529496276e-14,0.263590823212072,9.51409118448154e-05,0.704744625795348,0,0.7287948880714,0,-0.54502953892495,5.89767893080616e-18,0.271670960832413,5.65111126764606e-05,0.958609041741457,0,-0.711874024180964,2.22664102633709e-34,0.400158179238841,1.2377432412336e-09,-0.785826571046107,3.96096905166929e-46,0.465446929410652,6.65689725565244e-13,-0.558554668205843,5.91995298206008e-19
"1E0C",0.518116997098124,0,0.46039070225393,1.33226762955019e-15,0.456032644404531,2.88657986402541e-15,-0.421372734735134,4.78591227916976e-13,0.222775862238861,0.000224186398205317,0.697796412056997,0,0.688024150224647,0,-0.650592918742907,6.95341930043194e-34,0.343776487321914,6.61730159556839e-09,0.935451542002726,0,-0.700988389046438,3.13535846319119e-41,0.482845095039092,0,-0.757122541691186,1.78843319636789e-51,0.550614243692531,0,-0.523887293823802,1.96275976006843e-20
"1E1A",0.31088130112564,2.03728043324247e-08,0.256602336289367,4.40252707312183e-06,0.23906029415918,1.97464823563642e-05,-0.298803368798484,7.44263093518606e-08,0.158601938088535,0.00498472948727358,0.648743596143964,0,0.644048352416167,0,-0.599809451505706,7.20096998954583e-32,0.27950608290691,5.23203974589492e-07,0.971681757100938,0,-0.742339175619629,7.45159731930378e-56,0.478555183240987,0,-0.800744974879006,5.69076813717365e-71,0.519638546093537,0,-0.50217976529229,2.44993966908856e-21
"1E6E",0.459633413231745,0,0.488807024858295,0,0.506297192545246,0,-0.622777608222851,1.9351857549478e-50,0.0887509408740111,0.0579832018441953,0.628720330546071,0,0.637826538788787,0,-0.510854598780609,9.59498838187036e-32,0.247782746763756,8.03266240190226e-08,0.940414772291393,0,-0.631784571448265,2.75233150329877e-52,0.33623084862082,1.53432822003197e-13,-0.711096235506875,1.2916074674355e-71,0.395413597604296,0,-0.363413778942047,1.02701272740123e-15
"1EB6",0.450641522006364,3.09537062648246e-10,0.358357634219496,9.70622145324285e-07,0.375280773675951,2.650010240135e-07,-0.340527045735401,3.52337022968849e-06,0.0309183919877979,0.68288776323437,0.586387478348384,0,0.568802157882314,0,-0.394896920136505,5.35081240034795e-08,0.139578258668605,0.0638978938745001,0.952814013876338,0,-0.739610283476251,6.53763818833631e-32,0.4210602290295,5.35477484575608e-09,-0.802705476898839,3.88940751266187e-41,0.490685623400593,4.11271017242143e-12,-0.591865547794609,4.1231819460835e-18
"1EH5",0.585327659578355,0,0.487840509384042,0,0.481271960703405,0,-0.493379620144962,1.59786184806158e-18,0.0189409463627029,0.752773762140326,0.62999477309872,0,0.653709885131463,0,-0.563010003249437,9.89704246088877e-25,0.184963548261588,0.00191930832479859,0.953399885698566,0,-0.710245296463196,3.95545415480958e-44,0.284813255302713,1.3214467966538e-06,-0.78039404888539,2.0007537842759e-58,0.350622686386048,1.71714420460489e-09,-0.36230596707804,4.43943361687968e-10
"1EUG",0.581239269584855,0,0.574847528847734,0,0.551879044544049,0,-0.548894832817985,4.19627822013969e-19,0.0963901707460554,0.149540257173703,0.666323076392839,0,0.647623552789188,0,-0.575289451043424,3.17432281015654e-21,0.165431796962695,0.0129624045381771,0.941725389039666,0,-0.726330884555746,3.58476170634792e-38,0.304661886924625,3.22994335788529e-06,-0.800021863846586,2.21892707538922e-51,0.374348629166125,6.78827261069159e-09,-0.324692834439845,6.39733203369401e-07
"1EUU",0.210740502290895,1.84531260494225e-07,0.217556479806738,7.16378316667488e-08,0.216269430132067,8.58566031602948e-08,-0.065465364604312,0.108872375398734,0.0674451829145823,0.0985594130671243,0.6245440463919,0,0.619484612012086,0,-0.441507439854692,4.59768563024783e-30,0.243902632940492,1.37284850154629e-09,0.926337407600675,0,-0.599540942016154,6.26204397595236e-60,0.383100131073691,0,-0.685299978164704,1.53554258249378e-84,0.475983756497189,0,-0.368381363577123,9.3876286594745e-21
"1EX1",0.543316703726634,0,0.428627979526255,0,0.440365890623475,0,-0.40857469335078,1.26420898558339e-25,0.0713505130081986,0.0802520760574037,0.642712477807582,0,0.646470546072506,0,-0.529517997014906,8.2461749615181e-45,0.152801755374586,0.000167601226293446,0.952625131548481,0,-0.673094304915725,1.16577085545888e-80,0.323532840969703,4.44089209850063e-16,-0.736356360464464,6.9476296213873e-104,0.35602226944317,0,-0.298809878991127,6.99244692851878e-14
"1EXN",0.192372959642342,0.00158745398521742,0.227064693331426,0.000182668855474022,0.240685511325425,7.09905544515887e-05,-0.298314891097134,6.86487691036417e-07,0.121916426018681,0.0465673337471224,0.65103965222066,0,0.667927848958626,0,-0.495097202945478,6.44277848203711e-18,0.282285125562503,2.77786255775681e-06,0.958954872767376,0,-0.678736536006519,2.11658823193865e-37,0.387187125129268,5.58526558336325e-11,-0.732706827974473,3.39274419490389e-46,0.437767619881003,6.30606677987089e-14,-0.361050433570783,1.21547514391937e-09
"1EXP",0.424735068374258,4.21884749357559e-15,0.447388774892011,0,0.44238401136336,2.22044604925031e-16,-0.488725164583552,3.89226574446071e-20,0.0626001259062787,0.270295644388181,0.658709319378003,0,0.658891802376061,0,-0.533991465940383,2.13087576628385e-24,0.247471154141766,9.74979885315364e-06,0.930398854212782,0,-0.69361187774868,4.48337662965829e-46,0.323850647512108,4.74298889052704e-09,-0.770233959502014,1.63078187441877e-62,0.380918055460008,3.26760840607676e-12,-0.395964531011282,3.72623804053737e-13
"1EYP",0.38588655112239,6.17091533428038e-09,0.270777160621911,6.49300190831426e-05,0.293929432528001,1.35598654669167e-05,-0.246342517420437,0.000292825165752564,0.199510442506801,0.00353273208725646,0.651428358044862,0,0.651042863903535,0,-0.551886605530343,2.69113379072374e-18,0.348800258602817,1.85575226518964e-07,0.946710471102808,0,-0.705660636402582,2.93412141792956e-33,0.494463951061383,1.79856129989275e-14,-0.785547140821316,1.17411595199964e-45,0.569794562982524,0,-0.513688693994612,1.13219613860133e-15
"1FF3",0.521496020758382,4.44089209850063e-16,0.492417318316915,3.17523785042795e-14,0.455977954321958,3.53272966435725e-12,-0.442465634978052,1.76851220788369e-11,0.181111269845045,0.00852148427012267,0.629733639631097,0,0.605648704690777,0,-0.576380220704126,5.49393947467349e-20,0.246134399684821,0.000316878710917567,0.935211942740073,0,-0.734197695890285,7.85572708247139e-37,0.430938382284695,6.61413146474388e-11,-0.801283261703437,2.71873616510826e-48,0.490756869022492,3.97459842815806e-14,-0.514894842993333,1.29366788555508e-15
"1FGH",0.542385866661962,0,0.573858588124109,0,0.562390790123782,0,-0.615471449473634,1.07372991089993e-79,0.104701889690691,0.0040243820959367,0.63592102987887,0,0.623630189974579,0,-0.489298353867207,1.39323875463319e-46,0.220084719463038,1.03267105977523e-09,0.957468747390173,0,-0.677799624573423,2.10587143156965e-102,0.368509246814602,0,-0.716364582872662,1.64335902435407e-119,0.425952884474769,0,-0.299202983733892,4.87454329637675e-17
"1FHL",0.474420573980512,0,0.388859297295002,1.67865721323324e-13,0.365322422851861,5.53557200078103e-12,-0.436865317680094,5.34627754057497e-17,0.08312775725534,0.129482722212422,0.660162781191072,0,0.641230001641398,0,-0.545744241419003,2.56898980992694e-27,0.185830212482224,0.000642010803177939,0.945248120158571,0,-0.711476941226949,8.26391933283536e-53,0.327321506757913,8.82926620704438e-10,-0.773450150424195,1.03010491020876e-67,0.398236794084236,3.86357612569554e-14,-0.483823525052035,5.32301495401561e-21
"1FOA",0.572165900764967,0,0.49830247429155,0,0.503300602102263,0,-0.515716486562893,1.2360475049441e-24,0.119130325758252,0.027602468887677,0.668193553932028,0,0.693077488278649,0,-0.650493193832071,1.59484296930773e-42,0.265964218838476,6.01591958693248e-07,0.946945873255235,0,-0.710006812506799,9.97554285301282e-54,0.380831682116711,3.01536573488193e-13,-0.770406171356464,1.92277026970691e-68,0.443447654914888,0,-0.400505412707955,1.31453286690109e-14
"1G24",0.243595432114295,0.00036694461715614,0.284039982340575,2.94163986098717e-05,0.310955557293816,4.35511650609399e-06,-0.429900223204842,7.43045100262464e-11,0.150953229919498,0.0287417214667229,0.666003286315729,0,0.675113070033349,0,-0.472163039501712,4.66395144654181e-13,0.245363408677098,0.000331366875537364,0.936396604605493,0,-0.723013904663182,2.95824126920405e-35,0.398739426395135,2.04418704186082e-09,-0.803005967634687,1.21160246071723e-48,0.461626585669201,1.76392234152445e-12,-0.468813720697246,7.15385559864838e-13
"1G6T",0.557912446027998,0,0.592767155375096,0,0.580328984199108,0,-0.554837869423076,7.66076883825323e-36,0.047900761442376,0.323404581371523,0.645321889142065,0,0.618868039770382,0,-0.411644970391918,6.81036065167687e-19,0.212215635645216,9.74113847451719e-06,0.954498609050695,0,-0.685294149848707,1.67430443551658e-60,0.305886685337053,1.06279873790527e-10,-0.758158590368721,6.05455651903016e-81,0.359234201519578,1.86517468137026e-14,-0.309628890651139,6.11773836151216e-11
"1G8O",0.593571362889604,0,0.4786981441982,0,0.494410989575974,0,-0.391333221559617,6.11816212002507e-12,0.170731312064201,0.00371880184317819,0.668588451739668,0,0.68112764788209,0,-0.596194033180026,5.19243292559222e-29,0.265296409082202,5.19624504602412e-06,0.964174913846119,0,-0.754088353942173,5.74022726840478e-54,0.425591878307455,4.70734562441066e-14,-0.792569738209326,3.53853149193019e-63,0.454080660072653,4.44089209850063e-16,-0.532392566067395,2.07725600939655e-22
"1GA8",0.395103223304652,1.47015732920863e-11,0.390738077094515,2.56408227983229e-11,0.413258912569991,1.33004718350094e-12,-0.520224426737088,3.40774926163014e-20,0.151868874146805,0.0123125904964199,0.677671100677408,0,0.699929279748075,0,-0.588159409200358,1.30470316192828e-26,0.348986422131651,3.52253293200988e-09,0.929804654386837,0,-0.740197763349337,2.79241918680128e-48,0.423413898196147,3.25073301610246e-13,-0.800521043255599,9.32417445511946e-62,0.493765169043334,0,-0.53464121590547,1.95019782833542e-21
"1GAL",0.414049620212918,0,0.384601282657111,0,0.378422665469921,0,-0.471344618383936,1.80426543571584e-33,0.0494360886259734,0.2341384132399,0.626380203589983,0,0.62340659531285,0,-0.494425893405566,3.80252432694812e-37,0.179739824737128,1.30864994036806e-05,0.953095494418213,0,-0.679727576042991,5.5178357381228e-80,0.288175294870561,1.4210854715202e-12,-0.731694101807935,1.91113783092362e-98,0.333742936637841,0,-0.256669234014925,3.40967785466363e-10
"1GCU",0.484383810442418,0,0.335371812170508,4.16909884393135e-09,0.343121167494306,1.7237493654676e-09,-0.371915883881934,5.20199772534348e-11,0.098543959113193,0.0928036335793925,0.64184358183431,0,0.656396831298316,0,-0.582629883070255,6.13379830352993e-28,0.232613555112528,5.99426586382901e-05,0.946267739579463,0,-0.727486900247739,2.30961505191905e-49,0.43136282647697,1.15463194561016e-14,-0.803301246315018,3.13190556601566e-67,0.479866733445323,0,-0.504539075102281,2.9046080746706e-20
"1GOG",0.472149090805883,0,0.404662662021332,0,0.400755497805523,0,-0.228625051036473,5.04849487504124e-09,0.107725308868742,0.00641589033652212,0.636548221609696,0,0.622587632832401,0,-0.511452628888232,6.96523031555597e-44,0.234847271855063,1.86449389261156e-09,0.947402600378579,0,-0.671519712464284,5.50867329882132e-85,0.384320379382718,0,-0.735690773980876,7.0331573119186e-110,0.438914540009971,0,-0.362588522215776,2.7466480810522e-21
"1GP5",0.48941721233903,0,0.468885118900014,0,0.452183168975997,0,-0.415767130647928,6.79307333244003e-16,0.17962359112138,0.000789527038504989,0.676585005311696,0,0.670329745624342,0,-0.566601254008196,9.01539794571666e-31,0.358717694382758,6.0418337000101e-12,0.959107086619966,0,-0.714225779907999,2.97835587624616e-55,0.42899017375405,0,-0.778505890337968,1.42258879166063e-71,0.497760313890228,0,-0.592179332077636,3.99877240086147e-34
"1GQ8",0.587314281903525,0,0.548445377969496,0,0.567682349746207,0,-0.447273411894158,4.78088327477409e-17,0.249913353839155,6.45765440165924e-06,0.64630062845642,0,0.642543892449836,0,-0.489372031031208,1.48905480979168e-20,0.41162870045217,1.95399252334028e-14,0.944781700591997,0,-0.685112404992934,2.13993291832606e-45,0.54848426981607,0,-0.773403985526242,1.59920975809242e-64,0.606163167375181,0,-0.611275251747612,5.74831582238251e-34
"1H19",0.584493134066941,0,0.479804307413249,0,0.486474903161052,0,-0.589922935226731,1.84979328502662e-58,0.0329286105658638,0.416889915197596,0.650796266661714,0,0.662331797426769,0,-0.481250533255674,1.10485979893393e-36,0.244773486536606,8.98360497103567e-10,0.965199391277609,0,-0.66844961082573,3.26667303285033e-80,0.358339133230552,0,-0.709989760923901,1.15223145998886e-94,0.406834343460066,0,-0.262173484745466,4.79009884192528e-11
"1H3I",0.38718053568397,6.46993569830556e-12,0.271486452985746,2.40401174411708e-06,0.275601398128714,1.66395344969317e-06,-0.205058364518414,0.00041142843366384,0.0228413384735268,0.697009671377552,0.617644702631233,0,0.631433533688274,0,-0.524794283389306,3.88448596392579e-22,0.30135962742056,1.44712277272419e-07,0.953323989207227,0,-0.715249047975819,3.4123171595186e-47,0.42713778399145,1.99840144432528e-14,-0.79070760545999,5.69426510063173e-64,0.504404058740446,0,-0.450467904857749,4.7724224404939e-16
"1HKA",0.360578327255623,3.25650868182592e-06,0.375521999994819,1.16268717498258e-06,0.42635132889759,2.33004744387699e-08,-0.402838732218568,1.54208013581293e-07,0.10060154106323,0.208502384999405,0.670334217827696,0,0.690314319842174,0,-0.576042813984396,2.40036343515072e-15,0.292116158759727,0.000195894076406855,0.950803728898515,0,-0.709306424423956,1.81589945491133e-25,0.431633738363387,1.49342620492376e-08,-0.787930556574613,1.13546246291491e-34,0.505009928145442,1.31912258893863e-11,-0.57662457499953,2.2173820786628e-15
"1HPL",0.641677334290264,0,0.533763086217717,0,0.53179520038569,0,-0.58693998983244,6.46160323791168e-43,0.227120664863785,1.15690515922751e-06,0.629429795468486,0,0.627094149092499,0,-0.523593182045145,5.67972074585794e-33,0.327520007953801,1.0955680807001e-12,0.959956084597785,0,-0.656943286911451,8.45848811947973e-57,0.443789978851844,0,-0.70200946855679,6.81494207273329e-68,0.493307959357552,0,-0.397764414067476,1.79557195935437e-18
"1HPM",0.308492141086165,8.89875728660172e-10,0.295217195312581,4.8687920362056e-09,0.349775163545278,2.55551135808219e-12,-0.487794796888123,5.44220660491054e-24,0.10415180164088,0.0429966140210805,0.639075702953244,0,0.625966656948723,0,-0.452435163667156,1.79563977434731e-20,0.203268047661196,6.87627656503764e-05,0.943573110158311,0,-0.639558222897808,7.24740297027897e-45,0.325904793988294,8.38871194730473e-11,-0.699008569283145,1.03115579034355e-56,0.402898189104858,4.44089209850063e-16,-0.3253088581186,9.11797054716054e-11
"1HQC",0.31795325678291,8.31810154089396e-09,0.302181161875392,4.72092884784558e-08,0.301411656257793,5.12493514293055e-08,-0.253490831801724,5.40395733461227e-06,-0.0703651772117469,0.213704589127351,0.6474632174023,0,0.652456061214884,0,-0.482469261712401,1.03373116553824e-19,0.216714346013732,0.00010840146012514,0.932274699159373,0,-0.598742491973764,6.28488492388994e-32,0.325395491807737,3.53748186299185e-09,-0.721173914980491,1.13731325967409e-51,0.393026104805521,4.84057238736568e-13,-0.391961290818361,5.66326330861812e-13
"1I1E",0.457650844989692,0,0.38147756893851,0,0.377042037471559,0,-0.278125030659253,2.71908791966456e-24,0.193521615984023,2.52153853352866e-12,0.656583924941761,0,0.650555735983627,0,-0.466402811254987,1.69772582390646e-70,0.272266553252507,0,0.968383186652649,0,-0.626811396332078,1.98555428474293e-141,0.390116368696482,0,-0.651682682496639,1.86098487306396e-156,0.421174392664876,0,-0.316578012410071,2.37701746842416e-31
"1I1I",0.39512037552227,0,0.357458251091761,0,0.36231049293716,0,-0.402013841758252,3.19854207322079e-27,0.0316695487259792,0.414872257218107,0.644685826116335,0,0.659254847045233,0,-0.462133281331744,1.7207263075092e-36,0.198327438554726,2.5218906207769e-07,0.956261739271653,0,-0.61866231860243,1.7297796034144e-71,0.304426564288779,8.88178419700125e-16,-0.668358445116238,2.85682457271742e-87,0.370636408053769,0,-0.36050681161874,7.69548517148274e-22
"1I9A",0.361609502719858,8.79820477361903e-07,0.490066391913868,5.84421400162682e-12,0.520523441734557,1.54098955817972e-13,-0.48705909108642,8.2087597992535e-12,0.264965347047869,0.000394714403768592,0.623556708615149,0,0.651705702260276,0,-0.617864310760908,8.37102782131894e-20,0.251547502390106,0.000785159598224894,0.936329902834666,0,-0.663305043232886,1.50490349127975e-23,0.381613670853485,1.88179805293842e-07,-0.781055731420911,3.23962255764636e-37,0.448922114525074,4.6355586036384e-10,-0.419386936028604,7.61479676714217e-09
"1IDJ",0.533740985099319,0,0.508679221875514,0,0.499325916875502,0,-0.491777989400472,2.92794236576147e-23,0.225319995393608,1.63355399882548e-05,0.646311761549887,0,0.630804595161464,0,-0.454210840914051,1.1257466758894e-19,0.231497025508134,9.36734842360565e-06,0.955853036515588,0,-0.693782878668286,7.76516885898222e-53,0.496292699564641,0,-0.759452904555631,1.22475318002005e-68,0.546265985720053,0,-0.532629266490979,1.07393754491587e-27
"1IG8",0.464397047085009,0,0.496895825877392,0,0.485321162260682,0,-0.557003806012196,1.42296357883659e-39,0.143759752039109,0.00180091430489249,0.692478536046292,0,0.692134001760229,0,-0.502577658328541,2.18738241416103e-31,0.260029440717235,1.09784994428708e-08,0.955949517675961,0,-0.64558567517289,1.19543537115509e-56,0.366236426289983,2.22044604925031e-16,-0.684147656314847,5.2500082979039e-66,0.421472852713524,0,-0.424685277028091,5.83678533531547e-22
"1IM5",0.541259193806283,5.32907051820075e-15,0.584361313904192,0,0.553934896384642,8.88178419700125e-16,-0.499722145901274,1.06845489464292e-12,0.0741722996876886,0.323757621216261,0.65952157884852,0,0.625167785319272,0,-0.568235149668463,1.07433027576263e-16,0.253362945420229,0.000621563718680163,0.932881566910359,0,-0.690180997681844,1.17733800411071e-26,0.312184066344075,2.09711073795305e-05,-0.770491009001846,1.88797235162236e-36,0.413473286080099,8.7851557140084e-09,-0.477278781013889,1.42899445429299e-11
"1INP",0.403579666648039,0,0.322467894228579,3.93574062229618e-11,0.322251539720191,4.06217282034049e-11,-0.441665518416262,1.57868229550419e-20,0.166917670225542,0.000803902439792559,0.6143611301452,0,0.613905206778888,0,-0.599331005951471,2.2921207050658e-40,0.338705347137543,3.41060513164848e-12,0.96083899413844,0,-0.719032597300368,7.04755385188439e-65,0.470447249487554,0,-0.791900342693309,2.80459560997702e-87,0.524714778203268,0,-0.515153744009009,1.70971059834277e-28
"1IU4",0.279675519703163,2.30877798212958e-07,0.353637512319786,3.47679662837663e-11,0.385688161204611,3.49498208151999e-13,-0.292366180589671,6.03209067922459e-08,0.0619886618608347,0.260758463248064,0.628193984429296,0,0.6427204966981,0,-0.525071874865169,7.51546540738336e-25,0.245201696309739,6.38376744088731e-06,0.936487821053748,0,-0.658520289563676,1.60450983644957e-42,0.330090990282408,7.45286721226535e-10,-0.748130690465503,1.46131384073817e-60,0.382718140101995,5.47117906535277e-13,-0.429926392242776,2.53367595232453e-16
"1J00",0.45751520076491,1.7291057474722e-10,0.409046013788471,1.73542777925917e-08,0.380934891548578,1.8315732086549e-07,-0.35087124085836,1.80301670207196e-06,-0.127580439286432,0.0915287956097326,0.638077505556708,0,0.650477599834756,0,-0.554231320753681,1.46670816701517e-15,0.149645800296714,0.0474449827869599,0.943454367583748,0,-0.761309760696271,1.43559847346365e-34,0.369912050495793,4.35238004747873e-07,-0.811691628286058,1.72731510933428e-42,0.431369224582521,2.2731587723257e-09,-0.455235148309241,2.1837466152331e-10
"1J09",0.434489422169182,0,0.384296456719963,0,0.36830604901237,2.22044604925031e-16,-0.471252203027568,3.01360214342607e-27,0.0494861232829601,0.285367044702747,0.671767151179743,0,0.666276537372556,0,-0.456898237073582,1.62396171237928e-25,0.227451719996962,6.60270935259888e-07,0.937758735717341,0,-0.623423930791556,9.45385835479612e-52,0.305282755734384,1.49507073388122e-11,-0.693784617365019,1.96582093275917e-68,0.392856172670078,0,-0.333536778797335,1.26842353916314e-13
"1JH6",0.477329437209644,1.09128261982505e-11,0.39021958472313,5.62495361400295e-08,0.388499661460008,6.50544267344344e-08,-0.401073258769695,2.20366130672064e-08,0.0339552492825381,0.64998203992808,0.691364432390244,0,0.706782501891215,0,-0.545990666320567,1.87739548321229e-15,0.264006100457288,0.000329211948184138,0.963188193556152,0,-0.721464961545014,2.20872463761394e-30,0.405693402062052,1.46362690855995e-08,-0.772285387046915,4.12827125001837e-37,0.459783855964358,7.45488115683202e-11,-0.497626349589133,1.02685155863462e-12
"1JMS",0.460158023315575,0,0.410800233633399,4.44089209850063e-16,0.413188445471111,4.44089209850063e-16,-0.483569480399553,1.69672667342169e-22,0.101310715262031,0.0547954726710189,0.647303894054478,0,0.643881765227053,0,-0.46531893816947,9.6274199450507e-21,0.240571306121226,3.90038495212686e-06,0.95430266640359,0,-0.663163528096815,5.71384402072683e-47,0.399222128066545,3.33066907387547e-15,-0.721682009035036,3.7472459489534e-59,0.447329071681252,0,-0.480289501724475,3.56957201339931e-22
"1JOA",0.427564059636218,0,0.380394556519274,0,0.370760988062202,4.44089209850063e-16,-0.416013051050342,4.29329341450445e-20,0.0698886420736373,0.140584347454874,0.659329169075534,0,0.656990165793289,0,-0.52001119656994,2.90198341607434e-32,0.232775112845291,6.67613771598852e-07,0.95243085601337,0,-0.660654696609754,2.89256652044091e-57,0.358940235901137,5.32907051820075e-15,-0.690164333425335,2.34090368583529e-64,0.411915019553363,0,-0.368413335048227,8.75043680099832e-16
"1JS4",0.494809639289762,0,0.455068798654251,0,0.460359694941433,0,-0.522244058986787,1.23448289687107e-43,0.189193103955958,2.78190046332227e-06,0.640670466622315,0,0.619516343432551,0,-0.481577180124076,1.89329920142192e-36,0.216790860424479,7.22441606537672e-08,0.949646788286157,0,-0.669992927350124,4.65452021066025e-80,0.395291558805941,0,-0.73610979575231,2.72704081316616e-104,0.440014642537881,0,-0.336552555146173,1.73204039785296e-17
"1K30",0.394888456859535,5.32907051820075e-15,0.291792487200997,1.47929686278303e-08,0.311645228823625,1.28741195482007e-09,-0.392563852234258,8.00076295712726e-15,-0.121598751497291,0.02048290857148,0.661711521973597,0,0.676974367235129,0,-0.574815071546716,2.62546248063704e-33,0.158979705553387,0.0023825957288226,0.947144078326291,0,-0.700387225321493,8.11589755076711e-55,0.335905399200931,5.04360997410913e-11,-0.751036485498335,4.60874361002716e-67,0.387753404156803,1.79856129989275e-14,-0.320476948630945,4.09231382515961e-10
