"pdb","r.seqent_ddgent","r.seqent_asa","r.seqent_rsa","r.seqent_hbe","r.ddgent_asa","r.ddgent_rsa","r.ddgent_hbe","r.asa_rsa","r.asa_hbe","r.rsa_hbe"
"1QAZ_A",0.120995593964192,0.129014608455547,0.112991473859809,0.0599471312591439,0.788550365534423,0.777821014547671,0.29753445514522,0.978030454398889,0.423334330191837,0.473732648752095
"1QBA_A",0.511660962983429,0.486130916721777,0.489316097379641,0.130708504839823,0.795860302346589,0.781478767054125,0.249492497044248,0.981942482704002,0.342720163371628,0.375431012030562
"1QFM_A",0.516301648032231,0.506082523807108,0.504153348208906,0.109604693611521,0.806316475306584,0.808514438105063,0.344904155866332,0.983561649105789,0.447510749470447,0.478107842597679
"1QGX_A",0.524226305189452,0.499774430701803,0.49049550728182,0.1540738617112,0.818427100338701,0.813254785511823,0.41412438981741,0.987057346559857,0.526844535479554,0.550995908664002
"1QJE_A",0.336554296462902,0.331833052896518,0.322010602380439,0.0620269484454496,0.784667994749674,0.790147009645881,0.362672973054541,0.981077894865681,0.476422584876326,0.508671800513758
"1QK2_A",0.523146022934,0.47711823890262,0.467819467798573,-0.038053481334248,0.826844129085197,0.823313180911219,0.217058752268251,0.979683101190879,0.344284805091122,0.378338700046258
"1QWN_A",0.483626251238918,0.499405625164003,0.50519672092001,0.13156997348382,0.807219822077287,0.802200655583428,0.2434567102901,0.988818479149756,0.358128146125289,0.387608076544717
"1R1J_A",0.495522983888182,0.490132994013284,0.498197087618571,0.0416604957913473,0.829027880968212,0.831949963051755,0.251751900383365,0.985288972950275,0.337863589932871,0.364283767743826
"1R44_A",0.557571164793172,0.647534040459951,0.644967718288042,0.0442940863490203,0.807140851605287,0.799134051593561,0.202404578658435,0.977950332516129,0.29556275038698,0.333558053940529
"1R4Z_A",0.588256587042692,0.535430820041842,0.535199058441596,0.222240779244265,0.823922059039957,0.814920298115442,0.396955315850378,0.980017138604673,0.460313263725317,0.497240772562849
"1RBN_A",0.612857693627888,0.606216616342232,0.610823168580198,0.195619369637368,0.792633092179902,0.809043078299307,0.350751064466724,0.95461632680007,0.401438818074698,0.467431357589297
"1RDD_A",0.509878300009541,0.480795351595866,0.491730132721381,0.0325108667828626,0.813916638080581,0.824732125838937,0.292214780446571,0.972662558273673,0.34334041202286,0.372506083274225
"1RU4_A",0.385266907918174,0.402264967976758,0.39371712963122,0.128948614902689,0.802835028511302,0.804768513448499,0.400529622214296,0.980947722586404,0.509714182096135,0.545005993146093
"1S3I_A",0.392580432256256,0.385437724592847,0.387224296218114,0.0765051273496978,0.827077642659468,0.795639116641725,0.346552347174295,0.971649869929656,0.439670758153373,0.493488903922444
"1S95_A",0.549627147691043,0.533338718978481,0.532804104181133,0.105586288885788,0.852334248400106,0.841679614871491,0.330479574939811,0.986212621620735,0.413875260432036,0.449120788509293
"1SCA_A",0.704389346100245,0.647507918806183,0.632643723331259,0.221579977266226,0.790623684762301,0.765257101454965,0.333610998382193,0.980694863922022,0.483311794545442,0.512787149169515
"1SLL_A",0.32616814082626,0.255747734166175,0.256506251379557,0.168404481359996,0.804345526752768,0.805426897259572,0.353882001666012,0.981709056522474,0.431360094466348,0.461085580610523
"1SML_A",0.441977137196419,0.393781325066666,0.370960016984592,0.0405279485260434,0.840989131009208,0.848812507257444,0.387116406892369,0.973754434667772,0.427987519786584,0.471666082348825
"1SNZ_A",0.58441526954827,0.539967971898989,0.50938744931786,0.166651988975533,0.80969983611348,0.794625660608717,0.410477002928105,0.982430795601728,0.447971083851526,0.479321996879721
"1TAH_B",0.485696429632627,0.532051142181443,0.515415606613047,0.128118249768716,0.798197371335939,0.788191563174159,0.314299103520769,0.98162284254405,0.416357386845578,0.444804545989497
"1TLP_E",0.572568404179944,0.55429660961215,0.549439350245355,0.210561277413705,0.75277918557239,0.728932120163652,0.354959959986201,0.975628667016648,0.474196700454362,0.515284791563673
"1U3F_A",0.386360483962206,0.424941462501331,0.428616075179637,-0.0129298791965196,0.8059194656326,0.814096463056349,0.366331188978558,0.977108465358868,0.372491346264165,0.436071030128062
"1U5U_A",0.100270556250914,0.0889922748758676,0.0892323633993974,0.00638768790852691,0.809186486127174,0.816051351014826,0.237962133599658,0.981682449222072,0.306313947883987,0.339271989357046
"1UAS_A",0.592208610243258,0.511684340283258,0.510208742689506,0.0737887977142899,0.755978639312526,0.752859888815505,0.294362643150455,0.979691583884715,0.426228274682511,0.459571767559705
"1UN1_A",0.522102839676239,0.476035463895902,0.471995035759378,0.239328707877699,0.791084982384339,0.789662502298952,0.375258193969395,0.978401087729426,0.461142660907969,0.510591041664685
"1VID_A",0.450985773297996,0.4577167222202,0.440571055457552,0.102143332882359,0.802431788242827,0.792519523335055,0.328237893859444,0.978821000937309,0.479873869243948,0.505031011620649
"1VLB_A",0.432281409671291,0.355071948054558,0.330809560440057,0.0465900834773158,0.790112784251759,0.771926126477067,0.221628144458809,0.987768484217744,0.342107140713055,0.365746926068421
"1VNC_A",0.280374541895062,0.292655412164111,0.290804007742274,0.0676381204332847,0.796599551406523,0.787675247494612,0.374712623771029,0.987177478926907,0.497039621245624,0.512564299902741
"1VQ1_A",0.547473665751521,0.562591154821294,0.564578939883848,0.0553739016404082,0.817760940837591,0.822468189799069,0.260915714605482,0.967823299682579,0.320836228066629,0.385609334621657
"1W0H_A",0.490870145654532,0.541949069074963,0.539413238028569,0.134247137419781,0.788969887186773,0.760171667697869,0.256061061186243,0.973073386755937,0.333339090797832,0.365956719080562
"1XQW_A",0.58314686365019,0.493423839705671,0.482018022638644,0.0154785105446178,0.843023154330691,0.84380099187108,0.247802303411426,0.986735514318075,0.354026729923522,0.375915434604792
"1Y9M_A",0.500624683760372,0.480859417877235,0.482686538357246,0.174291059241009,0.792904192597101,0.776775309891337,0.322742610297819,0.983998936996799,0.45512229365674,0.491583799111362
"1YON_A",0.511553101905271,0.501802600799773,0.476926561322437,0.144773027548066,0.828649928313022,0.825280477363623,0.353375079596965,0.977504533916902,0.439688286201835,0.480447413695206
"1YSC_A",0.630005147429272,0.590671974421128,0.591059375467338,0.0763604288609553,0.813718140481522,0.821105029197594,0.294768087419927,0.985093220821663,0.348525228611016,0.374759899354751
"1ZE1_A",0.330451746863018,0.37082057219264,0.336415091504946,0.11501166554869,0.788543284360708,0.780030856864827,0.378480691459895,0.977532169743469,0.452489081811879,0.490679794447374
"1ZIO_A",0.496836078464657,0.54137903112124,0.527903146717841,0.0198811291630252,0.777119361578469,0.781545943560343,0.271323960210543,0.960840389181476,0.389016926440481,0.448135927774337
"206L_A",0.501221493201575,0.486631550519984,0.499434581254265,0.249293935261585,0.727751075121845,0.739621704661752,0.243061536119097,0.964485488042242,0.363639897122772,0.415061216165385
"2A0N_A",0.324624025427923,0.38143424516922,0.337349064940413,0.00611826226790044,0.825706280837022,0.803807239700587,0.324565900686678,0.981070884606728,0.494246639546138,0.541645146488725
"2ABK_A",0.444898290794507,0.434676671291857,0.427998252559018,0.176311862124721,0.777366821862026,0.782192570003663,0.340087003063139,0.970564577496949,0.405501340321439,0.463458499395866
"2ACY_A",0.499639758983954,0.492196263496103,0.444960116751963,-0.0830965426273072,0.853456370882188,0.827829710419728,0.317982820195224,0.964391457062141,0.397967339567607,0.48113765933541
"2AYH_A",0.521832243805914,0.451300939022825,0.45011926722982,0.276686383744723,0.779861907057404,0.759199936618068,0.407686394004594,0.961335445411439,0.477155606869667,0.556165172397839
"2CPO_A",0.234222513746431,0.170225970819171,0.151882324049898,-0.104744557747938,0.819972912479411,0.814194060791125,0.337021221710231,0.975173433131427,0.395707748976773,0.433790741858357
"2CPU_A",0.598788283358954,0.567170537839544,0.564461649072168,0.112103329338904,0.786582688909176,0.771429698073187,0.293032430161541,0.978795015369228,0.390544607964468,0.424280208499192
"2DLN_A",0.57438888974913,0.57749415281174,0.569288360412573,0.202779732074374,0.820440865964459,0.809193789353567,0.221396776284538,0.970662568305491,0.334335556025084,0.384251701847474
"2EBN_A",0.317965133458091,0.235311076566018,0.251446421198249,0.118680745883679,0.790092530248619,0.787383117066875,0.306685880091088,0.975250413105254,0.416170624810774,0.457297714892756
"2ENG_A",0.605477846396012,0.513641699116486,0.493150714304749,0.139194892731984,0.81962337979351,0.795334335771884,0.297006351677902,0.969430739470246,0.395014520437185,0.452398238764792
"2F61_A",0.482135232694261,0.480162475595384,0.487028034246177,0.0998517884607297,0.823942981064418,0.826364136710226,0.351220138944217,0.988159250315509,0.454014712197647,0.484435248237768
"2F9R_A",0.32649844581476,0.273591697162519,0.272740995925759,-0.0499293378166908,0.786334226590388,0.778375627871009,0.293261103583392,0.978197102197655,0.456758250258672,0.515671439376901
"2NLR_A",0.414575941864718,0.313972422326947,0.308080050029419,0.143762088445004,0.743324805243168,0.73617681553445,0.336574737007676,0.968641060114804,0.508491359727004,0.563113917671244
"2NMT_A",0.491073633061314,0.475583010889411,0.491671762355022,0.266797154662869,0.811996157979629,0.822436964506131,0.440250895002967,0.98264212496679,0.464932810531441,0.490376215883375
"2PEC_A",0.300674607176245,0.39576299434675,0.392436952955174,0.256124961226049,0.790925246246881,0.786896444863462,0.280313543499753,0.980436084882581,0.402657699821904,0.44480116533681
"2PIA_A",0.568058533951813,0.598178386490694,0.578260264453423,0.208895301667131,0.787531391783551,0.781862042444657,0.353403904093808,0.970851770835776,0.400068948820307,0.448496599985236
"2PTH_A",0.429224118067684,0.391001063413908,0.368360255595509,-0.0370393719802524,0.815103761662404,0.782888419267043,0.243412665139159,0.966313153263302,0.392446452163363,0.470530442643252
"2SQC_A",0.524706632218902,0.517699945457776,0.516428882892302,0.0849540121103551,0.818977531918217,0.815780203606862,0.258340650429253,0.98608694065455,0.314185004812985,0.351796187620926
"2THI_A",0.213152023804949,0.226603735447989,0.20169589800829,0.0824689764647187,0.821737920135783,0.822627509476602,0.271527054170995,0.980477107824259,0.377280904147395,0.407953110277085
"2TPS_A",0.476704137296808,0.503139493609254,0.499539266279317,0.130721076302472,0.807443076750918,0.801449924979613,0.371955360242595,0.976055142880148,0.425633535596132,0.477511940140142
"5EAT_A",0.436516565407587,0.369111877063004,0.382279747713882,0.164047425937521,0.798938497273487,0.808565734058431,0.323105256983103,0.985607932565055,0.381289613476045,0.415797276387294
"7ATJ_A",0.661757726227513,0.654375923197533,0.644728657305299,0.0845012421138102,0.822434582613558,0.810854555188587,0.30508826946018,0.979336028255992,0.379241606966809,0.406487665544924
