"pdb","p.seqent_ddgent","p.seqent_asa","p.seqent_rsa","p.seqent_hbe","p.ddgent_asa","p.ddgent_rsa","p.ddgent_hbe","p.asa_rsa","p.asa_hbe","p.rsa_hbe"
"1MBB_A",7.4775600031772e-23,3.49878123388074e-23,2.13605567943248e-22,0.877480582581932,2.89174186376487e-86,1.00644270888259e-83,4.03032136673657e-06,2.51660673255456e-231,3.66251088847187e-12,5.10269265456374e-15
"1MJ9_A",6.55214820838029e-14,1.71300701155942e-15,4.59551237982351e-15,0.170981825122062,4.90846439055254e-80,1.02195503747029e-80,6.92150110803687e-12,7.54637615384959e-189,4.69792701214361e-17,8.56462394809044e-19
"1MLA_A",3.82026946760819e-20,8.94183242397998e-22,1.50709589596519e-20,0.141289742198798,2.10065631470718e-54,1.60601701077074e-53,0.00133421951339474,1.88613873075236e-207,3.93097792288127e-10,2.40079518264245e-12
"1MRQ_A",5.74385448072027e-24,2.9899792062484e-22,3.02490420063563e-22,0.000701136815001113,1.79742326113627e-84,4.53345786100782e-81,1.25161076228373e-09,9.54195860461882e-234,1.87328698265817e-15,1.30615431673707e-17
"1MUD_A",8.39460583269959e-21,7.20508488622734e-14,1.30826028265443e-14,0.0701901902262029,8.76628068687965e-45,2.23296512503261e-43,1.49103902939527e-06,1.12377277981762e-139,3.32465807501774e-12,8.20678761572787e-16
"1MUG_A",0,3.27735358788812e-10,5.07930901959795e-09,0.534690499949293,2.04702393770269e-44,1.86449269173987e-43,1.28475432376486e-08,1.24320343101043e-101,3.79147006970395e-09,1.23748508974576e-11
"1NDH_A",3.93713613378291e-18,4.27474755456024e-14,5.08202929587204e-13,0.249777780338066,4.78328878922404e-60,2.61819690260353e-62,2.27753546854839e-08,2.27388082006535e-180,5.37829021278555e-11,2.33773108881539e-14
"1NDI_A",5.56222217985258e-61,8.6457451327284e-60,1.66665572026263e-59,0.000304018667495258,2.02906027896608e-157,7.03561427502306e-163,4.46640007639148e-15,0,2.0155574778855e-20,1.57072736210076e-23
"1NLU_A",1.50305309425649e-29,2.24473229718253e-26,2.05591432645655e-25,0.0123400940227593,4.98749072196069e-82,3.11024033125941e-79,1.0630234601076e-09,3.70100911339751e-262,2.8819389709481e-21,1.85589985733314e-24
"1O8A_A",5.12824030330282e-57,2.56989800237717e-47,1.4181978076866e-44,0.340626818491588,5.07594110302015e-143,4.14447357526278e-135,1.45089860443366e-07,0,1.22587616510954e-13,3.26407958870651e-17
"1O98_A",7.96576529914546e-35,6.71193185334226e-42,4.42266366569274e-40,0.382035538012744,2.65791598911039e-131,1.29172488205992e-120,1.45850272924847e-14,0,1.76520525246778e-22,1.07313987334774e-25
"1OG1_A",0,4.8878548788886e-17,4.09696274340772e-17,0.0184328104279494,1.62099373217028e-55,1.29763318293492e-49,0.000230281695244382,4.84600487649993e-138,1.08513668590801e-08,1.81007113798564e-11
"1OGO_X",0.00016904139831707,0.001698397336138,0.00625636918695491,0.507822445953769,6.13652732816735e-131,1.01202030498818e-120,9.5491262804488e-21,0,3.73784790141024e-37,2.7432948557907e-42
"1OJ4_A",4.89957258956688e-28,4.3269872134807e-27,1.87591126581415e-25,0.00121648530377852,1.23319747275147e-68,4.39148375639303e-67,1.25553977005773e-08,1.94026472249439e-190,4.93434194700277e-14,8.43335712957716e-17
"1ONR_A",1.12368701517271e-36,1.95625130259771e-41,5.31335150170869e-44,0.00109544100061391,3.15412368132034e-71,5.44948068500956e-76,7.84531049396649e-07,7.05244899293525e-228,8.59175345055295e-11,7.26979420698888e-13
"1OPM_A",1.12408339117751e-17,3.56607263491974e-14,3.10145766335633e-15,3.49670176851585e-05,1.79415065153188e-80,2.23138300287566e-78,1.71801400047106e-22,8.02319001023719e-217,3.21625755390318e-34,3.81387540014372e-39
"1OXA_A",1.55923994386023e-15,2.58498836072051e-11,4.81346810815087e-11,0.000178907717554516,9.11230830966332e-91,1.73055053974434e-87,2.40686698987379e-10,7.5887394739858e-267,3.5153934686427e-17,5.18644369509188e-21
"1OYG_A",1.28349458004012e-23,1.93869846224302e-23,1.9151285488894e-22,0.000858076546338537,3.5745172753892e-112,6.15244174921572e-100,2.26018032121435e-11,0,4.97368877802682e-22,1.24827069253979e-25
"1P1X_A",7.07750388325004e-23,1.70401395609475e-18,2.38262456573738e-17,0.220561143042759,2.49380207724074e-55,4.78882954255065e-52,9.8240009376135e-07,5.37583636602991e-173,5.63549997948272e-12,3.21399205806078e-14
"1P3D_A",1.83088276238509e-31,2.71318493966013e-34,3.23429560228615e-32,0.023802771369547,5.19679762066938e-97,1.71781007629581e-90,3.41665880764518e-15,8.00708517303074e-305,1.55115160415783e-22,5.60135165539326e-28
"1P5D_X",3.0495548420082e-36,1.83996573665816e-39,1.70295586099673e-38,0.0835783309836868,1.4036748927283e-110,4.87585050390842e-108,2.75578053749363e-13,0,1.6367852083479e-22,3.70365046367971e-26
"1PA9_A",3.17062059078564e-13,2.88645117099415e-17,6.27604564575735e-17,0.585690323884018,1.19955356249719e-64,1.97764539349131e-62,2.28476507277973e-06,4.20677872945168e-176,5.95163712153993e-12,5.16322636513139e-14
"1PII_A",7.28662563733447e-48,3.38029986150223e-51,2.24934615886131e-51,5.59914985124203e-09,8.35794713440503e-93,8.34557147072738e-94,5.99359659534831e-17,0,6.2061813735125e-33,5.1201084615365e-37
"1PKN_A",6.98861188667436e-22,2.4654947754956e-22,3.30187183482713e-20,0.220561613802165,7.30237151023015e-132,3.48271539881146e-131,9.1474123318591e-11,0,1.23808411124797e-13,3.19467856106431e-17
"1PMI_A",7.59994004655014e-29,2.28185608909424e-27,2.57127003793796e-27,0.0840566337641006,2.26188261470599e-115,2.46460795979329e-112,7.27636064487787e-17,0,4.42251935466267e-23,1.15289286861188e-26
"1PP4_A",2.65721357213593e-17,1.35258685747115e-15,9.95290783123837e-15,0.522577479681065,3.87532093186261e-51,3.79794104033204e-45,8.07874497679515e-05,7.60249895891967e-147,9.31329249932163e-11,8.40115377884247e-14
"1PS9_A",1.74631449789965e-50,3.3610464848822e-44,4.65881825773571e-45,0.0303620460618768,6.36639954337652e-157,2.62841867384628e-146,1.89505624106238e-13,0,2.98254114004046e-22,3.12403343093397e-28
"1PTD_A",9.13473463115237e-18,1.20078991722041e-22,5.29693079739768e-22,5.49007709588504e-05,2.34635422638846e-72,1.71845859998066e-77,8.0514343509019e-11,8.10089007175196e-227,1.10363594555064e-10,1.31727474251925e-12
"1PUD_A",1.13236807377389e-20,1.26144277528443e-19,1.4020443527921e-19,0.476118124943246,4.02398958897473e-91,2.19576851505389e-83,2.71141173305404e-06,1.42626506469049e-250,4.62047002793254e-12,5.52223956067173e-14
"1PYL_A",1.37423643651504e-07,1.3345273734105e-05,3.55080323255543e-06,0.533853895321098,2.79204192471222e-19,7.44046044948927e-22,6.33895383257668e-05,1.16906455602172e-46,3.37391845654002e-08,1.59017182276451e-09
"1Q91_A",5.07748063258129e-10,1.40585219697565e-09,4.63317906753805e-09,0.199087535894629,1.71677997747135e-51,1.10976635701568e-54,4.13515967901196e-12,1.64664416360229e-120,4.60501361105562e-13,9.73670958383334e-16
"1QAM_A",1.57035490158416e-07,3.88623451271849e-08,4.18619103800931e-08,0.177121004906767,1.70501288999789e-59,1.03364133971087e-60,2.36457869848186e-09,1.91561953897633e-192,2.00809168312869e-13,1.93558216052914e-14
"1QAZ_A",0.0233840636651048,0.0155811414949354,0.0343342183077472,0.262666669235415,1.10332440108697e-75,2.20629984285584e-72,1.31847498962081e-08,9.55518511564137e-240,1.07486065998547e-16,4.89883117176414e-21
"1QBA_A",2.01575626645677e-58,4.29035774574749e-52,7.44574005670313e-53,0.000123250987663577,1.02814548697195e-188,1.51263583202451e-177,1.21663740475455e-13,0,4.69725580395222e-25,4.15187019436843e-30
"1QFM_A",2.74057166084266e-49,4.0334521927797e-47,1.01564097669632e-46,0.00357030341967628,1.76841584236214e-162,4.8953785894486e-164,4.00237742928959e-21,0,5.13413504701548e-36,1.50684976983276e-41
"1QGX_A",2.21228282983438e-26,9.11461747653478e-24,7.91014228443255e-23,0.00366080463053991,1.03332347736396e-86,8.83427689241774e-85,4.21759587177607e-16,6.84101981313487e-282,1.12747922130524e-26,1.69032017612535e-29
"1QJE_A",4.21663921271568e-10,7.61207562738724e-10,2.51990277779214e-09,0.263385899842393,1.81293220272213e-69,4.49560412327379e-71,1.33445156907141e-11,8.08997421300549e-234,6.22863217316349e-20,6.38339366709716e-23
"1QK2_A",6.8321567822346e-27,4.91559084865536e-22,3.86096119379874e-21,0.469816627001982,3.01959202780572e-92,8.17641342035799e-91,3.03139143275857e-05,5.43917875397853e-254,1.53908902784163e-11,8.47873235694624e-14
"1QWN_A",1.45681794281311e-60,4.51326259714873e-65,8.70186420370974e-67,2.63696995721697e-05,6.04145060095922e-234,6.62042873357469e-229,3.79562791753756e-15,0,4.77766365059247e-32,1.0773935275153e-37
"1R1J_A",2.1052651535343e-44,2.42924623267412e-43,6.15560084806122e-45,0.27238777816426,2.38661010322423e-177,1.04459946875632e-179,1.59963274517331e-11,0,4.80094248434641e-20,2.88388273477691e-23
"1R44_A",6.74638833079056e-18,2.14708155204458e-25,3.80976566454147e-25,0.531355756844059,1.1641660850261e-47,4.40593950760521e-46,0.00386692567348873,5.27484942650301e-138,1.95065655892061e-05,1.22852926178096e-06
"1R4Z_A",4.77793455289842e-18,1.14322473672818e-14,1.17945215606086e-14,0.00278947972292903,1.60050503202764e-45,8.61297165321545e-44,3.76747887893324e-08,4.46080060046069e-126,8.98881094173399e-11,1.43664279633147e-12
"1RBN_A",3.87557323522207e-14,8.59327580303157e-14,4.95609375108403e-14,0.0294548066322945,5.50594614471715e-28,6.15902807233324e-30,6.49977728111215e-05,5.05047425534824e-66,3.82160134316069e-06,4.41921653161341e-08
"1RDD_A",1.23334405634538e-11,2.42284126179129e-10,8.17139235591755e-11,0.687988092153788,6.51239811923034e-38,1.03806375620746e-39,0.00022473332595232,6.37205262041925e-99,1.22183362311264e-05,1.81461485476427e-06
"1RU4_A",9.45088032713957e-16,5.44728515631413e-17,2.77938355642914e-16,0.00983184014657908,2.00847548328182e-91,3.48953871609326e-92,7.61251459322199e-17,2.4957415032774e-285,7.77728078246745e-28,2.52944189581419e-32
"1S3I_A",9.39056271719908e-13,2.59439361182423e-12,2.01671197867387e-12,0.18123239325415,2.70072216760292e-78,2.30127338962253e-68,4.32558472210902e-10,4.44662300844852e-193,6.07193489501928e-16,3.00254686690402e-20
"1S95_A",5.70518438029682e-27,3.26875107394826e-25,3.71948196424337e-25,0.0576279001448364,1.18419384373978e-92,3.52270338192226e-88,1.07524636776823e-09,1.23698141772743e-253,7.71134098276088e-15,1.73011569769741e-17
"1SCA_A",2.21890191064239e-42,5.91150232083186e-34,4.85156842008829e-32,0.000218081049656241,6.91952616236348e-60,5.83167227065894e-54,1.51396568768798e-08,8.1537942453027e-195,1.91280354571906e-17,8.90258808300713e-20
"1SLL_A",2.91469455715522e-18,1.33570230765249e-11,1.1570310455095e-11,1.02570872116211e-05,3.2674306130441e-155,6.12268326943015e-156,1.83624882698059e-21,0,3.82237288356595e-32,4.81425421304066e-37
"1SML_A",3.79673859093861e-14,2.67762069873156e-11,4.21218590502607e-10,0.510442773847021,2.1895957939241e-72,4.86672705456085e-75,6.12163737818107e-11,9.91432003445945e-172,2.84082404172565e-13,3.85750811092565e-16
"1SNZ_A",6.82146808843993e-33,1.9974897518836e-27,4.12349114732487e-24,0.001926081862393,3.63447026271642e-81,4.06108551571415e-76,2.0535923934479e-15,2.06887578706232e-251,2.20740214527635e-18,3.66361801062768e-21
"1TAH_B",3.15290456633552e-20,1.22159721210156e-24,5.60124460839401e-23,0.0223067536899717,1.55456272862239e-71,1.36378311837394e-68,1.01322095977201e-08,2.21335867722589e-229,9.17352017834755e-15,7.42167668262896e-17
"1TLP_E",6.40157092920395e-29,7.54008011027848e-27,2.55128054567166e-26,0.000162892398033021,5.68772853881499e-59,1.29906447009405e-53,8.15548563162231e-11,6.75395319951903e-209,4.02733453478809e-19,7.87703238683416e-23
"1U3F_A",3.22472605211294e-07,1.41621421669126e-08,1.02968347425858e-08,0.869476406311539,1.01838532023264e-38,4.44927729738588e-40,1.4055421272419e-06,8.29052195617501e-111,9.03116988490842e-07,5.33026123780417e-09
"1U5U_A",0.0552939161302169,0.0891171489812797,0.0882544646394832,0.903067798476293,4.41822264358444e-86,1.10887016040389e-88,4.16045128291296e-06,3.39736655791078e-264,2.1699475970808e-09,2.60680128740586e-11
"1UAS_A",1.22366495633376e-35,1.51454987835908e-25,2.1929864931499e-25,0.161219282892745,3.12288449791604e-68,2.23944409637963e-67,1.14161812830008e-08,2.52112188755861e-253,2.06857791195812e-17,2.57151868484578e-20
"1UN1_A",4.50357686417115e-20,1.65847309827361e-16,3.21806513438736e-16,7.81940187205867e-05,1.67722952127655e-58,3.7164512232305e-58,2.35720956675401e-10,1.87582535898371e-183,1.82934238546193e-15,3.9430360872768e-19
"1VID_A",4.56039256260853e-12,1.99382301627855e-12,1.583712660345e-11,0.137318890372866,3.34976133964631e-49,3.31600013018859e-47,9.64782064887066e-07,2.52581607434948e-147,1.14751713116974e-13,3.46117424377693e-15
"1VLB_A",1.36061594283185e-42,2.4363264328705e-28,1.32986255329615e-24,0.1609290295526,1.42087615372864e-194,3.06490064575013e-180,1.48297663974883e-11,0,2.65895536671576e-26,4.32628847596172e-30
"1VNC_A",7.26818730656694e-12,7.72488864924912e-13,1.09071511799513e-12,0.104879162408691,1.39681299760397e-127,7.61208146900922e-123,1.21837475112662e-20,0,2.85617172446193e-37,6.61613538588373e-40
"1VQ1_A",5.73355189869055e-22,2.35592340429374e-23,1.52957275987753e-23,0.371095744392978,1.45553448564616e-64,6.66752164826047e-66,1.82203488233684e-05,2.02604238816953e-158,1.0399678933372e-07,9.42347305705212e-11
"1W0H_A",3.69600669838468e-13,3.33413050115378e-16,4.85855521802371e-16,0.0620107221591457,1.77121975049596e-42,8.33529869668938e-38,0.000313672801540111,2.52726095195364e-124,2.04006951643608e-06,1.5424559676881e-07
"1XQW_A",8.16291775010247e-28,3.35210848413954e-19,2.80672266315689e-18,0.792961547104896,1.52117740611309e-79,7.89799085965153e-80,1.96830672693706e-05,1.89327320429471e-229,5.47214675171911e-10,3.63390721987105e-11
"1Y9M_A",3.79201370952181e-34,2.8461113665511e-31,1.5712381844768e-31,6.77915245739521e-05,7.09856433209719e-113,1.72375346852419e-105,5.35814317594863e-14,0,8.47542952081497e-28,8.26785942821333e-33
"1YON_A",7.1168318906765e-21,4.98420075176391e-20,5.44037890505528e-18,0.0132740497735391,4.71492441870906e-75,6.10060203263611e-74,5.15827518866238e-10,4.68801294093089e-198,3.10782720947728e-15,2.86523233111255e-18
"1YSC_A",6.0292325169694e-48,5.99018518312832e-41,5.16611338129899e-41,0.117720962843255,8.92649198518063e-101,4.31685951168171e-104,6.92821238179272e-10,1.97626258336499e-322,1.81216419487993e-13,1.74203428215613e-15
"1ZE1_A",2.78792669944685e-09,1.78508486185523e-11,1.38235042049482e-09,0.0437020840545017,1.42019813028479e-66,2.90049404568931e-64,6.30206078682183e-12,5.81146606686845e-209,5.95891796331326e-17,4.58146085380728e-20
"1ZIO_A",6.28198750043992e-15,6.36171069775771e-18,5.70520353944249e-17,0.770894848516822,4.0340045406141e-45,6.065796516358e-46,5.12176224817608e-05,8.31886273946212e-122,2.97756842093502e-09,4.07502492598601e-12
"206L_A",1.09576017644543e-11,5.18025042976349e-11,1.33065416166303e-11,0.00137864170780922,5.37844387944574e-28,2.58682535090038e-29,0.00182957703205261,2.02805173936974e-94,1.97076130037059e-06,3.98005870625784e-08
"2A0N_A",1.43668176265568e-07,4.08325843085013e-10,4.26767902915796e-08,0.923164318872739,7.47307638636574e-64,4.28559497185226e-58,1.44448758040241e-07,1.50804104361373e-179,7.24794247342714e-17,1.54634165948241e-20
"2ABK_A",1.18860648519099e-11,3.89560878810049e-11,8.28380535375536e-11,0.0102879599794794,5.94607841481345e-44,7.94497088774585e-45,4.13986618751775e-07,3.4345129479118e-131,9.34523385281502e-10,1.24139577494334e-12
"2ACY_A",1.62749623608921e-07,2.64038184984658e-07,4.42154750572769e-06,0.415950140235048,6.4035618296824e-29,7.738012881325e-26,0.00141916389312176,2.98287446449008e-57,4.94785674811737e-05,5.30679296007553e-07
"2AYH_A",2.40909148168437e-16,3.90758799831952e-12,4.51373084838932e-12,4.05577683503691e-05,5.14735733494798e-45,2.06745140943124e-41,5.62850756225715e-10,1.04929318413264e-120,1.44420680948587e-13,8.95376085904161e-19
"2CPO_A",4.44090684250149e-05,0.00320096447364245,0.00863621403287677,0.070989940554986,1.07406848141829e-73,7.25228343719683e-72,2.38763925318908e-09,7.48190294355542e-196,1.30368168347835e-12,4.19813355976564e-15
"2CPU_A",1.74796362902549e-49,1.77012721682092e-43,5.40463925567326e-43,0.0125706313238947,2.74043580449662e-105,7.54454246214785e-99,2.93893936037793e-11,0,1.74641859376775e-19,4.75402381764775e-23
"2DLN_A",2.94509555405926e-28,1.2986135031321e-28,1.10939270898744e-27,0.00035720350526551,8.54657749318267e-76,3.4605325818328e-72,9.39968563487682e-05,3.17843510896539e-190,1.99727518828181e-09,3.3240606281509e-12
"2EBN_A",4.84966979965917e-08,6.03286919901287e-05,1.74331038725646e-05,0.0453023149553345,4.22571455415614e-62,2.10100366491385e-61,1.27403883929609e-07,1.61016404061223e-187,2.29992166244121e-13,3.91232737462205e-16
"2ENG_A",6.79292472750746e-22,3.38597021411835e-15,5.82154243096604e-14,0.0465379071026549,5.28970928438261e-51,5.16063873519377e-46,1.52901651668928e-05,7.81641884395637e-126,4.59309215928872e-09,9.77549555583732e-12
"2F61_A",0,5.00002555493173e-30,5.77115517378216e-31,0.0260137781035036,3.44823995945348e-124,1.55051187791359e-125,7.10631313099508e-16,0,1.20810944584465e-26,1.3118542114227e-30
"2F9R_A",1.67012008079181e-08,2.75599385276924e-06,2.96748743168903e-06,0.401063332577998,3.88456063313464e-61,3.68716009202529e-59,4.64772819359162e-07,3.21420146115502e-195,4.27793809236197e-16,9.16470098299212e-21
"2NLR_A",1.24255768331507e-10,1.81573415000835e-06,2.88732903652844e-06,0.03227009900729,2.76267258658547e-40,3.64229521435853e-39,2.78849176221852e-07,5.03516818139514e-135,5.32904111291754e-16,5.68846245767903e-20
"2NMT_A",5.34661264699707e-27,3.34088658668774e-25,4.53823541668028e-27,2.61159825368908e-08,2.93773212947692e-100,5.96388650936565e-105,1.96247518537433e-21,2.05689000787662e-309,5.08718003238876e-24,6.4701036081519e-27
"2PEC_A",8.67474180479803e-09,1.19971318850842e-14,2.08208800572716e-14,1.11765223443966e-06,1.18048150922925e-76,2.25780650129321e-75,8.89126716099568e-08,3.76731517681612e-249,3.75077451532334e-15,1.6652267448304e-18
"2PIA_A",7.99962365191633e-29,1.55602448801522e-32,4.88674395971305e-30,0.000163418535825097,4.90444338069696e-69,1.98502761436819e-67,7.09691223777754e-11,5.82663619279716e-200,9.09355787787904e-14,2.72899630612299e-17
"2PTH_A",4.71265386840974e-10,1.88643216919129e-08,1.35906301186437e-07,0.609070802950925,3.67479384649319e-47,3.17196498152715e-41,0.000647059819880873,1.55551197638342e-114,1.65445583436681e-08,5.02650117598897e-12
"2SQC_A",2.28799167725896e-45,5.2180776734069e-44,9.13057887158512e-44,0.0340039604039231,6.22198418620662e-152,8.30547702668639e-150,5.88316190860896e-11,0,9.70505690487294e-16,1.37563772823608e-19
"2THI_A",4.34079783622288e-05,1.34117412381215e-05,0.000111527703328572,0.11727332876235,6.11300856498576e-90,2.70935571280886e-90,1.54435822107059e-07,2.23109657263947e-256,1.08772345094225e-13,5.98459758798923e-16
"2TPS_A",3.17938977479426e-14,6.62716126936623e-16,1.14519871399462e-15,0.0496808591162965,3.02037863072639e-53,6.49416511753823e-52,7.97281573257623e-09,2.17785157403089e-150,2.32843665690967e-11,2.83851836760347e-14
"5EAT_A",3.68994424263677e-26,1.2915188194025e-18,5.89295533890447e-20,0.000144315618600989,3.96379456135959e-119,3.63290644433884e-124,2.15838138022139e-14,0,7.46946223205648e-20,1.17903355195419e-23
"7ATJ_A",8.55824365453371e-40,1.16074728759809e-38,3.14522254218663e-37,0.140932962521621,3.24822529687286e-76,1.79935335411637e-72,5.43629624616087e-08,2.22570372238727e-212,7.1966580731896e-12,1.45242431952061e-13
