"pdb","wcn","variable","value"
"1CNS_A","wcnCA","rsa",-0.816805716763637
"1CNS_A","wcnCA","seqent",-0.488328594911149
"1CNS_A","wcnCB","asa",-0.8340746257277
"1CNS_A","wcnCB","ddgent",-0.687718382700996
"1CNS_A","wcnCB","hbe_mean",-0.543515672088307
"1CNS_A","wcnCB","hpshh",-0.274416680532468
"1CNS_A","wcnCB","resvol",0.264070468206161
"1CNS_A","wcnCB","rsa",-0.882015639040372
"1CNS_A","wcnCB","seqent",-0.568240597831568
"1CNS_A","wcnN","asa",-0.675739043417432
"1CNS_A","wcnN","ddgent",-0.508340567456315
"1CNS_A","wcnN","hbe_mean",-0.598420808222631
"1CNS_A","wcnN","hpshh",-0.238392402791687
"1CNS_A","wcnN","resvol",0.247847015866234
"1CNS_A","wcnN","rsa",-0.722546468799884
"1CNS_A","wcnN","seqent",-0.394123966157706
"1CNS_A","wcnO","asa",-0.698797236582487
"1CNS_A","wcnO","ddgent",-0.520149332369899
"1CNS_A","wcnO","hbe_mean",-0.596441027563452
"1CNS_A","wcnO","hpshh",-0.14569557084658
"1CNS_A","wcnO","resvol",0.269804069585375
"1CNS_A","wcnO","rsa",-0.759238345549616
"1CNS_A","wcnO","seqent",-0.400152125724963
"1CNS_A","wcnSC","asa",-0.872359571531169
"1CNS_A","wcnSC","ddgent",-0.709669137140573
"1CNS_A","wcnSC","hbe_mean",-0.500615544388047
"1CNS_A","wcnSC","hpshh",-0.361873533646824
"1CNS_A","wcnSC","resvol",0.209227142124811
"1CNS_A","wcnSC","rsa",-0.903036218694373
"1CNS_A","wcnSC","seqent",-0.581362382461184
"1COY_A","wcnAA","asa",-0.76218091695529
"1COY_A","wcnAA","ddgent",-0.617134718610588
"1COY_A","wcnAA","hbe_mean",-0.283167424952429
"1COY_A","wcnAA","hpshh",-0.327323843506526
"1COY_A","wcnAA","resvol",-0.0756532785114146
"1COY_A","wcnAA","rsa",-0.769006881971335
"1COY_A","wcnAA","seqent",-0.475963216358031
"1COY_A","wcnC","asa",-0.659093745737442
"1COY_A","wcnC","ddgent",-0.527083045065248
"1COY_A","wcnC","hbe_mean",-0.349320625443877
"1COY_A","wcnC","hpshh",-0.216374769574123
"1COY_A","wcnC","resvol",-0.00682514223880724
"1COY_A","wcnC","rsa",-0.685156286141916
"1COY_A","wcnC","seqent",-0.438581143780691
"1COY_A","wcnCA","asa",-0.69341704822998
"1COY_A","wcnCA","ddgent",-0.557540663692535
"1COY_A","wcnCA","hbe_mean",-0.31845204303913
"1COY_A","wcnCA","hpshh",-0.260579873975568
"1COY_A","wcnCA","resvol",-0.00905468103887579
"1COY_A","wcnCA","rsa",-0.716993297809417
"1COY_A","wcnCA","seqent",-0.459175856967065
"1COY_A","wcnCB","asa",-0.756901704326791
"1COY_A","wcnCB","ddgent",-0.623157764152969
"1COY_A","wcnCB","hbe_mean",-0.307682524487946
"1COY_A","wcnCB","hpshh",-0.311134065613829
"1COY_A","wcnCB","resvol",-0.0109311209068979
"1COY_A","wcnCB","rsa",-0.777751972156764
"1COY_A","wcnCB","seqent",-0.492768420632443
"1COY_A","wcnN","asa",-0.630761658722106
"1COY_A","wcnN","ddgent",-0.494038790944008
"1COY_A","wcnN","hbe_mean",-0.356599713362673
"1COY_A","wcnN","hpshh",-0.215040339744123
"1COY_A","wcnN","resvol",-0.0219327562118384
"1COY_A","wcnN","rsa",-0.650528497921801
"1COY_A","wcnN","seqent",-0.4372966461677
"1COY_A","wcnO","asa",-0.657903167126369
"1COY_A","wcnO","ddgent",-0.518933893169836
"1COY_A","wcnO","hbe_mean",-0.380246571976986
"1COY_A","wcnO","hpshh",-0.209456796851398
"1COY_A","wcnO","resvol",-0.0161088513599126
"1COY_A","wcnO","rsa",-0.683376297216026
"1COY_A","wcnO","seqent",-0.400332974079507
"1COY_A","wcnSC","asa",-0.788572004402564
"1COY_A","wcnSC","ddgent",-0.64912422167617
"1COY_A","wcnSC","hbe_mean",-0.26271358162279
"1COY_A","wcnSC","hpshh",-0.368662903308215
"1COY_A","wcnSC","resvol",-0.0368681081092166
"1COY_A","wcnSC","rsa",-0.799693464330897
"1COY_A","wcnSC","seqent",-0.493959638172873
"1CQQ_A","wcnAA","asa",-0.904765925853462
"1CQQ_A","wcnAA","ddgent",-0.770573165838452
"1CQQ_A","wcnAA","hbe_mean",-0.562054624475384
"1CQQ_A","wcnAA","hpshh",-0.535407952571616
"1CQQ_A","wcnAA","resvol",-0.0484525702543559
"1CQQ_A","wcnAA","rsa",-0.921429712698202
"1CQQ_A","wcnAA","seqent",-0.376110373776968
"1CQQ_A","wcnC","asa",-0.758283224476666
"1CQQ_A","wcnC","ddgent",-0.642334639958023
"1CQQ_A","wcnC","hbe_mean",-0.582925926128871
"1CQQ_A","wcnC","hpshh",-0.38629859624277
"1CQQ_A","wcnC","resvol",0.0670101280598953
"1CQQ_A","wcnC","rsa",-0.809982310096358
"1CQQ_A","wcnC","seqent",-0.296994763212856
"1CQQ_A","wcnCA","asa",-0.821922008144705
"1CQQ_A","wcnCA","ddgent",-0.70621932775703
"1CQQ_A","wcnCA","hbe_mean",-0.558496150896952
"1CQQ_A","wcnCA","hpshh",-0.443921499404076
"1CQQ_A","wcnCA","resvol",0.0476137930498588
"1CQQ_A","wcnCA","rsa",-0.865705496004969
"1CQQ_A","wcnCA","seqent",-0.296546189697213
"1CQQ_A","wcnCB","asa",-0.873150131119444
"1CQQ_A","wcnCB","ddgent",-0.774863421710547
"1CQQ_A","wcnCB","hbe_mean",-0.563439733045821
"1CQQ_A","wcnCB","hpshh",-0.510196449863984
"1CQQ_A","wcnCB","resvol",0.0375774256115846
"1CQQ_A","wcnCB","rsa",-0.909918940818562
"1CQQ_A","wcnCB","seqent",-0.378618681646553
"1CQQ_A","wcnN","asa",-0.775347238635334
"1CQQ_A","wcnN","ddgent",-0.691912301820015
"1CQQ_A","wcnN","hbe_mean",-0.588923261008889
"1CQQ_A","wcnN","hpshh",-0.438581136916036
"1CQQ_A","wcnN","resvol",0.0470428867405093
"1CQQ_A","wcnN","rsa",-0.810220421344159
"1CQQ_A","wcnN","seqent",-0.352161074930296
"1CQQ_A","wcnO","asa",-0.718809097118259
"1CQQ_A","wcnO","ddgent",-0.61797997880593
"1CQQ_A","wcnO","hbe_mean",-0.618842017752478
"1CQQ_A","wcnO","hpshh",-0.358440633484093
"1CQQ_A","wcnO","resvol",0.0842759069154754
"1CQQ_A","wcnO","rsa",-0.771069159811744
"1CQQ_A","wcnO","seqent",-0.278967457843349
"1CQQ_A","wcnSC","asa",-0.910940845494036
"1CQQ_A","wcnSC","ddgent",-0.789143697850757
"1CQQ_A","wcnSC","hbe_mean",-0.512598221878669
"1CQQ_A","wcnSC","hpshh",-0.554178635708409
"1CQQ_A","wcnSC","resvol",-0.0391639659712623
"1CQQ_A","wcnSC","rsa",-0.927560819632929
"1CQQ_A","wcnSC","seqent",-0.411409817175427
"1CVR_A","wcnAA","asa",-0.840123459339711
"1CVR_A","wcnAA","ddgent",-0.707721210973758
"1CVR_A","wcnAA","hbe_mean",-0.334578001312384
"1CVR_A","wcnAA","hpshh",-0.350512634118793
"1CVR_A","wcnAA","resvol",0.0417278190814047
"1CVR_A","wcnAA","rsa",-0.855612127296458
"1CVR_A","wcnAA","seqent",-0.383874858221107
"1CVR_A","wcnC","asa",-0.717450018350185
"1CVR_A","wcnC","ddgent",-0.589957204274571
"1CVR_A","wcnC","hbe_mean",-0.383258347000413
"1CVR_A","wcnC","hpshh",-0.226372242576345
"1CVR_A","wcnC","resvol",0.0953247715547546
"1CVR_A","wcnC","rsa",-0.746027758907086
"1CVR_A","wcnC","seqent",-0.333412456508147
"1CVR_A","wcnCA","asa",-0.771493123879118
"1CVR_A","wcnCA","ddgent",-0.654766710307828
"1CVR_A","wcnCA","hbe_mean",-0.366623295174809
"1CVR_A","wcnCA","hpshh",-0.27987383400084
"1CVR_A","wcnCA","resvol",0.0890746970063832
"1CVR_A","wcnCA","rsa",-0.799072023928847
"1CVR_A","wcnCA","seqent",-0.363934106458167
"1CVR_A","wcnCB","asa",-0.834657186997465
"1CVR_A","wcnCB","ddgent",-0.728826148021531
"1CVR_A","wcnCB","hbe_mean",-0.35471307328256
"1CVR_A","wcnCB","hpshh",-0.321801787408323
"1CVR_A","wcnCB","resvol",0.081664671514162
"1CVR_A","wcnCB","rsa",-0.858015520824927
"1CVR_A","wcnCB","seqent",-0.392485057236792
"1CVR_A","wcnN","asa",-0.695868752506544
"1CVR_A","wcnN","ddgent",-0.57191846068753
"1CVR_A","wcnN","hbe_mean",-0.400704852059731
"1CVR_A","wcnN","hpshh",-0.221858576699875
"1CVR_A","wcnN","resvol",0.109005870578418
"1CVR_A","wcnN","rsa",-0.72664891955805
"1CVR_A","wcnN","seqent",-0.322529553138381
"1CVR_A","wcnO","asa",-0.702202101611828
"1CVR_A","wcnO","ddgent",-0.572751393629581
"1CVR_A","wcnO","hbe_mean",-0.417661180112902
"1CVR_A","wcnO","hpshh",-0.223352666255402
"1CVR_A","wcnO","resvol",0.113217997556262
"1CVR_A","wcnO","rsa",-0.732891098780398
"1CVR_A","wcnO","seqent",-0.331489387528206
"1CVR_A","wcnSC","asa",-0.864739792536988
"1CVR_A","wcnSC","ddgent",-0.750977758487551
"1CVR_A","wcnSC","hbe_mean",-0.302208751439215
"1CVR_A","wcnSC","hpshh",-0.384554592828232
"1CVR_A","wcnSC","resvol",0.0808929402039483
"1CVR_A","wcnSC","rsa",-0.882279829534952
"1CVR_A","wcnSC","seqent",-0.389297555518105
"1CWY_A","wcnAA","asa",-0.769026325958682
"1CWY_A","wcnAA","ddgent",-0.63625598502394
"1CWY_A","wcnAA","hbe_mean",-0.161406858041688
"1CWY_A","wcnAA","hpshh",-0.348162809463964
"1CWY_A","wcnAA","resvol",-0.0198899386778188
"1CWY_A","wcnAA","rsa",-0.782134556430867
"1CWY_A","wcnAA","seqent",-0.621418829722618
"1CWY_A","wcnC","asa",-0.661930071007448
"1CWY_A","wcnC","ddgent",-0.537152004608018
"1CWY_A","wcnC","hbe_mean",-0.279491254868999
"1CWY_A","wcnC","hpshh",-0.247631414963455
"1CWY_A","wcnC","resvol",0.0579742632061609
"1CWY_A","wcnC","rsa",-0.694760610499755
"1CWY_A","wcnC","seqent",-0.510377290187542
"1CWY_A","wcnCA","asa",-0.698386836096854
"1CWY_A","wcnCA","ddgent",-0.592072288289153
"1CWY_A","wcnCA","hbe_mean",-0.231591253041212
"1CWY_A","wcnCA","hpshh",-0.27851944392495
"1CWY_A","wcnCA","resvol",0.059971949373481
"1CWY_A","wcnCA","rsa",-0.731379370544857
"1CWY_A","wcnCA","seqent",-0.574147588027949
"1CWY_A","wcnCB","asa",-0.753154152471089
"1CWY_A","wcnCB","ddgent",-0.651166860667443
"1CWY_A","wcnCB","hbe_mean",-0.19737062853082
"1CWY_A","wcnCB","hpshh",-0.327292803287842
"1CWY_A","wcnCB","resvol",0.0505625230707392
"1CWY_A","wcnCB","rsa",-0.782928182361945
"1CWY_A","wcnCB","seqent",-0.620758698507775
"1CWY_A","wcnN","asa",-0.622513644633128
"1CWY_A","wcnN","ddgent",-0.517451957807831
"1CWY_A","wcnN","hbe_mean",-0.299878913938879
"1CWY_A","wcnN","hpshh",-0.234617595002836
"1CWY_A","wcnN","resvol",0.0770069280604093
"1CWY_A","wcnN","rsa",-0.654829466964751
"1CWY_A","wcnN","seqent",-0.490901019221632
"1CWY_A","wcnO","asa",-0.662901671885424
"1CWY_A","wcnO","ddgent",-0.534288601154405
"1CWY_A","wcnO","hbe_mean",-0.279942657036407
"1CWY_A","wcnO","hpshh",-0.251468153709776
"1CWY_A","wcnO","resvol",0.0463085029988671
"1CWY_A","wcnO","rsa",-0.695273573225985
"1CWY_A","wcnO","seqent",-0.499861129200647
"1CWY_A","wcnSC","asa",-0.791323575659978
"1CWY_A","wcnSC","ddgent",-0.682066024264097
"1CWY_A","wcnSC","hbe_mean",-0.137173206414643
"1CWY_A","wcnSC","hpshh",-0.37894448702393
"1CWY_A","wcnSC","resvol",0.029267256985594
"1CWY_A","wcnSC","rsa",-0.811424103120585
"1CWY_A","wcnSC","seqent",-0.649052799862765
"1CZ1_A","wcnAA","asa",-0.858260969463274
"1CZ1_A","wcnAA","ddgent",-0.729049276690212
"1CZ1_A","wcnAA","hbe_mean",-0.280172637487736
"1CZ1_A","wcnAA","hpshh",-0.338068742284978
"1CZ1_A","wcnAA","resvol",0.0621298239077773
"1CZ1_A","wcnAA","rsa",-0.871885086200387
"1CZ1_A","wcnAA","seqent",-0.595131926231378
"1CZ1_A","wcnC","asa",-0.755664157467587
"1CZ1_A","wcnC","ddgent",-0.611343600720637
"1CZ1_A","wcnC","hbe_mean",-0.436913609267452
"1CZ1_A","wcnC","hpshh",-0.232247128010943
"1CZ1_A","wcnC","resvol",0.0946731880438354
"1CZ1_A","wcnC","rsa",-0.782489372562921
"1CZ1_A","wcnC","seqent",-0.512490429198633
"1CZ1_A","wcnCA","asa",-0.796123632990126
"1CZ1_A","wcnCA","ddgent",-0.668342364180457
"1CZ1_A","wcnCA","hbe_mean",-0.36126400055042
"1CZ1_A","wcnCA","hpshh",-0.272243320224361
"1CZ1_A","wcnCA","resvol",0.117673793004935
"1CZ1_A","wcnCA","rsa",-0.826922500537944
"1CZ1_A","wcnCA","seqent",-0.562062692243739
"1CZ1_A","wcnCB","asa",-0.843780327997926
"1CZ1_A","wcnCB","ddgent",-0.731695011607586
"1CZ1_A","wcnCB","hbe_mean",-0.296736627324605
"1CZ1_A","wcnCB","hpshh",-0.321658631675977
"1CZ1_A","wcnCB","resvol",0.109161242099074
"1CZ1_A","wcnCB","rsa",-0.869273803247048
"1CZ1_A","wcnCB","seqent",-0.586538241758565
"1CZ1_A","wcnN","asa",-0.71751197634709
"1CZ1_A","wcnN","ddgent",-0.597128048370744
"1CZ1_A","wcnN","hbe_mean",-0.4118968460513
"1CZ1_A","wcnN","hpshh",-0.224356498752743
"1CZ1_A","wcnN","resvol",0.116267612835531
"1CZ1_A","wcnN","rsa",-0.747444723666106
"1CZ1_A","wcnN","seqent",-0.539014289617232
"1CZ1_A","wcnO","asa",-0.757044971859597
"1CZ1_A","wcnO","ddgent",-0.605167472469691
"1CZ1_A","wcnO","hbe_mean",-0.447143145857897
"1CZ1_A","wcnO","hpshh",-0.241643837390262
"1CZ1_A","wcnO","resvol",0.0942761593556018
"1CZ1_A","wcnO","rsa",-0.782578894394127
"1CZ1_A","wcnO","seqent",-0.476758194837727
"1CZ1_A","wcnSC","asa",-0.863888142367541
"1CZ1_A","wcnSC","ddgent",-0.751198306023339
"1CZ1_A","wcnSC","hbe_mean",-0.228880815748388
"1CZ1_A","wcnSC","hpshh",-0.368167639981907
"1CZ1_A","wcnSC","resvol",0.105944670149048
"1CZ1_A","wcnSC","rsa",-0.883730103352279
"1CZ1_A","wcnSC","seqent",-0.614342688888747
"1CZF_A","wcnAA","asa",-0.784394672804511
"1CZF_A","wcnAA","ddgent",-0.588284411986262
"1CZF_A","wcnAA","hbe_mean",-0.46220690541263
"1CZF_A","wcnAA","hpshh",-0.362186756505377
"1CZF_A","wcnAA","resvol",0.110311277265067
"1CZF_A","wcnAA","rsa",-0.80829885184932
"1CZF_A","wcnAA","seqent",-0.409376966773021
"1CZF_A","wcnC","asa",-0.576874216771515
"1CZF_A","wcnC","ddgent",-0.40170894884006
"1CZF_A","wcnC","hbe_mean",-0.524432895140205
"1CZF_A","wcnC","hpshh",-0.194589582817271
"1CZF_A","wcnC","resvol",0.197583904170176
"1CZF_A","wcnC","rsa",-0.629843813807086
"1CZF_A","wcnC","seqent",-0.27135579907717
"1CZF_A","wcnCA","asa",-0.673459157848387
"1CZF_A","wcnCA","ddgent",-0.499011465342237
"1CZF_A","wcnCA","hbe_mean",-0.505191214288412
"1CZF_A","wcnCA","hpshh",-0.269567038253334
"1CZF_A","wcnCA","resvol",0.205362978490348
"1CZF_A","wcnCA","rsa",-0.726476617563425
"1CZF_A","wcnCA","seqent",-0.341165799250636
"1CZF_A","wcnCB","asa",-0.795408363281009
"1CZF_A","wcnCB","ddgent",-0.650874264264648
"1CZF_A","wcnCB","hbe_mean",-0.438895424613952
"1CZF_A","wcnCB","hpshh",-0.361356087822519
"1CZF_A","wcnCB","resvol",0.190918507252729
"1CZF_A","wcnCB","rsa",-0.836976616847141
"1CZF_A","wcnCB","seqent",-0.438831205135988
"1CZF_A","wcnN","asa",-0.592202136643797
"1CZF_A","wcnN","ddgent",-0.394852406062076
"1CZF_A","wcnN","hbe_mean",-0.525802477958854
"1CZF_A","wcnN","hpshh",-0.204527185452238
"1CZF_A","wcnN","resvol",0.178409549325329
"1CZF_A","wcnN","rsa",-0.643994583527391
"1CZF_A","wcnN","seqent",-0.251246065660642
"1CZF_A","wcnO","asa",-0.556547315069291
"1CZF_A","wcnO","ddgent",-0.367438045018705
"1CZF_A","wcnO","hbe_mean",-0.579388762551305
"1CZF_A","wcnO","hpshh",-0.202304170033428
"1CZF_A","wcnO","resvol",0.19978625772727
"1CZF_A","wcnO","rsa",-0.610358284510518
"1CZF_A","wcnO","seqent",-0.226942468757879
"1CZF_A","wcnSC","asa",-0.851189189443496
"1CZF_A","wcnSC","ddgent",-0.689135375304827
"1CZF_A","wcnSC","hbe_mean",-0.40203624766325
"1CZF_A","wcnSC","hpshh",-0.431019537299572
"1CZF_A","wcnSC","resvol",0.154739296915558
"1CZF_A","wcnSC","rsa",-0.877563855650826
"1CZF_A","wcnSC","seqent",-0.474406428592477
"1D1Q_A","wcnAA","asa",-0.881262305655683
"1D1Q_A","wcnAA","ddgent",-0.728827322665393
"1D1Q_A","wcnAA","hbe_mean",-0.534982670854034
"1D1Q_A","wcnAA","hpshh",-0.427552190246673
"1D1Q_A","wcnAA","resvol",-0.106567845290054
"1D1Q_A","wcnAA","rsa",-0.899228850776941
"1D1Q_A","wcnAA","seqent",-0.555957185329881
"1D1Q_A","wcnC","asa",-0.734675904722748
"1D1Q_A","wcnC","ddgent",-0.594139598758061
"1D1Q_A","wcnC","hbe_mean",-0.662475464037144
"1D1Q_A","wcnC","hpshh",-0.288392480977277
"1D1Q_A","wcnC","resvol",0.0331667225032492
"1D1Q_A","wcnC","rsa",-0.773704966764242
"1D1Q_A","wcnC","seqent",-0.464807559884205
"1D1Q_A","wcnCA","asa",-0.796573129959936
"1D1Q_A","wcnCA","ddgent",-0.681173871507046
"1D1Q_A","wcnCA","hbe_mean",-0.58687507164908
"1D1Q_A","wcnCA","hpshh",-0.356864164057124
"1D1Q_A","wcnCA","resvol",-0.0103116607818923
"1D1Q_A","wcnCA","rsa",-0.832754074505635
"1D1Q_A","wcnCA","seqent",-0.529614821171487
"1D1Q_A","wcnCB","asa",-0.870271993015019
"1D1Q_A","wcnCB","ddgent",-0.759260807260568
"1D1Q_A","wcnCB","hbe_mean",-0.53893798447854
"1D1Q_A","wcnCB","hpshh",-0.410963288578182
"1D1Q_A","wcnCB","resvol",-0.028887968997917
"1D1Q_A","wcnCB","rsa",-0.901397726749495
"1D1Q_A","wcnCB","seqent",-0.584499846692869
"1D1Q_A","wcnN","asa",-0.67232661268939
"1D1Q_A","wcnN","ddgent",-0.582472534033915
"1D1Q_A","wcnN","hbe_mean",-0.654890340136619
"1D1Q_A","wcnN","hpshh",-0.262168996634746
"1D1Q_A","wcnN","resvol",0.0192491343200573
"1D1Q_A","wcnN","rsa",-0.71054262839995
"1D1Q_A","wcnN","seqent",-0.497304486711894
"1D1Q_A","wcnO","asa",-0.712755155838265
"1D1Q_A","wcnO","ddgent",-0.543103654167662
"1D1Q_A","wcnO","hbe_mean",-0.674572840777705
"1D1Q_A","wcnO","hpshh",-0.258944000415026
"1D1Q_A","wcnO","resvol",0.0520644253314681
"1D1Q_A","wcnO","rsa",-0.754909538477583
"1D1Q_A","wcnO","seqent",-0.418125134864346
"1D1Q_A","wcnSC","asa",-0.911760348388028
"1D1Q_A","wcnSC","ddgent",-0.779531884404108
"1D1Q_A","wcnSC","hbe_mean",-0.485235904516675
"1D1Q_A","wcnSC","hpshh",-0.479653463281268
"1D1Q_A","wcnSC","resvol",-0.0883144335302059
"1D1Q_A","wcnSC","rsa",-0.932389153258635
"1D1Q_A","wcnSC","seqent",-0.589321393484484
"1D4C_A","wcnAA","asa",-0.756785548485089
"1D4C_A","wcnAA","ddgent",-0.642628697080113
"1D4C_A","wcnAA","hbe_mean",-0.245868965205852
"1D4C_A","wcnAA","hpshh",-0.306556279298703
"1D4C_A","wcnAA","resvol",-0.131341793301693
"1D4C_A","wcnAA","rsa",-0.767983021262049
"1D4C_A","wcnAA","seqent",-0.431507061351961
"1D4C_A","wcnC","asa",-0.681718727269591
"1D4C_A","wcnC","ddgent",-0.559245828784686
"1D4C_A","wcnC","hbe_mean",-0.319863988820138
"1D4C_A","wcnC","hpshh",-0.219580474098734
"1D4C_A","wcnC","resvol",-0.068159633048081
"1D4C_A","wcnC","rsa",-0.705724314719144
"1D4C_A","wcnC","seqent",-0.392791719780358
"1D4C_A","wcnCA","asa",-0.71311282218032
"1D4C_A","wcnCA","ddgent",-0.602894956343518
"1D4C_A","wcnCA","hbe_mean",-0.279904321548302
"1D4C_A","wcnCA","hpshh",-0.253544593862719
"1D4C_A","wcnCA","resvol",-0.0694711575223542
"1D4C_A","wcnCA","rsa",-0.737766811083476
"1D4C_A","wcnCA","seqent",-0.415629073800845
"1D4C_A","wcnCB","asa",-0.751298071060756
"1D4C_A","wcnCB","ddgent",-0.649295513860907
"1D4C_A","wcnCB","hbe_mean",-0.251517998837823
"1D4C_A","wcnCB","hpshh",-0.296951921958924
"1D4C_A","wcnCB","resvol",-0.081125692247994
"1D4C_A","wcnCB","rsa",-0.773978703694099
"1D4C_A","wcnCB","seqent",-0.446926411026788
"1D4C_A","wcnN","asa",-0.648649074657843
"1D4C_A","wcnN","ddgent",-0.52587597668004
"1D4C_A","wcnN","hbe_mean",-0.34695328397249
"1D4C_A","wcnN","hpshh",-0.212152018394904
"1D4C_A","wcnN","resvol",-0.0794757665358863
"1D4C_A","wcnN","rsa",-0.671531548182282
"1D4C_A","wcnN","seqent",-0.370426611145912
"1D4C_A","wcnO","asa",-0.68262531532634
"1D4C_A","wcnO","ddgent",-0.55810137595797
"1D4C_A","wcnO","hbe_mean",-0.347719070092853
"1D4C_A","wcnO","hpshh",-0.217931313248687
"1D4C_A","wcnO","resvol",-0.064607363851155
"1D4C_A","wcnO","rsa",-0.706541216273301
"1D4C_A","wcnO","seqent",-0.37913713452496
"1D4C_A","wcnSC","asa",-0.771580695733918
"1D4C_A","wcnSC","ddgent",-0.669759460470387
"1D4C_A","wcnSC","hbe_mean",-0.206836264663837
"1D4C_A","wcnSC","hpshh",-0.338694032809411
"1D4C_A","wcnSC","resvol",-0.0937216189918681
"1D4C_A","wcnSC","rsa",-0.788366051455981
"1D4C_A","wcnSC","seqent",-0.446648558637197
"1D6O_A","wcnAA","asa",-0.883218735834111
"1D6O_A","wcnAA","ddgent",-0.710838770352084
"1D6O_A","wcnAA","hbe_mean",-0.60505895046165
"1D6O_A","wcnAA","hpshh",-0.517232868795742
"1D6O_A","wcnAA","resvol",-0.0616093108528045
"1D6O_A","wcnAA","rsa",-0.921980619401138
"1D6O_A","wcnAA","seqent",-0.40780026117322
"1D6O_A","wcnC","asa",-0.65906899065884
"1D6O_A","wcnC","ddgent",-0.516203295519113
"1D6O_A","wcnC","hbe_mean",-0.657852978446644
"1D6O_A","wcnC","hpshh",-0.302771537574892
"1D6O_A","wcnC","resvol",0.0624209305167336
"1D6O_A","wcnC","rsa",-0.746968048139935
"1D6O_A","wcnC","seqent",-0.223145793675508
"1D6O_A","wcnCA","asa",-0.737183340684704
"1D6O_A","wcnCA","ddgent",-0.631232978702561
"1D6O_A","wcnCA","hbe_mean",-0.606185771771648
"1D6O_A","wcnCA","hpshh",-0.391558008246533
"1D6O_A","wcnCA","resvol",0.0512402547827277
"1D6O_A","wcnCA","rsa",-0.816908362488423
"1D6O_A","wcnCA","seqent",-0.295521641013642
"1D6O_A","wcnCB","asa",-0.812336288035723
"1D6O_A","wcnCB","ddgent",-0.746086326142754
"1D6O_A","wcnCB","hbe_mean",-0.581121346458803
"1D6O_A","wcnCB","hpshh",-0.481729082398206
"1D6O_A","wcnCB","resvol",0.0396709853914465
"1D6O_A","wcnCB","rsa",-0.880789078593905
"1D6O_A","wcnCB","seqent",-0.446281785638213
"1D6O_A","wcnN","asa",-0.599934093868611
"1D6O_A","wcnN","ddgent",-0.533680126961735
"1D6O_A","wcnN","hbe_mean",-0.601129773545914
"1D6O_A","wcnN","hpshh",-0.239644420756593
"1D6O_A","wcnN","resvol",0.0531487907197247
"1D6O_A","wcnN","rsa",-0.68201856794305
"1D6O_A","wcnN","seqent",-0.254383852379007
"1D6O_A","wcnO","asa",-0.597600273217574
"1D6O_A","wcnO","ddgent",-0.441436940378926
"1D6O_A","wcnO","hbe_mean",-0.730630937403314
"1D6O_A","wcnO","hpshh",-0.265794768751791
"1D6O_A","wcnO","resvol",0.0751904132292191
"1D6O_A","wcnO","rsa",-0.68182246444004
"1D6O_A","wcnO","seqent",-0.179606585404112
"1D6O_A","wcnSC","asa",-0.883022616451671
"1D6O_A","wcnSC","ddgent",-0.772135033993613
"1D6O_A","wcnSC","hbe_mean",-0.485454217239892
"1D6O_A","wcnSC","hpshh",-0.555633520630222
"1D6O_A","wcnSC","resvol",0.00555344606409711
"1D6O_A","wcnSC","rsa",-0.92834417807381
"1D6O_A","wcnSC","seqent",-0.485880705362761
"1DDJ_A","wcnAA","asa",-0.873900038997963
"1DDJ_A","wcnAA","ddgent",-0.768366742371877
"1DDJ_A","wcnAA","hbe_mean",-0.505208899230788
"1DDJ_A","wcnAA","hpshh",-0.386047391783091
"1DDJ_A","wcnAA","resvol",-0.17573517490029
"1DDJ_A","wcnAA","rsa",-0.880797013136474
"1DDJ_A","wcnAA","seqent",-0.653420466223625
"1DDJ_A","wcnC","asa",-0.777226686105107
"1DDJ_A","wcnC","ddgent",-0.678118539707011
"1DDJ_A","wcnC","hbe_mean",-0.549112645010079
"1DDJ_A","wcnC","hpshh",-0.273254898429643
"1DDJ_A","wcnC","resvol",-0.0537622881893382
"1DDJ_A","wcnC","rsa",-0.806006932079056
"1DDJ_A","wcnC","seqent",-0.586597997618447
"1DDJ_A","wcnCA","asa",-0.814211174790373
"1DDJ_A","wcnCA","ddgent",-0.735904815297337
"1DDJ_A","wcnCA","hbe_mean",-0.530741955397048
"1DDJ_A","wcnCA","hpshh",-0.306313411760263
"1DDJ_A","wcnCA","resvol",-0.0627166770569934
"1DDJ_A","wcnCA","rsa",-0.843643081807299
"1DDJ_A","wcnCA","seqent",-0.618614741151274
"1DDJ_A","wcnCB","asa",-0.866516453636137
"1DDJ_A","wcnCB","ddgent",-0.786448395697226
"1DDJ_A","wcnCB","hbe_mean",-0.516146005007298
"1DDJ_A","wcnCB","hpshh",-0.365205946915533
"1DDJ_A","wcnCB","resvol",-0.101407035701849
"1DDJ_A","wcnCB","rsa",-0.888035868508928
"1DDJ_A","wcnCB","seqent",-0.643937371511493
"1DDJ_A","wcnN","asa",-0.764318863598077
"1DDJ_A","wcnN","ddgent",-0.658793802578224
"1DDJ_A","wcnN","hbe_mean",-0.575283718926465
"1DDJ_A","wcnN","hpshh",-0.281897232308609
"1DDJ_A","wcnN","resvol",-0.0362861687543612
"1DDJ_A","wcnN","rsa",-0.794865694422575
"1DDJ_A","wcnN","seqent",-0.580687140683452
"1DDJ_A","wcnO","asa",-0.744896745860078
"1DDJ_A","wcnO","ddgent",-0.62872566788878
"1DDJ_A","wcnO","hbe_mean",-0.572698193811721
"1DDJ_A","wcnO","hpshh",-0.248114035119458
