"pdb","bf","variable","value"
"1D4C_A","bfN","r4s_JC",0.508158136969393
"1D4C_A","bfN","resvol",0.0920662974679246
"1D4C_A","bfN","rsa",0.448223321395783
"1D4C_A","bfN","seqent",0.336353404214176
"1D4C_A","bfO","ddgent",0.365894998958424
"1D4C_A","bfO","hbe",0.201191998707145
"1D4C_A","bfO","hpshh",0.192569209028596
"1D4C_A","bfO","r4s_JC",0.490059556480508
"1D4C_A","bfO","resvol",0.0503195375801794
"1D4C_A","bfO","rsa",0.471373816410487
"1D4C_A","bfO","seqent",0.329505165091828
"1D4C_A","bfSC","ddgent",0.410231572886421
"1D4C_A","bfSC","hbe",0.193479588992125
"1D4C_A","bfSC","hpshh",0.305785108140932
"1D4C_A","bfSC","r4s_JC",0.499640154673223
"1D4C_A","bfSC","resvol",0.0929873218360473
"1D4C_A","bfSC","rsa",0.499450622585425
"1D4C_A","bfSC","seqent",0.346125036735727
"1D6O_A","bfAA","ddgent",0.543368796410588
"1D6O_A","bfAA","hbe",0.243569774990902
"1D6O_A","bfAA","hpshh",0.495319800244753
"1D6O_A","bfAA","r4s_JC",0.35777370499672
"1D6O_A","bfAA","resvol",0.263254986629241
"1D6O_A","bfAA","rsa",0.617559346503689
"1D6O_A","bfAA","seqent",0.316252263592211
"1D6O_A","bfC","ddgent",0.386755161524073
"1D6O_A","bfC","hbe",0.282015359929488
"1D6O_A","bfC","hpshh",0.304761556640716
"1D6O_A","bfC","r4s_JC",0.212533908769323
"1D6O_A","bfC","resvol",0.0972866202482672
"1D6O_A","bfC","rsa",0.477279043446681
"1D6O_A","bfC","seqent",0.160048051457215
"1D6O_A","bfCA","ddgent",0.49535770528006
"1D6O_A","bfCA","hbe",0.310474325852262
"1D6O_A","bfCA","hpshh",0.346969225019958
"1D6O_A","bfCA","r4s_JC",0.288929187624335
"1D6O_A","bfCA","resvol",0.123932166752032
"1D6O_A","bfCA","rsa",0.536775823062081
"1D6O_A","bfCA","seqent",0.227459104381366
"1D6O_A","bfCB","ddgent",0.492852227125613
"1D6O_A","bfCB","hbe",0.27794231669679
"1D6O_A","bfCB","hpshh",0.412673788404904
"1D6O_A","bfCB","r4s_JC",0.341661209607652
"1D6O_A","bfCB","resvol",0.159088460822767
"1D6O_A","bfCB","rsa",0.556251673263162
"1D6O_A","bfCB","seqent",0.279782145909099
"1D6O_A","bfN","ddgent",0.473365824991596
"1D6O_A","bfN","hbe",0.382080032008425
"1D6O_A","bfN","hpshh",0.348303130416935
"1D6O_A","bfN","r4s_JC",0.22556218789
"1D6O_A","bfN","resvol",0.056380788820186
"1D6O_A","bfN","rsa",0.518367831177048
"1D6O_A","bfN","seqent",0.162709229518313
"1D6O_A","bfO","ddgent",0.378137039070054
"1D6O_A","bfO","hbe",0.343158035248226
"1D6O_A","bfO","hpshh",0.239161265232385
"1D6O_A","bfO","r4s_JC",0.186552216574995
"1D6O_A","bfO","resvol",0.00246440261223211
"1D6O_A","bfO","rsa",0.441517735919305
"1D6O_A","bfO","seqent",0.128575542181034
"1D6O_A","bfSC","ddgent",0.572111522561179
"1D6O_A","bfSC","hbe",0.188193856439084
"1D6O_A","bfSC","hpshh",0.549294786258874
"1D6O_A","bfSC","r4s_JC",0.41544278891635
"1D6O_A","bfSC","resvol",0.329753691093837
"1D6O_A","bfSC","rsa",0.626187900636126
"1D6O_A","bfSC","seqent",0.38309014319659
"1DDJ_A","bfAA","ddgent",0.561370020645118
"1DDJ_A","bfAA","hbe",0.366330662042075
"1DDJ_A","bfAA","hpshh",0.347860362251672
"1DDJ_A","bfAA","r4s_JC",0.508650457277585
"1DDJ_A","bfAA","resvol",0.0914381534602385
"1DDJ_A","bfAA","rsa",0.684734059684681
"1DDJ_A","bfAA","seqent",0.486478373151545
"1DDJ_A","bfC","ddgent",0.436113933141545
"1DDJ_A","bfC","hbe",0.320840792174054
"1DDJ_A","bfC","hpshh",0.180038641321171
"1DDJ_A","bfC","r4s_JC",0.397541628914673
"1DDJ_A","bfC","resvol",0.0208397537703689
"1DDJ_A","bfC","rsa",0.539732892742454
"1DDJ_A","bfC","seqent",0.381274202778551
"1DDJ_A","bfCA","ddgent",0.487932069038841
"1DDJ_A","bfCA","hbe",0.342937613008892
"1DDJ_A","bfCA","hpshh",0.220112984337857
"1DDJ_A","bfCA","r4s_JC",0.439166381232382
"1DDJ_A","bfCA","resvol",0.0314135320425992
"1DDJ_A","bfCA","rsa",0.586438519916475
"1DDJ_A","bfCA","seqent",0.42074004630026
"1DDJ_A","bfCB","ddgent",0.513004130417013
"1DDJ_A","bfCB","hbe",0.373437545416324
"1DDJ_A","bfCB","hpshh",0.271678029017847
"1DDJ_A","bfCB","r4s_JC",0.445129427847087
"1DDJ_A","bfCB","resvol",0.0280391557141394
"1DDJ_A","bfCB","rsa",0.61621469169879
"1DDJ_A","bfCB","seqent",0.413775624930693
"1DDJ_A","bfN","ddgent",0.46065455527198
"1DDJ_A","bfN","hbe",0.340784728800137
"1DDJ_A","bfN","hpshh",0.200760933718222
"1DDJ_A","bfN","r4s_JC",0.390378754960716
"1DDJ_A","bfN","resvol",-0.0107207965116075
"1DDJ_A","bfN","rsa",0.544980697973896
"1DDJ_A","bfN","seqent",0.37325710837017
"1DDJ_A","bfO","ddgent",0.395098207658572
"1DDJ_A","bfO","hbe",0.320873975860093
"1DDJ_A","bfO","hpshh",0.136816157263444
"1DDJ_A","bfO","r4s_JC",0.355160162370946
"1DDJ_A","bfO","resvol",-0.0145440281795518
"1DDJ_A","bfO","rsa",0.495579123969529
"1DDJ_A","bfO","seqent",0.340968808108705
"1DDJ_A","bfSC","ddgent",0.578450568595496
"1DDJ_A","bfSC","hbe",0.352700026161637
"1DDJ_A","bfSC","hpshh",0.402799600850476
"1DDJ_A","bfSC","r4s_JC",0.528001762587825
"1DDJ_A","bfSC","resvol",0.122462897615299
"1DDJ_A","bfSC","rsa",0.698184631155657
"1DDJ_A","bfSC","seqent",0.501046765581472
"1DGK_N","bfAA","ddgent",0.471482543503809
"1DGK_N","bfAA","hbe",0.291403132626444
"1DGK_N","bfAA","hpshh",0.279185666972874
"1DGK_N","bfAA","r4s_JC",0.411559561145232
"1DGK_N","bfAA","resvol",0.0958646400396594
"1DGK_N","bfAA","rsa",0.589622606555491
"1DGK_N","bfAA","seqent",0.367740364688615
"1DGK_N","bfC","ddgent",0.387061842181313
"1DGK_N","bfC","hbe",0.270823656475753
"1DGK_N","bfC","hpshh",0.19037158817177
"1DGK_N","bfC","r4s_JC",0.352961272371405
"1DGK_N","bfC","resvol",0.0582164882122534
"1DGK_N","bfC","rsa",0.506820837005363
"1DGK_N","bfC","seqent",0.309251715525268
"1DGK_N","bfCA","ddgent",0.41498267592465
"1DGK_N","bfCA","hbe",0.283245314485967
"1DGK_N","bfCA","hpshh",0.210774970506755
"1DGK_N","bfCA","r4s_JC",0.372383084624493
"1DGK_N","bfCA","resvol",0.060114375088331
"1DGK_N","bfCA","rsa",0.530850642948705
"1DGK_N","bfCA","seqent",0.326552260662444
"1DGK_N","bfCB","ddgent",0.464738723769837
"1DGK_N","bfCB","hbe",0.29063118599887
"1DGK_N","bfCB","hpshh",0.262825586257098
"1DGK_N","bfCB","r4s_JC",0.408722887949175
"1DGK_N","bfCB","resvol",0.0732590019397984
"1DGK_N","bfCB","rsa",0.579327072953018
"1DGK_N","bfCB","seqent",0.362435182324139
"1DGK_N","bfN","ddgent",0.393679909236805
"1DGK_N","bfN","hbe",0.2815460740897
"1DGK_N","bfN","hpshh",0.180305284384177
"1DGK_N","bfN","r4s_JC",0.360313938685345
"1DGK_N","bfN","resvol",0.0530580068906481
"1DGK_N","bfN","rsa",0.502362382831974
"1DGK_N","bfN","seqent",0.303638806594846
"1DGK_N","bfO","ddgent",0.373435988263337
"1DGK_N","bfO","hbe",0.27624845986915
"1DGK_N","bfO","hpshh",0.181363843215425
"1DGK_N","bfO","r4s_JC",0.331350929160118
"1DGK_N","bfO","resvol",0.0521633318694609
"1DGK_N","bfO","rsa",0.493575469424346
"1DGK_N","bfO","seqent",0.296907636411375
"1DGK_N","bfSC","ddgent",0.514824407550498
"1DGK_N","bfSC","hbe",0.294919320516484
"1DGK_N","bfSC","hpshh",0.332159166164241
"1DGK_N","bfSC","r4s_JC",0.437263579127125
"1DGK_N","bfSC","resvol",0.114229405794596
"1DGK_N","bfSC","rsa",0.627559312702863
"1DGK_N","bfSC","seqent",0.395687231331543
"1DGS_A","bfAA","ddgent",0.38624836798943
"1DGS_A","bfAA","hbe",0.211207553250088
"1DGS_A","bfAA","hpshh",0.329695927879124
"1DGS_A","bfAA","r4s_JC",0.251007848304199
"1DGS_A","bfAA","resvol",0.126903322371996
"1DGS_A","bfAA","rsa",0.454564282757385
"1DGS_A","bfAA","seqent",0.234820741081178
"1DGS_A","bfC","ddgent",0.264760704840039
"1DGS_A","bfC","hbe",0.236752594349492
"1DGS_A","bfC","hpshh",0.175290085742599
"1DGS_A","bfC","r4s_JC",0.201369272270167
"1DGS_A","bfC","resvol",0.0607464514457356
"1DGS_A","bfC","rsa",0.326472831019977
"1DGS_A","bfC","seqent",0.183944970176361
"1DGS_A","bfCA","ddgent",0.287020062932602
"1DGS_A","bfCA","hbe",0.235317373067296
"1DGS_A","bfCA","hpshh",0.194240141850701
"1DGS_A","bfCA","r4s_JC",0.207086822543653
"1DGS_A","bfCA","resvol",0.0715061923252456
"1DGS_A","bfCA","rsa",0.339575865738648
"1DGS_A","bfCA","seqent",0.192989172595767
"1DGS_A","bfCB","ddgent",0.327814877545365
"1DGS_A","bfCB","hbe",0.187454644070121
"1DGS_A","bfCB","hpshh",0.252060850785695
"1DGS_A","bfCB","r4s_JC",0.221784284057428
"1DGS_A","bfCB","resvol",0.0494287228562082
"1DGS_A","bfCB","rsa",0.378943460806369
"1DGS_A","bfCB","seqent",0.215176960855534
"1DGS_A","bfN","ddgent",0.231643106094982
"1DGS_A","bfN","hbe",0.251989086852324
"1DGS_A","bfN","hpshh",0.138349181603866
"1DGS_A","bfN","r4s_JC",0.176721166294258
"1DGS_A","bfN","resvol",0.090501675183962
"1DGS_A","bfN","rsa",0.287209717745425
"1DGS_A","bfN","seqent",0.164072940743255
"1DGS_A","bfO","ddgent",0.241133399815417
"1DGS_A","bfO","hbe",0.235714411989469
"1DGS_A","bfO","hpshh",0.166715796211477
"1DGS_A","bfO","r4s_JC",0.177751678513585
"1DGS_A","bfO","resvol",0.0262452517898732
"1DGS_A","bfO","rsa",0.276138247762354
"1DGS_A","bfO","seqent",0.166257656296472
"1DGS_A","bfSC","ddgent",0.436313152102573
"1DGS_A","bfSC","hbe",0.178762291648051
"1DGS_A","bfSC","hpshh",0.397187087711498
"1DGS_A","bfSC","r4s_JC",0.266188422836872
"1DGS_A","bfSC","resvol",0.139667507061444
"1DGS_A","bfSC","rsa",0.500903806853396
"1DGS_A","bfSC","seqent",0.254423238800567
"1DNP_A","bfAA","ddgent",0.514098085676365
"1DNP_A","bfAA","hbe",0.194455303410881
"1DNP_A","bfAA","hpshh",0.288159558127934
"1DNP_A","bfAA","r4s_JC",0.557933583145807
"1DNP_A","bfAA","resvol",0.00443560730405529
"1DNP_A","bfAA","rsa",0.612213770317487
"1DNP_A","bfAA","seqent",0.48892594026564
"1DNP_A","bfC","ddgent",0.383175270291397
"1DNP_A","bfC","hbe",0.188793294833031
"1DNP_A","bfC","hpshh",0.0885920370140663
"1DNP_A","bfC","r4s_JC",0.476204137922148
"1DNP_A","bfC","resvol",-0.0517008244761566
"1DNP_A","bfC","rsa",0.448974105222634
"1DNP_A","bfC","seqent",0.424306488491704
"1DNP_A","bfCA","ddgent",0.389070569606035
"1DNP_A","bfCA","hbe",0.207966069214203
"1DNP_A","bfCA","hpshh",0.137855277844566
"1DNP_A","bfCA","r4s_JC",0.47578168646678
"1DNP_A","bfCA","resvol",-0.0716573585718995
"1DNP_A","bfCA","rsa",0.474731655893686
"1DNP_A","bfCA","seqent",0.407432503165628
"1DNP_A","bfCB","ddgent",0.453600822330769
"1DNP_A","bfCB","hbe",0.203072736910857
"1DNP_A","bfCB","hpshh",0.232017509956058
"1DNP_A","bfCB","r4s_JC",0.499085490321029
"1DNP_A","bfCB","resvol",-0.0308673480287953
"1DNP_A","bfCB","rsa",0.544954654126653
"1DNP_A","bfCB","seqent",0.428496543314434
"1DNP_A","bfN","ddgent",0.333438947940248
"1DNP_A","bfN","hbe",0.24699313721263
"1DNP_A","bfN","hpshh",0.103604393058652
"1DNP_A","bfN","r4s_JC",0.435417294607779
"1DNP_A","bfN","resvol",-0.0827179451169406
"1DNP_A","bfN","rsa",0.414599686444045
"1DNP_A","bfN","seqent",0.372739251498447
"1DNP_A","bfO","ddgent",0.375313287437904
"1DNP_A","bfO","hbe",0.204442462967236
"1DNP_A","bfO","hpshh",0.103703595777808
"1DNP_A","bfO","r4s_JC",0.43485268068272
"1DNP_A","bfO","resvol",-0.0713745434094736
"1DNP_A","bfO","rsa",0.429950156374906
"1DNP_A","bfO","seqent",0.39560011018407
"1DNP_A","bfSC","ddgent",0.528131881349253
"1DNP_A","bfSC","hbe",0.166712254953049
"1DNP_A","bfSC","hpshh",0.368792200932178
"1DNP_A","bfSC","r4s_JC",0.514500839812039
"1DNP_A","bfSC","resvol",0.0672939804748856
"1DNP_A","bfSC","rsa",0.624369199448963
"1DNP_A","bfSC","seqent",0.454097652339889
"1DVE_A","bfAA","ddgent",0.44310575471958
"1DVE_A","bfAA","hbe",0.175218389785549
"1DVE_A","bfAA","hpshh",0.328021423440549
"1DVE_A","bfAA","r4s_JC",0.406794500018533
"1DVE_A","bfAA","resvol",-0.00338895948645343
"1DVE_A","bfAA","rsa",0.470206550217315
"1DVE_A","bfAA","seqent",0.356833021602775
"1DVE_A","bfC","ddgent",0.333270987126562
"1DVE_A","bfC","hbe",0.144102348822579
"1DVE_A","bfC","hpshh",0.202516659273045
"1DVE_A","bfC","r4s_JC",0.300920869282216
"1DVE_A","bfC","resvol",-0.0415469714921677
"1DVE_A","bfC","rsa",0.363788848940427
"1DVE_A","bfC","seqent",0.25680310894341
"1DVE_A","bfCA","ddgent",0.358334272098719
"1DVE_A","bfCA","hbe",0.146692485135566
"1DVE_A","bfCA","hpshh",0.225002173865635
"1DVE_A","bfCA","r4s_JC",0.333778329473814
"1DVE_A","bfCA","resvol",-0.0404042006032153
"1DVE_A","bfCA","rsa",0.384900602324006
"1DVE_A","bfCA","seqent",0.295360706082225
"1DVE_A","bfCB","ddgent",0.414902709394367
"1DVE_A","bfCB","hbe",0.176607696011533
"1DVE_A","bfCB","hpshh",0.282242548774974
"1DVE_A","bfCB","r4s_JC",0.388916150524709
"1DVE_A","bfCB","resvol",-0.0143623169417873
"1DVE_A","bfCB","rsa",0.44978304834532
"1DVE_A","bfCB","seqent",0.34268688845168
"1DVE_A","bfN","ddgent",0.312952329292071
"1DVE_A","bfN","hbe",0.132545806639329
"1DVE_A","bfN","hpshh",0.171350537565527
"1DVE_A","bfN","r4s_JC",0.311937485401918
"1DVE_A","bfN","resvol",-0.0554404237052506
"1DVE_A","bfN","rsa",0.33721196233729
"1DVE_A","bfN","seqent",0.275499877247052
"1DVE_A","bfO","ddgent",0.326439113749479
"1DVE_A","bfO","hbe",0.142199048108127
"1DVE_A","bfO","hpshh",0.194688364511923
"1DVE_A","bfO","r4s_JC",0.294212886503859
"1DVE_A","bfO","resvol",-0.0391984112757725
"1DVE_A","bfO","rsa",0.355856631987679
"1DVE_A","bfO","seqent",0.249543728867958
"1DVE_A","bfSC","ddgent",0.492077500628331
"1DVE_A","bfSC","hbe",0.186806631079182
"1DVE_A","bfSC","hpshh",0.39405348499746
"1DVE_A","bfSC","r4s_JC",0.440902439772345
"1DVE_A","bfSC","resvol",0.0351400805945903
"1DVE_A","bfSC","rsa",0.518606262187548
"1DVE_A","bfSC","seqent",0.390203106551597
"1E0C_A","bfAA","ddgent",0.593294618169532
"1E0C_A","bfAA","hbe",0.475884911775877
"1E0C_A","bfAA","hpshh",0.263608794361133
"1E0C_A","bfAA","r4s_JC",0.473445298818473
"1E0C_A","bfAA","resvol",-0.0775279537932421
"1E0C_A","bfAA","rsa",0.678093641504238
"1E0C_A","bfAA","seqent",0.410460256085498
"1E0C_A","bfC","ddgent",0.421824542377439
"1E0C_A","bfC","hbe",0.438214802662213
"1E0C_A","bfC","hpshh",0.0701474382610034
"1E0C_A","bfC","r4s_JC",0.3323538902076
"1E0C_A","bfC","resvol",-0.143827446473145
"1E0C_A","bfC","rsa",0.500687089150219
"1E0C_A","bfC","seqent",0.267373188712319
"1E0C_A","bfCA","ddgent",0.46506329411563
"1E0C_A","bfCA","hbe",0.406415398245663
"1E0C_A","bfCA","hpshh",0.204524989244038
"1E0C_A","bfCA","r4s_JC",0.399446505573757
"1E0C_A","bfCA","resvol",-0.19772782490874
"1E0C_A","bfCA","rsa",0.563020486170709
"1E0C_A","bfCA","seqent",0.318736519490979
"1E0C_A","bfCB","ddgent",0.534277148809534
"1E0C_A","bfCB","hbe",0.457043251538881
"1E0C_A","bfCB","hpshh",0.196847484413615
"1E0C_A","bfCB","r4s_JC",0.435046637876908
"1E0C_A","bfCB","resvol",-0.215567284150457
"1E0C_A","bfCB","rsa",0.615933148758823
"1E0C_A","bfCB","seqent",0.384212213351727
"1E0C_A","bfN","ddgent",0.369923106321106
"1E0C_A","bfN","hbe",0.453721926982484
"1E0C_A","bfN","hpshh",0.111141674226534
"1E0C_A","bfN","r4s_JC",0.322762766278857
"1E0C_A","bfN","resvol",-0.200815659959294
"1E0C_A","bfN","rsa",0.488411873649087
"1E0C_A","bfN","seqent",0.271984506907505
"1E0C_A","bfO","ddgent",0.471715074811969
"1E0C_A","bfO","hbe",0.412991075260798
"1E0C_A","bfO","hpshh",0.0868288867037782
"1E0C_A","bfO","r4s_JC",0.367667693666478
"1E0C_A","bfO","resvol",-0.111403572354455
"1E0C_A","bfO","rsa",0.518108018099882
"1E0C_A","bfO","seqent",0.352082394051858
"1E0C_A","bfSC","ddgent",0.607065363513737
"1E0C_A","bfSC","hbe",0.409151092907307
"1E0C_A","bfSC","hpshh",0.280323301340237
"1E0C_A","bfSC","r4s_JC",0.477733356299118
"1E0C_A","bfSC","resvol",-0.0267070728196464
"1E0C_A","bfSC","rsa",0.65930958595199
"1E0C_A","bfSC","seqent",0.425236820005868
"1E1A_A","bfAA","ddgent",0.673829418958709
"1E1A_A","bfAA","hbe",0.456852209993477
"1E1A_A","bfAA","hpshh",0.368138181071626
"1E1A_A","bfAA","r4s_JC",0.574559620787758
"1E1A_A","bfAA","resvol",0.124372734464868
"1E1A_A","bfAA","rsa",0.784997085664694
"1E1A_A","bfAA","seqent",0.333402217180586
"1E1A_A","bfC","ddgent",0.608215123013789
"1E1A_A","bfC","hbe",0.492776860061596
"1E1A_A","bfC","hpshh",0.249299560810091
"1E1A_A","bfC","r4s_JC",0.549828704551173
"1E1A_A","bfC","resvol",0.0498004973901795
"1E1A_A","bfC","rsa",0.728664707496693
"1E1A_A","bfC","seqent",0.274532146191728
"1E1A_A","bfCA","ddgent",0.635089038783379
"1E1A_A","bfCA","hbe",0.497729393790735
"1E1A_A","bfCA","hpshh",0.286028863000324
"1E1A_A","bfCA","r4s_JC",0.556285050498284
"1E1A_A","bfCA","resvol",0.0587215881701605
"1E1A_A","bfCA","rsa",0.75066870188867
"1E1A_A","bfCA","seqent",0.295556883733165
"1E1A_A","bfCB","ddgent",0.667832522552422
"1E1A_A","bfCB","hbe",0.485102379594523
"1E1A_A","bfCB","hpshh",0.337796136145951
"1E1A_A","bfCB","r4s_JC",0.560166137451862
"1E1A_A","bfCB","resvol",0.0725159008895006
"1E1A_A","bfCB","rsa",0.778023369063511
"1E1A_A","bfCB","seqent",0.318400432216146
"1E1A_A","bfN","ddgent",0.600586035321563
"1E1A_A","bfN","hbe",0.482114045129706
"1E1A_A","bfN","hpshh",0.266014111316872
"1E1A_A","bfN","r4s_JC",0.531087647901109
"1E1A_A","bfN","resvol",0.036123023101777
"1E1A_A","bfN","rsa",0.726299206973725
"1E1A_A","bfN","seqent",0.27462984161694
"1E1A_A","bfO","ddgent",0.582214227291407
"1E1A_A","bfO","hbe",0.501307278939008
"1E1A_A","bfO","hpshh",0.220984916188872
"1E1A_A","bfO","r4s_JC",0.533078591530566
"1E1A_A","bfO","resvol",0.039142273125134
"1E1A_A","bfO","rsa",0.706769577741448
"1E1A_A","bfO","seqent",0.273042863170067
"1E1A_A","bfSC","ddgent",0.685393283954147
"1E1A_A","bfSC","hbe",0.426437076245947
"1E1A_A","bfSC","hpshh",0.4123501470136
"1E1A_A","bfSC","r4s_JC",0.559161988270497
"1E1A_A","bfSC","resvol",0.148198702387104
"1E1A_A","bfSC","rsa",0.78404686056074
"1E1A_A","bfSC","seqent",0.346167303416924
"1E6E_A","bfAA","ddgent",0.493345803115991
"1E6E_A","bfAA","hbe",0.372929943798873
"1E6E_A","bfAA","hpshh",0.334070066963993
"1E6E_A","bfAA","r4s_JC",0.4199757846829
"1E6E_A","bfAA","resvol",0.0216516828450384
"1E6E_A","bfAA","rsa",0.585208692357245
"1E6E_A","bfAA","seqent",0.381130014465786
"1E6E_A","bfC","ddgent",0.407079712220748
"1E6E_A","bfC","hbe",0.381358470541789
"1E6E_A","bfC","hpshh",0.208928385830792
"1E6E_A","bfC","r4s_JC",0.370512156894054
"1E6E_A","bfC","resvol",0.0067464014497966
"1E6E_A","bfC","rsa",0.494638248847016
"1E6E_A","bfC","seqent",0.330773757776664
"1E6E_A","bfCA","ddgent",0.435375817065784
"1E6E_A","bfCA","hbe",0.385910229830792
"1E6E_A","bfCA","hpshh",0.244320180088705
"1E6E_A","bfCA","r4s_JC",0.386520157949245
"1E6E_A","bfCA","resvol",0.0144554331629765
"1E6E_A","bfCA","rsa",0.520947160576458
"1E6E_A","bfCA","seqent",0.346038364319349
"1E6E_A","bfCB","ddgent",0.474967355270657
"1E6E_A","bfCB","hbe",0.377113459662252
"1E6E_A","bfCB","hpshh",0.306103258179604
"1E6E_A","bfCB","r4s_JC",0.401590644006079
"1E6E_A","bfCB","resvol",0.0178988303103538
"1E6E_A","bfCB","rsa",0.561701846639207
"1E6E_A","bfCB","seqent",0.362142092308671
"1E6E_A","bfN","ddgent",0.396634398003991
"1E6E_A","bfN","hbe",0.380525769283671
"1E6E_A","bfN","hpshh",0.21726812428791
"1E6E_A","bfN","r4s_JC",0.369413279904977
"1E6E_A","bfN","resvol",-0.00316486544402831
"1E6E_A","bfN","rsa",0.493478492621397
"1E6E_A","bfN","seqent",0.329979125966839
"1E6E_A","bfO","ddgent",0.404668506082366
"1E6E_A","bfO","hbe",0.380160076761412
"1E6E_A","bfO","hpshh",0.196149973216193
"1E6E_A","bfO","r4s_JC",0.367994817213354
"1E6E_A","bfO","resvol",0.00782826057241233
"1E6E_A","bfO","rsa",0.49922379096829
"1E6E_A","bfO","seqent",0.328376818029054
"1E6E_A","bfSC","ddgent",0.524614195656095
"1E6E_A","bfSC","hbe",0.356105247855265
"1E6E_A","bfSC","hpshh",0.396843153648884
"1E6E_A","bfSC","r4s_JC",0.426849308383294
"1E6E_A","bfSC","resvol",0.04030492201665
"1E6E_A","bfSC","rsa",0.611620730249569
"1E6E_A","bfSC","seqent",0.389612267619533
"1EB6_A","bfAA","ddgent",0.509641296485428
"1EB6_A","bfAA","hbe",0.388719992967939
"1EB6_A","bfAA","hpshh",0.440468617465288
"1EB6_A","bfAA","r4s_JC",0.464598198197372
"1EB6_A","bfAA","resvol",0.0900281283591395
"1EB6_A","bfAA","rsa",0.722387176776742
"1EB6_A","bfAA","seqent",0.358592063953273
"1EB6_A","bfC","ddgent",0.360375626207337
"1EB6_A","bfC","hbe",0.452542798543725
"1EB6_A","bfC","hpshh",0.261616080949152
"1EB6_A","bfC","r4s_JC",0.345381161067129
"1EB6_A","bfC","resvol",-0.0586449002657706
"1EB6_A","bfC","rsa",0.5912553960141
"1EB6_A","bfC","seqent",0.243644117107629
"1EB6_A","bfCA","ddgent",0.419708428100211
"1EB6_A","bfCA","hbe",0.424783139823283
"1EB6_A","bfCA","hpshh",0.314404530639956
"1EB6_A","bfCA","r4s_JC",0.409696158467927
"1EB6_A","bfCA","resvol",-0.109797648556759
"1EB6_A","bfCA","rsa",0.642089623906197
"1EB6_A","bfCA","seqent",0.284971374125621
"1EB6_A","bfCB","ddgent",0.486382257711935
"1EB6_A","bfCB","hbe",0.389752975102767
"1EB6_A","bfCB","hpshh",0.377578980971388
"1EB6_A","bfCB","r4s_JC",0.479983465860806
"1EB6_A","bfCB","resvol",-0.119189527317624
"1EB6_A","bfCB","rsa",0.676571635563273
"1EB6_A","bfCB","seqent",0.3501669621096
"1EB6_A","bfN","ddgent",0.392422479247942
"1EB6_A","bfN","hbe",0.438723417398634
"1EB6_A","bfN","hpshh",0.309937578817476
"1EB6_A","bfN","r4s_JC",0.365195895445225
"1EB6_A","bfN","resvol",-0.0987663743175658
"1EB6_A","bfN","rsa",0.593172102750633
"1EB6_A","bfN","seqent",0.251548848231449
"1EB6_A","bfO","ddgent",0.322389225760137
"1EB6_A","bfO","hbe",0.533426256206677
"1EB6_A","bfO","hpshh",0.252232810462234
"1EB6_A","bfO","r4s_JC",0.324182601997917
"1EB6_A","bfO","resvol",-0.0569120029173005
"1EB6_A","bfO","rsa",0.600865092905969
"1EB6_A","bfO","seqent",0.220662857478625
"1EB6_A","bfSC","ddgent",0.549683582143243
"1EB6_A","bfSC","hbe",0.316271924627322
"1EB6_A","bfSC","hpshh",0.445129929021722
"1EB6_A","bfSC","r4s_JC",0.499035881268037
"1EB6_A","bfSC","resvol",0.113375437301895
"1EB6_A","bfSC","rsa",0.713128387903136
"1EB6_A","bfSC","seqent",0.387801641143477
"1EH5_A","bfAA","ddgent",0.474235607951746
"1EH5_A","bfAA","hbe",0.246074264245097
"1EH5_A","bfAA","hpshh",0.244210652552883
"1EH5_A","bfAA","r4s_JC",0.54311605464629
"1EH5_A","bfAA","resvol",-0.0108911374771058
"1EH5_A","bfAA","rsa",0.623778647680705
"1EH5_A","bfAA","seqent",0.505921231575283
"1EH5_A","bfC","ddgent",0.403336767462183
"1EH5_A","bfC","hbe",0.251537899898817
"1EH5_A","bfC","hpshh",0.169009905004832
"1EH5_A","bfC","r4s_JC",0.480028174878746
"1EH5_A","bfC","resvol",-0.0151448248509358
"1EH5_A","bfC","rsa",0.548573202615328
"1EH5_A","bfC","seqent",0.463664139559075
"1EH5_A","bfCA","ddgent",0.422869051186308
"1EH5_A","bfCA","hbe",0.236762008725081
"1EH5_A","bfCA","hpshh",0.1809048427132
"1EH5_A","bfCA","r4s_JC",0.495387260430768
"1EH5_A","bfCA","resvol",-0.0133660951163242
"1EH5_A","bfCA","rsa",0.565673572923688
"1EH5_A","bfCA","seqent",0.472316835589707
"1EH5_A","bfCB","ddgent",0.458378999628845
"1EH5_A","bfCB","hbe",0.234968842848684
"1EH5_A","bfCB","hpshh",0.213768906465463
"1EH5_A","bfCB","r4s_JC",0.529137883664127
"1EH5_A","bfCB","resvol",-0.00919424363484999
"1EH5_A","bfCB","rsa",0.607664959831808
"1EH5_A","bfCB","seqent",0.497242064287383
"1EH5_A","bfN","ddgent",0.395240735661529
"1EH5_A","bfN","hbe",0.212395473623862
"1EH5_A","bfN","hpshh",0.137780743546419
"1EH5_A","bfN","r4s_JC",0.463247711413308
"1EH5_A","bfN","resvol",-0.00965202208116494
"1EH5_A","bfN","rsa",0.521494507353882
"1EH5_A","bfN","seqent",0.440729526950976
"1EH5_A","bfO","ddgent",0.400704008805635
"1EH5_A","bfO","hbe",0.259213496109694
"1EH5_A","bfO","hpshh",0.175934987336578
"1EH5_A","bfO","r4s_JC",0.47629168603731
